Region,Sector,Product_category,Product_long,Product,Flow_category,Flow_long,Flow,End_use
russia,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Energy industry own use and Losses,Oil and gas extraction,EOILGASEX,
russia,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Food and tobacco,FOODPRO,
russia,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Heat output,Heat output,HEATOUT,High Temperature Heat
russia,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Industry not elsewhere specified,INONSPEC,
russia,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Iron and steel,IRONSTL,
russia,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Machinery,MACHINE,
russia,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Manufacturing,MANUFACT,
russia,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Mining and quarrying,MINING,
russia,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Non-ferrous metals,NONFERR,
russia,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Non-metallic minerals,NONMET,
russia,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Oil products,Other oil products,ONONSPEC,
russia,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,"Paper, pulp, and print",PAPERPRO,
russia,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Textile and leather,TEXTILES,
russia,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Energy industry own use and Losses,Energy industry own use,TOTENGY,
russia,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Transport equipment,TRANSEQ,
russia,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Wood and wood products,WOODPRO,
russia,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Transformation processes,Autoproducer heat plants,AUTOHEAT,High Temperature Heat
russia,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Energy industry own use and Losses,"Own use in electricity, CHP and heat plants",EPOWERPLT,
russia,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Heat output,Heat output -autoproducer CHP plants,HEAUTOC,High Temperature Heat
russia,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Heat output,Heat output -autoproducer heat plants,HEAUTOH,High Temperature Heat
russia,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
russia,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Non-energy use chemical/petrochemical,NECHEM,
russia,Industrial,Oil products,Other oil products,ONONSPEC,Transformation processes,Autoproducer CHP,AUTOCHP,High Temperature Heat
russia,Industrial,Oil products,Other oil products,ONONSPEC,Heat output,Heat output,HEATOUT,High Temperature Heat
russia,Industrial,Oil products,Other oil products,ONONSPEC,Heat output,Heat output -autoproducer CHP plants,HEAUTOC,High Temperature Heat
russia,Industrial,Oil products,Other oil products,ONONSPEC,Heat output,Heat output -autoproducer heat plants,HEAUTOH,High Temperature Heat
russia,Industrial,Oil products,Other oil products,ONONSPEC,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
russia,Industrial,Oil products,Other kerosene,OTHKERO,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
russia,Industrial,Oil products,White spirit & industrial spirit (SBP),WHITESP,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
russia,Industrial,Oil products,White spirit & industrial spirit (SBP),WHITESP,Final consumption,Non-energy use chemical/petrochemical,NECHEM,
russia,Industrial,Oil products,Lubricants,LUBRIC,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
russia,Industrial,Oil products,Lubricants,LUBRIC,Final consumption,Non-energy use in industry,NEIND,
russia,Industrial,Oil products,Paraffin waxes,PARWAX,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
russia,Industrial,Oil products,Paraffin waxes,PARWAX,Final consumption,Non-energy use in industry,NEIND,
russia,Industrial,"Crude, NGL, refinery feedstocks",Crude oil,CRUDEOIL,Energy industry own use and Losses,Oil and gas extraction,EOILGASEX,
russia,Industrial,"Crude, NGL, refinery feedstocks",Crude oil,CRUDEOIL,Energy industry own use and Losses,Energy industry own use,TOTENGY,
russia,Industrial,"Crude, NGL, refinery feedstocks",Crude oil,CRUDEOIL,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
russia,Industrial,Electricity and Heat,Geothermal,GEOTHERM,Heat output,Heat output,HEATOUT,High Temperature Heat
russia,Industrial,Electricity and Heat,Geothermal,GEOTHERM,Transformation processes,Main activity producer heat plants,MAINHEAT,High Temperature Heat
russia,Industrial,Oil products,Naphtha,NAPHTHA,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
russia,Industrial,Oil products,Naphtha,NAPHTHA,Final consumption,Non-energy use chemical/petrochemical,NECHEM,
russia,Industrial,"Crude, NGL, refinery feedstocks",Natural gas liquids,NGL,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
russia,Industrial,Oil products,Refinery gas,REFINGAS,Transformation processes,Autoproducer CHP,AUTOCHP,High Temperature Heat
russia,Industrial,Oil products,Refinery gas,REFINGAS,Energy industry own use and Losses,Oil refineries,EREFINER,
russia,Industrial,Oil products,Refinery gas,REFINGAS,Heat output,Heat output,HEATOUT,High Temperature Heat
russia,Industrial,Oil products,Refinery gas,REFINGAS,Heat output,Heat output -main activity producer CHP plants,HEMAINC,High Temperature Heat
russia,Industrial,Oil products,Refinery gas,REFINGAS,Transformation processes,Main activity producer CHP plants,MAINCHP,High Temperature Heat
russia,Industrial,Oil products,Refinery gas,REFINGAS,Energy industry own use and Losses,Energy industry own use,TOTENGY,
russia,Industrial,Oil products,Refinery gas,REFINGAS,Heat output,Heat output -autoproducer CHP plants,HEAUTOC,High Temperature Heat
russia,Industrial,Oil products,Refinery gas,REFINGAS,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
russia,Electric Power,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Electricity output (GWh),Electricity output -autoproducer CHP plants,ELAUTOC,Electricity
russia,Electric Power,Biofuels and Waste,Industrial waste,INDWASTE,Electricity output (GWh),Electricity output -autoproducer CHP plants,ELAUTOC,Electricity
russia,Electric Power,Coal,other bituminous coal,BITCOAL,Electricity output (GWh),Electricity output -autoproducer CHP plants,ELAUTOC,Electricity
russia,Electric Power,Coal,other bituminous coal,BITCOAL,Electricity output (GWh),Electricity output -main activity producer CHP plants,ELMAINC,Electricity
russia,Electric Power,Coal,other bituminous coal,BITCOAL,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
russia,Electric Power,Coal,Lignite,LIGNITE,Electricity output (GWh),Electricity output -main activity producer CHP plants,ELMAINC,Electricity
russia,Electric Power,Coal,Lignite,LIGNITE,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
russia,Electric Power,Peat and peat products,Peat,PEAT,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
russia,Electric Power,Natural gas,Natural gas,NATGAS,Transformation processes,Autoproducer electricity plants,AUTOELEC,Electricity
russia,Electric Power,Natural gas,Natural gas,NATGAS,Electricity output (GWh),Electricity output -autoproducer CHP plants,ELAUTOC,Electricity
russia,Electric Power,Natural gas,Natural gas,NATGAS,Electricity output (GWh),Electricity output -autoproducer electricity plants,ELAUTOE,Electricity
russia,Electric Power,Natural gas,Natural gas,NATGAS,Electricity output (GWh),Electricity output -main activity producer CHP plants,ELMAINC,Electricity
russia,Electric Power,Natural gas,Natural gas,NATGAS,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
russia,Electric Power,Oil products,Fuel oil,RESFUEL,Electricity output (GWh),Electricity output -autoproducer CHP plants,ELAUTOC,Electricity
russia,Electric Power,Oil products,Fuel oil,RESFUEL,Electricity output (GWh),Electricity output -main activity producer CHP plants,ELMAINC,Electricity
russia,Electric Power,Oil products,Fuel oil,RESFUEL,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
russia,Electric Power,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Transformation processes,Autoproducer electricity plants,AUTOELEC,Electricity
russia,Electric Power,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Electricity output (GWh),Electricity output -autoproducer CHP plants,ELAUTOC,Electricity
russia,Electric Power,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Electricity output (GWh),Electricity output -autoproducer electricity plants,ELAUTOE,Electricity
russia,Electric Power,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
russia,Electric Power,Electricity and Heat,Nuclear,NUCLEAR,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
russia,Electric Power,Electricity and Heat,Nuclear,NUCLEAR,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
russia,Electric Power,Coal,Blast furnace gas,BLFURGS,Electricity output (GWh),Electricity output -autoproducer CHP plants,ELAUTOC,Electricity
russia,Electric Power,Coal,Coke oven gas,COKEOVGS,Electricity output (GWh),Electricity output -autoproducer CHP plants,ELAUTOC,Electricity
russia,Electric Power,Oil products,Liquified petroleum gases (LPG),LPG,Electricity output (GWh),Electricity output -autoproducer CHP plants,ELAUTOC,Electricity
russia,Electric Power,Oil products,Liquified petroleum gases (LPG),LPG,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
russia,Electric Power,Oil products,Other oil products,ONONSPEC,Electricity output (GWh),Electricity output -autoproducer CHP plants,ELAUTOC,Electricity
russia,Electric Power,"Crude, NGL, refinery feedstocks",Crude oil,CRUDEOIL,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
russia,Electric Power,Oil products,Refinery gas,REFINGAS,Electricity output (GWh),Electricity output -autoproducer CHP plants,ELAUTOC,Electricity
russia,Electric Power,Oil products,Refinery gas,REFINGAS,Electricity output (GWh),Electricity output -main activity producer CHP plants,ELMAINC,Electricity
russia,Electric Power,Oil products,Refinery gas,REFINGAS,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
russia,Electric Power,Electricity and Heat,Hydro,HYDRO,Transformation processes,Autoproducer electricity plants,AUTOELEC,Electricity
russia,Electric Power,Electricity and Heat,Hydro,HYDRO,Electricity output (GWh),Electricity output -autoproducer electricity plants,ELAUTOE,Electricity
russia,Electric Power,Electricity and Heat,Hydro,HYDRO,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
russia,Electric Power,Electricity and Heat,Hydro,HYDRO,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
russia,Electric Power,Electricity and Heat,Hydro,HYDRO,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
russia,Electric Power,Electricity and Heat,Solar photovoltaics,SOLARPV,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
russia,Electric Power,Electricity and Heat,Solar photovoltaics,SOLARPV,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
saudiarabi,Transportation,Oil products,Fuel oil,RESFUEL,Supply,International marine bunkers,MARBUNK,High Temperature Heat
saudiarabi,Transportation,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Road,ROAD,High Temperature Heat
saudiarabi,Transportation,Oil products,Motor gasoline excl. biofuels,NONBIOGASO,Final consumption,Road,ROAD,High Temperature Heat
saudiarabi,Transportation,Oil products,Motor gasoline excl. biofuels,NONBIOGASO,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
saudiarabi,Transportation,Oil products,Kerosene type jet fuel excl. biofuels,NONBIOJETK,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
saudiarabi,Transportation,Oil products,Kerosene type jet fuel excl. biofuels,NONBIOJETK,Supply,International aviation bunkers,AVBUNK,High Temperature Heat
saudiarabi,Transportation,Oil products,Kerosene type jet fuel excl. biofuels,NONBIOJETK,Final consumption,Domestic aviation,DOMESAIR,High Temperature Heat
saudiarabi,Residential,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Final consumption,Residential,RESIDENT,Low Temperature Heat
saudiarabi,Residential,Biofuels and Waste,Charcoal,CHARCOAL,Final consumption,Residential,RESIDENT,Low Temperature Heat
saudiarabi,Residential,Electricity and Heat,Electricity,ELECTR,Final consumption,Residential,RESIDENT,Electricity
saudiarabi,Residential,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Residential,RESIDENT,Low Temperature Heat
saudiarabi,Residential,Oil products,Other kerosene,OTHKERO,Final consumption,Residential,RESIDENT,Low Temperature Heat
saudiarabi,Commercial,Electricity and Heat,Electricity,ELECTR,Final consumption,Commercial and public services,COMMPUB,Electricity
saudiarabi,Industrial,Oil products,Bitumen,BITUMEN,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
saudiarabi,Industrial,Oil products,Bitumen,BITUMEN,Final consumption,Non-energy use industry/transformation/energy,NEINTREN,
saudiarabi,Industrial,Natural gas,Natural gas,NATGAS,Energy industry own use and Losses,Oil and gas extraction,EOILGASEX,
saudiarabi,Industrial,Natural gas,Natural gas,NATGAS,Final consumption,Industry not elsewhere specified,INONSPEC,
saudiarabi,Industrial,Natural gas,Natural gas,NATGAS,Final consumption,Non-energy use chemical/petrochemical,NECHEM,
saudiarabi,Industrial,Oil products,Fuel oil,RESFUEL,Energy industry own use and Losses,Oil refineries,EREFINER,
saudiarabi,Industrial,Oil products,Fuel oil,RESFUEL,Final consumption,Industry not elsewhere specified,INONSPEC,
saudiarabi,Industrial,Oil products,Fuel oil,RESFUEL,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
saudiarabi,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Agriculture/forestry,AGRICULT,
saudiarabi,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Chemical and petrochemical,CHEMICAL,
saudiarabi,Industrial,Electricity and Heat,Electricity,ELECTR,Energy industry own use and Losses,Oil refineries,EREFINER,
saudiarabi,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Industry not elsewhere specified,INONSPEC,
saudiarabi,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Iron and steel,IRONSTL,
saudiarabi,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Manufacturing,MANUFACT,
saudiarabi,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Mining and quarrying,MINING,
saudiarabi,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Non-metallic minerals,NONMET,
saudiarabi,Industrial,Electricity and Heat,Electricity,ELECTR,Oil products,Other oil products,ONONSPEC,
saudiarabi,Industrial,Electricity and Heat,Electricity,ELECTR,Energy industry own use and Losses,Energy industry own use,TOTENGY,
saudiarabi,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Energy industry own use and Losses,Oil and gas extraction,EOILGASEX,
saudiarabi,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Industry not elsewhere specified,INONSPEC,
saudiarabi,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
saudiarabi,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Energy industry own use and Losses,Oil and gas extraction,EOILGASEX,
saudiarabi,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
saudiarabi,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Non-energy use chemical/petrochemical,NECHEM,
saudiarabi,Industrial,Oil products,Other oil products,ONONSPEC,Energy industry own use and Losses,Oil refineries,EREFINER,
saudiarabi,Industrial,Oil products,Other oil products,ONONSPEC,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
saudiarabi,Industrial,Oil products,Other oil products,ONONSPEC,Final consumption,Non-energy use industry/transformation/energy,NEINTREN,
saudiarabi,Industrial,Oil products,Other kerosene,OTHKERO,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
saudiarabi,Industrial,"Crude, NGL, refinery feedstocks",Crude oil,CRUDEOIL,Final consumption,Industry not elsewhere specified,INONSPEC,
saudiarabi,Industrial,"Crude, NGL, refinery feedstocks",Crude oil,CRUDEOIL,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
saudiarabi,Industrial,Oil products,Ethane,ETHANE,Final consumption,Non-energy use chemical/petrochemical,NECHEM,
saudiarabi,Industrial,Oil products,Naphtha,NAPHTHA,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
saudiarabi,Industrial,Oil products,Naphtha,NAPHTHA,Final consumption,Non-energy use chemical/petrochemical,NECHEM,
saudiarabi,Industrial,"Crude, NGL, refinery feedstocks",Natural gas liquids,NGL,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
saudiarabi,Industrial,Oil products,Refinery gas,REFINGAS,Energy industry own use and Losses,Oil refineries,EREFINER,
saudiarabi,Industrial,Oil products,Refinery gas,REFINGAS,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
saudiarabi,Electric Power,Natural gas,Natural gas,NATGAS,Transformation processes,Autoproducer electricity plants,AUTOELEC,Electricity
saudiarabi,Electric Power,Natural gas,Natural gas,NATGAS,Electricity output (GWh),Electricity output -autoproducer electricity plants,ELAUTOE,Electricity
saudiarabi,Electric Power,Natural gas,Natural gas,NATGAS,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
saudiarabi,Electric Power,Natural gas,Natural gas,NATGAS,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
saudiarabi,Electric Power,Natural gas,Natural gas,NATGAS,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
saudiarabi,Electric Power,Oil products,Fuel oil,RESFUEL,Transformation processes,Autoproducer electricity plants,AUTOELEC,Electricity
saudiarabi,Electric Power,Oil products,Fuel oil,RESFUEL,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
saudiarabi,Electric Power,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Transformation processes,Autoproducer electricity plants,AUTOELEC,Electricity
saudiarabi,Electric Power,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
saudiarabi,Electric Power,Oil products,Other oil products,ONONSPEC,Electricity output (GWh),Electricity output -autoproducer electricity plants,ELAUTOE,Electricity
saudiarabi,Electric Power,Oil products,Other oil products,ONONSPEC,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
saudiarabi,Electric Power,Oil products,Other oil products,ONONSPEC,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
saudiarabi,Electric Power,"Crude, NGL, refinery feedstocks",Crude oil,CRUDEOIL,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
saudiarabi,Electric Power,"Crude, NGL, refinery feedstocks",Crude oil,CRUDEOIL,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
saudiarabi,Electric Power,"Crude, NGL, refinery feedstocks",Crude oil,CRUDEOIL,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
saudiarabi,Electric Power,Electricity and Heat,Solar photovoltaics,SOLARPV,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
saudiarabi,Electric Power,Electricity and Heat,Solar photovoltaics,SOLARPV,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
senegal,Transportation,Oil products,Fuel oil,RESFUEL,Supply,International marine bunkers,MARBUNK,High Temperature Heat
senegal,Transportation,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Domestic navigation,DOMESNAV,High Temperature Heat
senegal,Transportation,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Road,ROAD,High Temperature Heat
senegal,Transportation,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Supply,International marine bunkers,MARBUNK,High Temperature Heat
senegal,Transportation,Oil products,Motor gasoline excl. biofuels,NONBIOGASO,Final consumption,Domestic navigation,DOMESNAV,High Temperature Heat
senegal,Transportation,Oil products,Motor gasoline excl. biofuels,NONBIOGASO,Final consumption,Road,ROAD,High Temperature Heat
senegal,Transportation,Oil products,Motor gasoline excl. biofuels,NONBIOGASO,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
senegal,Transportation,Oil products,Kerosene type jet fuel excl. biofuels,NONBIOJETK,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
senegal,Transportation,Oil products,Kerosene type jet fuel excl. biofuels,NONBIOJETK,Supply,International aviation bunkers,AVBUNK,High Temperature Heat
senegal,Transportation,Oil products,Kerosene type jet fuel excl. biofuels,NONBIOJETK,Final consumption,Domestic aviation,DOMESAIR,High Temperature Heat
senegal,Residential,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Final consumption,Residential,RESIDENT,Low Temperature Heat
senegal,Residential,Biofuels and Waste,Charcoal,CHARCOAL,Final consumption,Residential,RESIDENT,Low Temperature Heat
senegal,Residential,Electricity and Heat,Electricity,ELECTR,Final consumption,Residential,RESIDENT,Electricity
senegal,Residential,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Residential,RESIDENT,Low Temperature Heat
senegal,Residential,Oil products,Other kerosene,OTHKERO,Final consumption,Residential,RESIDENT,Low Temperature Heat
senegal,Commercial,Electricity and Heat,Electricity,ELECTR,Final consumption,Commercial and public services,COMMPUB,Electricity
senegal,Commercial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Commercial and public services,COMMPUB,Low Temperature Heat
senegal,Industrial,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Final consumption,Food and tobacco,FOODPRO,
senegal,Industrial,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Final consumption,Manufacturing,MANUFACT,
senegal,Industrial,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Final consumption,Mining and quarrying,MINING,
senegal,Industrial,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Final consumption,Non-metallic minerals,NONMET,
senegal,Industrial,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Transformation processes,Charcoal production plants,TCHARCOAL,High Temperature Heat
senegal,Industrial,Coal,other bituminous coal,BITCOAL,Final consumption,Manufacturing,MANUFACT,
senegal,Industrial,Oil products,Bitumen,BITUMEN,Final consumption,Non-energy use industry/transformation/energy,NEINTREN,
senegal,Industrial,Oil products,Bitumen,BITUMEN,Final consumption,Non-energy use,NONENUSE,
senegal,Industrial,Oil products,Bitumen,BITUMEN,Final consumption,Non-energy use in other,NEOTHER,
senegal,Industrial,Oil products,Fuel oil,RESFUEL,Final consumption,Agriculture/forestry,AGRICULT,
senegal,Industrial,Oil products,Fuel oil,RESFUEL,Final consumption,Chemical and petrochemical,CHEMICAL,
senegal,Industrial,Oil products,Fuel oil,RESFUEL,Energy industry own use and Losses,Oil refineries,EREFINER,
senegal,Industrial,Oil products,Fuel oil,RESFUEL,Final consumption,Food and tobacco,FOODPRO,
senegal,Industrial,Oil products,Fuel oil,RESFUEL,Final consumption,Industry not elsewhere specified,INONSPEC,
senegal,Industrial,Oil products,Fuel oil,RESFUEL,Final consumption,Manufacturing,MANUFACT,
senegal,Industrial,Oil products,Fuel oil,RESFUEL,Final consumption,Non-metallic minerals,NONMET,
senegal,Industrial,Oil products,Fuel oil,RESFUEL,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
senegal,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Agriculture/forestry,AGRICULT,
senegal,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Chemical and petrochemical,CHEMICAL,
senegal,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Construction,CONSTRUC,
senegal,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Food and tobacco,FOODPRO,
senegal,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Industry not elsewhere specified,INONSPEC,
senegal,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Iron and steel,IRONSTL,
senegal,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Manufacturing,MANUFACT,
senegal,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Non-metallic minerals,NONMET,
senegal,Industrial,Electricity and Heat,Electricity,ELECTR,Oil products,Other oil products,ONONSPEC,
senegal,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Textile and leather,TEXTILES,
senegal,Industrial,Electricity and Heat,Electricity,ELECTR,Transformation processes,Chemical heat for electricity production,TELE,High Temperature Heat
senegal,Industrial,Electricity and Heat,Heat,HEAT,Heat output,Heat output,HEATOUT,High Temperature Heat
senegal,Industrial,Electricity and Heat,Heat,HEAT,Transformation processes,Chemical heat for electricity production,TELE,High Temperature Heat
senegal,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Agriculture/forestry,AGRICULT,
senegal,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Industry not elsewhere specified,INONSPEC,
senegal,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Manufacturing,MANUFACT,
senegal,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Oil products,Other oil products,ONONSPEC,
senegal,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Energy industry own use and Losses,"Own use in electricity, CHP and heat plants",EPOWERPLT,
senegal,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
senegal,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Industry not elsewhere specified,INONSPEC,
senegal,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
senegal,Industrial,Oil products,Other oil products,ONONSPEC,Final consumption,Non-energy use in other,NEOTHER,
senegal,Industrial,Oil products,Motor gasoline excl. biofuels,NONBIOGASO,Oil products,Other oil products,ONONSPEC,
senegal,Industrial,Oil products,Other kerosene,OTHKERO,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
senegal,Industrial,Oil products,White spirit & industrial spirit (SBP),WHITESP,Final consumption,Non-energy use industry/transformation/energy,NEINTREN,
senegal,Industrial,Oil products,Lubricants,LUBRIC,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
senegal,Industrial,Oil products,Lubricants,LUBRIC,Final consumption,Non-energy use industry/transformation/energy,NEINTREN,
senegal,Industrial,"Crude, NGL, refinery feedstocks",Crude oil,CRUDEOIL,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
senegal,Industrial,Oil products,Naphtha,NAPHTHA,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
senegal,Industrial,Oil products,Naphtha,NAPHTHA,Final consumption,Non-energy use industry/transformation/energy,NEINTREN,
senegal,Industrial,Oil products,Refinery gas,REFINGAS,Energy industry own use and Losses,Oil refineries,EREFINER,
senegal,Industrial,Oil products,Refinery gas,REFINGAS,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
senegal,Electric Power,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Transformation processes,Autoproducer electricity plants,AUTOELEC,Electricity
senegal,Electric Power,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Electricity output (GWh),Electricity output -autoproducer electricity plants,ELAUTOE,Electricity
senegal,Electric Power,Coal,other bituminous coal,BITCOAL,Transformation processes,Autoproducer electricity plants,AUTOELEC,Electricity
