Region,Sector,Gas,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
NonOECD ,Regenerative Agriculture,CH4,2821.72,2817.2899999999995,2799.56,2765.5099999999998,2747.0299999999997,2737.620000000001,2731.13,2710.2300000000005,2700.4700000000007,2665.9900000000002,2670.8100000000013,2637.69,2599.6600000000003,2587.4300000000003,2538.5000000000005,2502.8900000000003,2459.6800000000003,2430.1800000000003,2434.98,2434.9400000000005,2411.93,2386.18,2428.88,2427.0,2405.62,2386.08,2392.87,2397.7400000000002,2385.07
World ,Regenerative Agriculture,N2O,4596.45,4618.179999999999,4530.959999999999,4487.56,4473.130000000001,4420.95,4467.21,4446.56,4285.030000000001,4207.740000000001,4203.56,4214.570000000001,4111.4,4052.800000000001,4037.649999999999,3919.17,3927.75,3851.8599999999997,3821.96,3837.7099999999996,3786.84,3718.68,3769.5699999999997,3716.6900000000005,3636.21,3594.84,3625.73,3637.3400000000006,3655.8599999999997
NAM ,Regenerative Agriculture,N2O,254.6,253.61,253.01,244.78,245.86,251.75,247.82999999999998,245.09,236.94,234.37,237.92000000000002,242.56,235.04000000000002,235.45999999999998,234.74,233.22000000000003,226.19,228.16,229.57999999999998,233.28,235.93,233.44,234.73000000000002,227.64000000000001,229.72,224.37,222.64,217.10999999999999,218.10000000000002
US ,Regenerative Agriculture,N2O,183.06,183.15,183.23,178.33,179.37,180.02,177.82,178.75,173.68,172.34,175.62,178.63,175.72,172.51,175.24,173.74,167.84,167.94,169.23,172.22,173.87,173.68,174.21,169.08,171.54,166.27,165.51,160.7,160.86
CSAM ,Regenerative Agriculture,N2O,308.07,313.6,301.78,293.91999999999996,297.57000000000005,290.69000000000005,289.86,288.79,289.54,269.5,277.78000000000003,286.19000000000005,268.74000000000007,269.5300000000001,268.44,258.93000000000006,246.83,236.88,226.57999999999998,224.51000000000005,224.45000000000005,219.42999999999998,214.49,220.79000000000002,218.19000000000005,213.24,211.35000000000002,208.07000000000002,205.32000000000002
BRAZIL ,Regenerative Agriculture,N2O,166.17,171.31,163.23,159.07,161.68,155.3,155.23,154.66,155.44,138.84,142.23,148.83,137.22,140.04,140.38,132.43,126.75,117.98,111.12,111.38,111.12,106.08,102.65,108.85,107.45,104.31,102.7,100.84,97.91
EUR ,Regenerative Agriculture,N2O,265.5,268.5799999999999,268.01,266.38,265.11,263.85,256.7,254.56,254.04,252.27999999999994,255.85999999999996,258.53999999999996,254.81000000000006,256.35,261.39,258.79999999999995,260.89,260.75,263.82,269.37,271.8,273.78,274.68999999999994,273.26,277.74,282.19,288.37,308.21999999999997,324.00000000000006
AFRICA ,Regenerative Agriculture,N2O,411.73,410.18999999999994,408.17999999999995,395.62,388.88000000000005,388.08,385.7,383.5700000000001,374.59,358.42,362.6699999999999,354.42,340.7099999999999,347.50999999999993,331.68,328.5799999999999,316.36,300.5000000000001,306.64,301.84000000000003,303.80999999999995,286.03999999999996,284.74999999999994,280.73999999999995,276.78999999999996,274.22,272.77,270.32,267.21000000000004
SAFR ,Regenerative Agriculture,N2O,14.42,14.82,13.25,13.99,15.12,14.86,15.48,15.16,15.18,15.4,15.15,14.81,14.35,14.65,14.42,14.67,15.8,14.73,15.32,15.19,15.31,15.06,14.93,14.01,14.25,14.55,14.24,14.65,14.66
ME ,Regenerative Agriculture,N2O,31.599999999999998,31.479999999999997,31.600000000000005,30.52,31.529999999999994,33.290000000000006,33.339999999999996,32.76,34.45,35.51,35.61,37.25,38.05999999999999,36.06999999999999,34.84,33.01,34.730000000000004,33.15,31.460000000000004,31.409999999999997,32.06,30.799999999999997,29.2,28.65,28.560000000000002,28.25,29.11,26.419999999999998,27.09
RUS ,Regenerative Agriculture,N2O,44.85,44.88,44.26,41.97,42.72,40.4,40.17,41.46,39.3,41.35,43.59,38.8,37.92,38.09,38.45,43.05,42.15,42.73,40.29,39.48,41.89,45.92,49.7,53.02,58.01,69.48,75.46,82.5,87.94
ASIAPAC ,Regenerative Agriculture,N2O,370.09000000000003,370.76,339.46,350.76,351.66,333.55,371.61000000000007,369.92,311.74,322.86,304.98,317.48999999999995,315.74000000000007,291.53000000000003,311.53000000000003,282.65999999999997,317.03,317.53999999999996,308.94,299.24,278.18,270.79,272.70000000000005,274.02000000000004,268.06,262.12,260.43,256.41999999999996,255.20000000000002
CHINA ,Regenerative Agriculture,N2O,341.51,348.75,357.55,357.38,353.89,353.26,352.64,348.63,349.35,346.21,342.75,335.13,334.58,330.85,326.15,316.52,318.17,303.49,304.17,315.16,302.18,296.69,327.87,305.6,266.34,253.91,264.04,259.6,253.6
INDIA ,Regenerative Agriculture,N2O,220.22,215.25,212.62,214.02,212.05,210.66,211.23,214.23,207.3,200.3,196.98,193.8,185.99,177.69,169.29,163.96,157.7,164.66,161.49,165.54,163.3,160.03,155.53,151.42,148.74,143.42,140.24,136.35,132.59
JPN ,Regenerative Agriculture,N2O,7.48,7.46,7.39,7.3,7.61,7.49,7.13,7.57,8.1,8.06,8.32,8.61,8.65,8.8,8.93,8.81,8.83,8.55,8.64,8.61,8.63,8.87,9.03,9.25,9.76,9.72,9.69,9.6,9.89
 OECD ,Regenerative Agriculture,N2O,565.02,569.3299999999999,547.1999999999999,553.07,556.26,547.1400000000001,581.1399999999999,575.59,517.31,523.82,526.71,553.3399999999999,547.69,530.25,556.79,531.22,565.4100000000001,573.78,569.6,569.98,555.3399999999999,547.77,551.18,545.7,549.14,544.1,542.9100000000001,548.0899999999999,557.3800000000001
NonOECD ,Regenerative Agriculture,N2O,1725.55,1732.03,1710.7099999999998,1683.1599999999999,1672.76,1656.1200000000001,1645.17,1640.4900000000002,1617.9299999999998,1573.06,1567.4799999999998,1546.0299999999997,1500.25,1487.56,1453.3899999999999,1420.07,1389.8500000000004,1344.0700000000002,1332.57,1339.16,1327.87,1300.43,1322.44,1301.9400000000003,1258.34,1243.61,1260.22,1260.4,1259.6899999999998
World ,Transport,CO2,17692.39,17302.28,16854.68,16492.43,16010.3,15721.319999999998,15335.25,15262.95,15005.310000000001,14375.2,14712.440000000002,14682.08,14223.63,13872.32,13545.52,12911.32,12658.630000000003,12324.01,12292.120000000003,11907.350000000002,11554.550000000003,11298.76,11121.78,10686.74,10401.05,10186.220000000003,10116.93,9878.27,9793.75
NAM ,Transport,CO2,2275.5699999999997,2226.36,2201.64,2171.3199999999997,2106.4,2113.23,2062.1400000000003,2121.8,2170.15,2095.74,2204.58,2312.3599999999997,2287.71,2276.78,2234.81,2183.04,2166.04,2108.7,2139.46,2097.27,2030.3899999999999,1985.0800000000002,1959.29,1917.3400000000001,1883.0200000000002,1817.99,1801.4,1758.08,1776.87
US ,Transport,CO2,1907.09,1872.25,1848.07,1824.54,1758.82,1765.28,1716.93,1779.23,1828.59,1763.7,1862.37,1974.4599999999998,1964.34,1959.23,1929.9,1889.84,1880.47,1834.32,1865.3799999999999,1826.68,1766.85,1728.8600000000001,1711.81,1675.65,1637.0700000000002,1586.66,1574.65,1536.76,1557.79
CSAM ,Transport,CO2,509.47,516.0600000000001,508.95,511.5,517.7199999999999,512.8300000000002,504.48,478.25999999999993,446.46999999999997,422.1,424.52,403.01,384.47,370.76000000000005,360.59,337.78000000000003,345.26000000000005,341.04,337.36,335.79999999999995,335.60999999999996,323.63,311.06000000000006,287.38,264.82,256.52,244.44,236.68999999999997,229.13
BRAZIL ,Transport,CO2,208.4,217.41000000000003,216.58999999999997,220.41000000000003,233.64999999999998,227.47,221.24,205.12,186.43,165.42,170.29999999999998,161.43,154.59,151.45000000000002,149.86,140.84,143.60000000000002,140.20999999999998,136.74,134.93,135.14,128.61,120.28,109.95,99.85,94.85,90.63,89.91,85.34
EUR ,Transport,CO2,1443.43,1429.6699999999998,1397.0700000000006,1354.44,1323.7099999999998,1314.85,1319.76,1359.32,1363.9600000000005,1370.73,1441.1199999999997,1461.62,1423.42,1387.0999999999997,1375.51,1331.71,1308.2899999999995,1289.62,1274.3600000000001,1259.1299999999999,1242.4299999999998,1207.8299999999997,1174.3899999999999,1134.67,1114.9100000000003,1113.3700000000001,1106.7500000000002,1110.07,1096.6999999999998
AFRICA ,Transport,CO2,413.0999999999999,387.21,385.86999999999995,372.9500000000001,369.15000000000003,354.87000000000006,332.75,309.48,300.65000000000003,274.40000000000003,267.70000000000005,252.59999999999994,240.27000000000004,236.24999999999997,231.48000000000002,226.05,212.53000000000003,205.88,201.11999999999992,196.60999999999996,183.32999999999998,184.18,178.23000000000002,169.05,158.3,151.32999999999998,152.36999999999998,144.35999999999996,138.69
SAFR ,Transport,CO2,69.26,66.5,64.74,68.74,66.00999999999999,68.36,63.45,63.32,60.58,56.45,59.56999999999999,59.69,54.92,53.99,51.15,50.0,47.43,47.43,46.6,48.55,46.89,45.519999999999996,46.56,47.18,41.31,39.46,39.879999999999995,37.28,36.67
ME ,Transport,CO2,551.5600000000001,549.9399999999999,537.98,542.59,530.58,506.25,491.15000000000003,468.65,446.94,440.32,429.51000000000005,401.42,381.84999999999997,358.24,334.28000000000003,313.18,303.01,290.32,282.7,271.4,265.68,260.84,256.03999999999996,249.4,255.96,242.18,230.39000000000001,213.8,198.55999999999997
RUS ,Transport,CO2,312.66,299.03,288.36,298.04,305.46999999999997,273.14,262.73,278.46,267.64,245.87,262.82,247.16,245.47,236.32,236.45000000000002,222.08,212.91000000000003,209.42,202.57,210.81,208.73000000000002,179.7,194.72,205.07,222.22,253.82,302.13,316.16,331.32
ASIAPAC ,Transport,CO2,855.35,831.99,792.21,742.1800000000001,727.1700000000001,713.96,687.8900000000001,660.5,621.29,580.0300000000001,557.25,540.0699999999999,508.23,504.67,496.61000000000007,460.98999999999995,448.15999999999997,438.51000000000005,421.12999999999994,412.96999999999997,395.91999999999996,397.9599999999999,375.6500000000001,345.7900000000001,319.54999999999995,298.5400000000001,283.21999999999997,263.02,262.33
CHINA ,Transport,CO2,980.84,942.4399999999999,900.49,880.3299999999999,815.18,785.77,733.31,668.86,612.26,552.97,540.37,502.63,465.51,423.69,393.84,330.16999999999996,293.83,269.77,262.27,168.22000000000003,150.93,156.26,182.26999999999998,138.54,127.17999999999999,135.51,122.36999999999999,107.88000000000001,99.79
INDIA ,Transport,CO2,323.86,308.34000000000003,285.77,272.99,250.04,240.13,235.03,223.70000000000002,206.89,191.99,175.72,155.73,131.94,125.11000000000001,117.12,107.62,105.14,102.21000000000001,102.31,100.34,95.46000000000001,92.37,90.42999999999999,84.65,76.65,73.95,73.5,71.80000000000001,69.51
JPN ,Transport,CO2,240.81,241.97,243.76,244.57999999999998,243.57999999999998,250.6,253.17999999999998,254.78,259.99,258.41,268.62,280.18,288.98,295.35,295.71999999999997,294.26000000000005,295.64,296.91,298.02000000000004,298.07,297.07000000000005,295.83000000000004,288.98,286.57,280.57,266.53,259.39,254.17000000000002,242.14
 OECD ,Transport,CO2,4014.0,3948.7999999999997,3893.59,3823.58,3721.7999999999993,3723.83,3676.11,3772.87,3828.2300000000005,3756.2,3939.8599999999997,4082.3499999999995,4034.7200000000003,3994.3499999999995,3939.53,3843.32,3806.49,3734.6400000000003,3758.7,3698.2799999999997,3601.2599999999998,3515.3999999999996,3454.9399999999996,3369.3600000000006,3304.7500000000005,3212.98,3167.3800000000006,3086.0,3084.7
NonOECD ,Transport,CO2,3957.83,3839.8899999999994,3705.2000000000007,3623.0,3523.0999999999995,3396.25,3259.4400000000005,3101.4899999999993,2916.1899999999996,2721.3300000000004,2681.5,2519.9299999999994,2365.6499999999996,2260.01,2174.5699999999997,1999.49,1919.5700000000004,1851.4,1796.23,1679.24,1634.23,1596.75,1587.5400000000002,1477.26,1424.5600000000002,1433.6100000000001,1453.3100000000004,1446.05,1418.0
