"Renewable Electricity generation (GWh) by Region/country/area, Technology and Year",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
region,Technology,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Cameroon,Other solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cameroon,Liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cameroon,Biogas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cameroon,Geothermal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cent Afr Rep,Total renewable energy,85.3,84.3,84.3,85.3,126.3,135.44,141.44,138.44,126.44,139.44,140.44,141.58,141.73,141.73,141.73,141.73,136.03,136.03,136.03,136.03,136.03
Cent Afr Rep,Hydropower,85.3,84.3,84.3,85.3,126.3,135.3,141.3,138.3,126.3,139.3,140.3,141.3,141.3,141.3,141.3,141.3,135.6,135.6,135.6,135.6,135.6
Cent Afr Rep,Renewable hydropower,85.3,84.3,84.3,85.3,126.3,135.3,141.3,138.3,126.3,139.3,140.3,141.3,141.3,141.3,141.3,141.3,135.6,135.6,135.6,135.6,135.6
Cent Afr Rep,Pumped storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cent Afr Rep,Marine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cent Afr Rep,Wind,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cent Afr Rep,Onshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cent Afr Rep,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cent Afr Rep,Solar,0,0,0,0,0,0.14,0.14,0.14,0.14,0.14,0.14,0.28,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43
Cent Afr Rep,Solar photovoltaic,0,0,0,0,0,0.14,0.14,0.14,0.14,0.14,0.14,0.28,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43
Cent Afr Rep,Concentrated solar power,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cent Afr Rep,Bioenergy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cent Afr Rep,Solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cent Afr Rep,Bagasse,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cent Afr Rep,Renewable municipal waste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cent Afr Rep,Other solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cent Afr Rep,Liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cent Afr Rep,Biogas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cent Afr Rep,Geothermal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,Total renewable energy,6.6,7,7.1,7.32,6.68,7.78,7.78,7.8,8.1,8.9,8.84,8.5,8.65,8.84,9,9.4,18.43,18.56,18.72,18.72,18.78
Chad,Hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,Renewable hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,Pumped storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,Marine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,8.9,8.9,8.9,8.9
Chad,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,8.9,8.9,8.9,8.9
Chad,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.08,0.08,0.29,0.29,0.29,0.32,0.32,0.38
Chad,Solar photovoltaic,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.08,0.08,0.29,0.29,0.29,0.32,0.32,0.38
Chad,Concentrated solar power,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,Bioenergy,6.6,7,7.1,7.32,6.68,7.78,7.78,7.8,8.1,8.9,8.83,8.49,8.65,8.76,8.92,9.11,9.24,9.37,9.5,9.5,9.5
Chad,Solid biofuels,6.6,7,7.1,7.32,6.68,7.78,7.78,7.8,8.1,8.9,8.83,8.49,8.65,8.76,8.92,9.11,9.24,9.37,9.5,9.5,9.5
Chad,Bagasse,6.6,7,7.1,7.32,6.68,7.78,7.78,7.8,8.1,8.9,8.83,8.49,8.65,8.76,8.92,9.11,9.24,9.37,9.5,9.5,9.5
Chad,Renewable municipal waste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,Other solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,Liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,Biogas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,Geothermal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,Total renewable energy,0,0,3,4,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0
Comoros,Hydropower,0,0,3,4,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0
Comoros,Renewable hydropower,0,0,3,4,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0
Comoros,Pumped storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,Marine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,Wind,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,Onshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,Solar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,Solar photovoltaic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,Concentrated solar power,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,Bioenergy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,Solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,Bagasse,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,Renewable municipal waste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,Other solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,Liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,Biogas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,Geothermal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Congo DR,Total renewable energy,6225.41,6214.15,6355.62,6221.72,7160.66,7475.17,7511.94,7879.27,7529.49,7940.27,7811.58,7481.04,7861.56,8679.43,9074.04,9168.45,9232.85,9814.31,10946.24,11926.04,11918.9
Congo DR,Hydropower,6225.41,6214.15,6355.62,6221.72,7160.66,7475.17,7511.94,7879.27,7529.49,7940.27,7811.58,7481.01,7861.44,8678.88,9073.19,9167.5,9228.28,9806.92,10918.1,11897.9,11890.77
Congo DR,Renewable hydropower,6225.41,6214.15,6355.62,6221.72,7160.66,7475.17,7511.94,7879.27,7529.49,7940.27,7811.58,7481.01,7861.44,8678.88,9073.19,9167.5,9228.28,9806.92,10918.1,11897.9,11890.77
Congo DR,Pumped storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Congo DR,Marine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Congo DR,Wind,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Congo DR,Onshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Congo DR,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Congo DR,Solar,0,0,0,0,0,0,0,0,0,0,0,0.03,0.12,0.55,0.86,0.95,4.57,7.39,28.14,28.14,28.14
Congo DR,Solar photovoltaic,0,0,0,0,0,0,0,0,0,0,0,0.03,0.12,0.55,0.86,0.95,4.57,7.39,28.14,28.14,28.14
Congo DR,Concentrated solar power,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Congo DR,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo DR,Solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo DR,Bagasse,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Congo DR,Renewable municipal waste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Congo DR,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo DR,Liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Congo DR,Biogas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Congo DR,Geothermal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Congo Rep,Total renewable energy,58,334.45,396.33,342.03,329.63,355.37,372.3,334.6,375.3,329.6,429.8,790.93,987.33,954.16,1038.36,1098.78,1132.48,1203.61,1046.9,1046.9,1046.9
Congo Rep,Hydropower,58,334.45,396.33,342.03,329.63,355.37,372.3,334.6,375.3,329.6,429.8,790.8,987.2,953.9,1038.1,1098.2,1131.9,1202.9,1046,1046,1046
Congo Rep,Renewable hydropower,58,334.45,396.33,342.03,329.63,355.37,372.3,334.6,375.3,329.6,429.8,790.8,987.2,953.9,1038.1,1098.2,1131.9,1202.9,1046,1046,1046
Congo Rep,Pumped storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Congo Rep,Marine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Congo Rep,Wind,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Congo Rep,Onshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Congo Rep,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Congo Rep,Solar,0,0,0,0,0,0,0,0,0,0,0,0.13,0.13,0.26,0.26,0.58,0.58,0.71,0.9,0.9,0.9
Congo Rep,Solar photovoltaic,0,0,0,0,0,0,0,0,0,0,0,0.13,0.13,0.26,0.26,0.58,0.58,0.71,0.9,0.9,0.9
Congo Rep,Concentrated solar power,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Congo Rep,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo Rep,Solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo Rep,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo Rep,Renewable municipal waste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Congo Rep,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo Rep,Liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Congo Rep,Biogas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Congo Rep,Geothermal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cote d Ivoire,Total renewable energy,1764,1800,1729,1832.1,1748.1,1433.1,1510.2,1797.2,1898.2,2131.5,1619.5,1775.9,1791.1,1608.07,1916.6,1356.4,1534.2,2054,2968.8,3492.1,3393.6
Cote d Ivoire,Hydropower,1764,1800,1729,1832,1748,1433,1510,1797,1898,2131,1618,1774,1789,1605.87,1914,1352.5,1529.1,2047.2,2962,3481,3376
Cote d Ivoire,Renewable hydropower,1764,1800,1729,1832,1748,1433,1510,1797,1898,2131,1618,1774,1789,1605.87,1914,1352.5,1529.1,2047.2,2962,3481,3376
Cote d Ivoire,Pumped storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cote d Ivoire,Marine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cote d Ivoire,Wind,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cote d Ivoire,Onshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cote d Ivoire,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cote d Ivoire,Solar,0,0,0,0.1,0.1,0.1,0.2,0.2,0.2,0.5,1.5,1.9,2.1,2.2,2.6,3.9,5.1,6.8,6.8,11.1,17.6
Cote d Ivoire,Solar photovoltaic,0,0,0,0.1,0.1,0.1,0.2,0.2,0.2,0.5,1.5,1.9,2.1,2.2,2.6,3.9,5.1,6.8,6.8,11.1,17.6
Cote d Ivoire,Concentrated solar power,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cote d Ivoire,Bioenergy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cote d Ivoire,Solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cote d Ivoire,Bagasse,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cote d Ivoire,Renewable municipal waste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cote d Ivoire,Other solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cote d Ivoire,Liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cote d Ivoire,Biogas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cote d Ivoire,Geothermal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,Total renewable energy,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6
Djibouti,Hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,Renewable hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,Pumped storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,Marine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6
Djibouti,Solar photovoltaic,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6
Djibouti,Concentrated solar power,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,Bioenergy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,Solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,Bagasse,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,Renewable municipal waste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,Other solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,Liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,Biogas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,Geothermal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Egypt,Total renewable energy,14104.73,15633.72,13405.79,13411.36,13733.86,13516.4,13832.58,13914.21,16700.36,15954.27,14373.82,15114.32,15325.15,14734.48,15157.09,15640.48,16120.62,15972.63,15941.96,17967.77,24064.23
Egypt,Hydropower,13697,15130,12859,12859,13019,12644,12925,12925,15510,14682,12863,13046,12934,13121,13352,13822,13545,12850,12726,13121,15038
Egypt,Renewable hydropower,13697,15130,12859,12859,13019,12644,12925,12925,15510,14682,12863,13046,12934,13121,13352,13822,13545,12850,12726,13121,15038
Egypt,Pumped storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Egypt,Marine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Egypt,Wind,93.45,191.45,225.45,226.45,389.25,545.04,573.45,647.75,859.45,960.45,1171.45,1508.45,1575.95,1272.45,1344.45,1456.45,2070.45,2212.45,2346.45,3001.45,4245.45
Egypt,Onshore wind energy,93.45,191.45,225.45,226.45,389.25,545.04,573.45,647.75,859.45,960.45,1171.45,1508.45,1575.95,1272.45,1344.45,1456.45,2070.45,2212.45,2346.45,3001.45,4245.45
Egypt,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Egypt,Solar,0.17,0.84,1.01,1.01,1.01,1.01,1.01,1.18,1.51,2.18,25.2,244.57,504.2,25.44,139.55,43.97,194.03,602.54,553.05,1489,4452.51
Egypt,Solar photovoltaic,0.17,0.84,1.01,1.01,1.01,1.01,1.01,1.18,1.51,2.18,25.2,25.2,25.2,25.2,25.2,43.97,25.94,21.95,69.13,755.76,4019.51
Egypt,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,219.37,479,0.24,114.35,0,168.09,580.6,483.92,733.24,433
Egypt,Bioenergy,314.12,311.43,320.33,324.91,324.61,326.35,333.13,340.29,329.4,309.64,314.18,315.3,311,315.6,321.1,318.07,311.15,307.64,316.46,356.32,328.27
Egypt,Solid biofuels,314.12,311.43,320.33,324.91,324.61,326.35,333.13,340.29,329.4,309.64,314.18,315.3,311,315.6,321.1,318.07,311.15,307.64,316.46,326.32,298.27
Egypt,Bagasse,314.12,311.43,320.33,324.91,324.61,326.35,333.13,340.29,329.4,309.64,314.18,315.3,311,315.6,321.1,318.07,311.15,307.64,316.46,326.32,298.27
Egypt,Renewable municipal waste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Egypt,Other solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Egypt,Liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Egypt,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30
Egypt,Geothermal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eq Guinea,Total renewable energy,7,7,7,7,7,7,7,7,7,7,7,7,67,127,127,127,127,127,127,127,127
Eq Guinea,Hydropower,7,7,7,7,7,7,7,7,7,7,7,7,67,127,127,127,127,127,127,127,127
Eq Guinea,Renewable hydropower,7,7,7,7,7,7,7,7,7,7,7,7,67,127,127,127,127,127,127,127,127
Eq Guinea,Pumped storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eq Guinea,Marine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eq Guinea,Wind,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eq Guinea,Onshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eq Guinea,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eq Guinea,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eq Guinea,Solar photovoltaic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eq Guinea,Concentrated solar power,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eq Guinea,Bioenergy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eq Guinea,Solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eq Guinea,Bagasse,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eq Guinea,Renewable municipal waste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eq Guinea,Other solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eq Guinea,Liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eq Guinea,Biogas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eq Guinea,Geothermal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,Total renewable energy,0,0,0,0,0,0,0,0.2,2,2,2.01,2.01,2.04,2.07,17.03,17.03,17.7,21.53,35.88,40.18,44.49
Eritrea,Hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,Renewable hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,Pumped storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,Marine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,Wind,0,0,0,0,0,0,0,0.2,2,2,2,2,2,2,2,2,2,2,2,2,2
Eritrea,Onshore wind energy,0,0,0,0,0,0,0,0.2,2,2,2,2,2,2,2,2,2,2,2,2,2
Eritrea,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,Solar,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.04,0.07,15.03,15.03,15.7,19.53,33.88,38.18,42.49
Eritrea,Solar photovoltaic,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.04,0.07,15.03,15.03,15.7,19.53,33.88,38.18,42.49
Eritrea,Concentrated solar power,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,Bioenergy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,Solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,Bagasse,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,Renewable municipal waste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,Other solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,Liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,Biogas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,Geothermal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,Total renewable energy,278.59,297.19,305.9,317.87,328.04,317.55,341.65,370.35,353.59,396.63,414.87,458.38,459.18,423.6,461.26,428.93,338.18,307.31,375.28,411.28,420.47
Eswatini,Hydropower,114.2,116.9,109.48,129.65,129.13,111.78,146.28,170.65,166.15,226.7,279.68,325.1,290.95,251.33,290.08,252.23,153.63,123.4,188.98,224.85,230.38
Eswatini,Renewable hydropower,114.2,116.9,109.48,129.65,129.13,111.78,146.28,170.65,166.15,226.7,279.68,325.1,290.95,251.33,290.08,252.23,153.63,123.4,188.98,224.85,230.38
Eswatini,Pumped storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,Marine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,Wind,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,Onshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,Solar,0,0,0,0.01,0.07,0.17,0.22,0.32,0.36,0.4,0.9,1.07,1.11,1.14,1.17,1.17,1.27,1.29,1.31,1.28,1.27
Eswatini,Solar photovoltaic,0,0,0,0.01,0.07,0.17,0.22,0.32,0.36,0.4,0.9,1.07,1.11,1.14,1.17,1.17,1.27,1.29,1.31,1.28,1.27
Eswatini,Concentrated solar power,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,Bioenergy,164.39,180.28,196.42,188.21,198.84,205.61,195.15,199.39,187.08,169.53,134.29,132.21,167.12,171.13,170.01,175.53,183.28,182.61,185,185.14,188.82
Eswatini,Solid biofuels,164.39,180.28,196.42,188.21,198.84,205.61,195.15,199.39,187.08,169.53,134.29,132.21,167.12,171.13,170.01,175.53,183.28,182.61,185,185.14,188.82
Eswatini,Bagasse,97.12,100,115,115,120,130,125,125,125,125,127.75,132.21,167.12,171.13,170.01,175.53,183.28,182.61,185,185.14,188.82
Eswatini,Renewable municipal waste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,Other solid biofuels,67.27,80.28,81.42,73.21,78.84,75.61,70.15,74.39,62.08,44.53,6.55,0,0,0,0,0,0,0,0,0,0
Eswatini,Liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,Biogas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,Geothermal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
