REGION,VARIABLE,UNIT,VALUE,YEAR
OECD90,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,16467.58696,2060
REF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,5459.889588,2060
World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,74145.88809,2060
World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand,Mt CO2/yr,33293.67229,2060
World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry,Mt CO2/yr,16680.36634,2060
World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial,Mt CO2/yr,6230.488825,2060
World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation,Mt CO2/yr,10382.81712,2060
World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply,Mt CO2/yr,40412.59467,2060
World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,32160.49087,2060
ASIA,Emissions|CO2|Land Use,Mt CO2/yr,417.3656989,2060
LAM,Emissions|CO2|Land Use,Mt CO2/yr,195.4100345,2060
MAF,Emissions|CO2|Land Use,Mt CO2/yr,293.301655,2060
OECD90,Emissions|CO2|Land Use,Mt CO2/yr,165.2601829,2060
REF,Emissions|CO2|Land Use,Mt CO2/yr,67.5603815,2060
World,Emissions|CO2|Land Use,Mt CO2/yr,1138.897953,2060
ASIA,Emissions|F-Gases,Mt CO2-equiv/yr,656.4298785,2060
LAM,Emissions|F-Gases,Mt CO2-equiv/yr,121.6065717,2060
MAF,Emissions|F-Gases,Mt CO2-equiv/yr,208.2131964,2060
OECD90,Emissions|F-Gases,Mt CO2-equiv/yr,540.7613735,2060
REF,Emissions|F-Gases,Mt CO2-equiv/yr,66.57299381,2060
World,Emissions|F-Gases,Mt CO2-equiv/yr,1593.584014,2060
World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,94766.78013,2060
ASIA,Emissions|N2O,kt N2O/yr,7622.730345,2060
LAM,Emissions|N2O,kt N2O/yr,3475.715033,2060
MAF,Emissions|N2O,kt N2O/yr,5800.370073,2060
OECD90,Emissions|N2O,kt N2O/yr,4986.17649,2060
REF,Emissions|N2O,kt N2O/yr,901.0583041,2060
World,Emissions|N2O,kt N2O/yr,22786.05025,2060
World,Emissions|NOx,Mt NO2/yr,99.08227388,2060
World,Emissions|OC,Mt OC/yr,29.42414342,2060
World,Emissions|Sulfur,Mt SO2/yr,68.02936102,2060
ASIA,Energy Service|Transportation|Freight,bn tkm/yr,64818.24166,2060
LAM,Energy Service|Transportation|Freight,bn tkm/yr,11339.6578,2060
MAF,Energy Service|Transportation|Freight,bn tkm/yr,19786.08862,2060
OECD90,Energy Service|Transportation|Freight,bn tkm/yr,57718.42222,2060
REF,Energy Service|Transportation|Freight,bn tkm/yr,4888.894984,2060
World,Energy Service|Transportation|Freight,bn tkm/yr,158551.3053,2060
ASIA,Energy Service|Transportation|Passenger,bn pkm/yr,36172.92875,2060
LAM,Energy Service|Transportation|Passenger,bn pkm/yr,7100.6684,2060
MAF,Energy Service|Transportation|Passenger,bn pkm/yr,17580.43243,2060
OECD90,Energy Service|Transportation|Passenger,bn pkm/yr,30365.79024,2060
REF,Energy Service|Transportation|Passenger,bn pkm/yr,7383.01455,2060
World,Energy Service|Transportation|Passenger,bn pkm/yr,98602.83437,2060
ASIA,Final Energy,EJ/yr,337.369269,2060
LAM,Final Energy,EJ/yr,55.14921827,2060
MAF,Final Energy,EJ/yr,125.4926269,2060
OECD90,Final Energy,EJ/yr,170.8916438,2060
REF,Final Energy,EJ/yr,50.88798246,2060
World,Final Energy,EJ/yr,739.7907405,2060
World,Final Energy|Electricity,EJ/yr,206.2070957,2060
World,Final Energy|Gases,EJ/yr,108.5095948,2060
World,Final Energy|Heat,EJ/yr,15.511916,2060
World,Final Energy|Hydrogen,EJ/yr,7.68502654,2060
ASIA,Final Energy|Industry,EJ/yr,174.8621667,2060
LAM,Final Energy|Industry,EJ/yr,26.78343558,2060
MAF,Final Energy|Industry,EJ/yr,66.86369642,2060
OECD90,Final Energy|Industry,EJ/yr,53.6222508,2060
REF,Final Energy|Industry,EJ/yr,25.41181114,2060
World,Final Energy|Industry,EJ/yr,347.5433607,2060
World,Final Energy|Industry|Electricity,EJ/yr,69.972305,2060
World,Final Energy|Industry|Gases,EJ/yr,56.98563752,2060
World,Final Energy|Industry|Heat,EJ/yr,8.279732,2060
World,Final Energy|Industry|Hydrogen,EJ/yr,3.18879971,2060
World,Final Energy|Industry|Liquids,EJ/yr,82.31880579,2060
World,Final Energy|Industry|Solids,EJ/yr,123.5046467,2060
World,Final Energy|Industry|Solids|Biomass,EJ/yr,40.64010681,2060
World,Final Energy|Industry|Solids|Coal,EJ/yr,82.86453992,2060
World,Final Energy|Liquids,EJ/yr,266.4524608,2060
World,Final Energy|Residential and Commercial,EJ/yr,245.4203803,2060
ASIA,Final Energy|Residential and Commercial|Electricity,EJ/yr,62.3729535,2060
LAM,Final Energy|Residential and Commercial|Electricity,EJ/yr,7.678296,2060
MAF,Final Energy|Residential and Commercial|Electricity,EJ/yr,12.042927,2060
OECD90,Final Energy|Residential and Commercial|Electricity,EJ/yr,32.0041959,2060
REF,Final Energy|Residential and Commercial|Electricity,EJ/yr,7.5293337,2060
World,Final Energy|Residential and Commercial|Electricity,EJ/yr,121.6277061,2060
World,Final Energy|Residential and Commercial|Gases,EJ/yr,43.71622923,2060
World,Final Energy|Residential and Commercial|Heat,EJ/yr,7.232184,2060
World,Final Energy|Residential and Commercial|Liquids,EJ/yr,45.65496879,2060
World,Final Energy|Residential and Commercial|Solids,EJ/yr,27.18929216,2060
World,Final Energy|Residential and Commercial|Solids|Biomass,EJ/yr,20.4634212,2060
World,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.725870958,2060
World,Final Energy|Solids,EJ/yr,150.9365627,2060
World,Final Energy|Solids|Biomass,EJ/yr,61.10352801,2060
World,Final Energy|Solids|Biomass|Traditional,EJ/yr,14.00921079,2060
World,Final Energy|Solids|Coal,EJ/yr,89.83303467,2060
ASIA,Final Energy|Transportation,EJ/yr,54.63088059,2060
LAM,Final Energy|Transportation,EJ/yr,14.92865834,2060
MAF,Final Energy|Transportation,EJ/yr,22.55040211,2060
OECD90,Final Energy|Transportation,EJ/yr,58.89047599,2060
REF,Final Energy|Transportation,EJ/yr,11.7751936,2060
World,Final Energy|Transportation,EJ/yr,162.7756106,2060
World,Final Energy|Transportation|Electricity,EJ/yr,11.75034573,2060
World,Final Energy|Transportation|Freight,EJ/yr,55.9974165,2060
World,Final Energy|Transportation|Gases,EJ/yr,7.80772809,2060
World,Final Energy|Transportation|Hydrogen,EJ/yr,4.49622683,2060
World,Final Energy|Transportation|Liquids,EJ/yr,138.4786862,2060
World,Final Energy|Transportation|Passenger,EJ/yr,106.7781941,2060
World,Forcing|CO2|MAGICC6|MED,W/m2,4.203425713,2060
World,Forcing|Kyoto Gases|MAGICC6|MED,W/m2,5.428056421,2060
World,Forcing|MAGICC6|MED,W/m2,5.218740795,2060
ASIA,GDP|MER,billion US$2005/yr,63614.0808,2060
LAM,GDP|MER,billion US$2005/yr,11067.531,2060
MAF,GDP|MER,billion US$2005/yr,9559.6602,2060
OECD90,GDP|MER,billion US$2005/yr,67181.4636,2060
REF,GDP|MER,billion US$2005/yr,5178.4914,2060
World,GDP|MER,billion US$2005/yr,156601.227,2060
World,Land Cover,million Ha/yr,12824.18976,2060
World,Land Cover|Cropland,million Ha/yr,1455.492824,2060
World,Land Cover|Cropland|Energy Crops,million Ha/yr,196.1198229,2060
World,Land Cover|Forest,million Ha/yr,4001.185882,2060
World,Land Cover|Other Arable Land,million Ha/yr,384.9096876,2060
World,Land Cover|Other Land,million Ha/yr,3747.121954,2060
World,Land Cover|Pasture,million Ha/yr,3235.479414,2060
ASIA,Population,million,4593.379,2060
LAM,Population,million,850.658,2060
MAF,Population,million,2200.408,2060
OECD90,Population,million,1113.573,2060
REF,Population,million,374.986,2060
World,Population,million,9133.004,2060
World,Price|Carbon,US$2005/t CO2,0,2060
ASIA,Primary Energy,EJ/yr,524.5739588,2060
LAM,Primary Energy,EJ/yr,72.41033508,2060
MAF,Primary Energy,EJ/yr,162.1100083,2060
OECD90,Primary Energy,EJ/yr,247.4866263,2060
REF,Primary Energy,EJ/yr,84.35799647,2060
World,Primary Energy,EJ/yr,1090.938925,2060
World,Primary Energy|Biomass,EJ/yr,119.8826996,2060
World,Primary Energy|Biomass|w/ CCS,EJ/yr,0,2060
World,Primary Energy|Biomass|w/o CCS,EJ/yr,119.8826996,2060
World,Primary Energy|Coal,EJ/yr,457.38971,2060
World,Primary Energy|Coal|w/ CCS,EJ/yr,0,2060
World,Primary Energy|Coal|w/o CCS,EJ/yr,457.38971,2060
World,Primary Energy|Fossil,EJ/yr,919.928047,2060
World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.21499214,2060
World,Primary Energy|Fossil|w/o CCS,EJ/yr,919.7130549,2060
World,Primary Energy|Gas,EJ/yr,235.08808,2060
World,Primary Energy|Gas|w/ CCS,EJ/yr,0,2060
World,Primary Energy|Gas|w/o CCS,EJ/yr,235.08808,2060
World,Primary Energy|Geothermal,EJ/yr,3.584710583,2060
World,Primary Energy|Hydro,EJ/yr,17.0851055,2060
World,Primary Energy|Non-Biomass Renewables,EJ/yr,51.1281784,2060
World,Primary Energy|Nuclear,EJ/yr,0,2060
World,Primary Energy|Oil,EJ/yr,227.450257,2060
World,Primary Energy|Oil|w/ CCS,EJ/yr,0.21499214,2060
World,Primary Energy|Oil|w/o CCS,EJ/yr,227.2352649,2060
World,Primary Energy|Solar,EJ/yr,8.707156445,2060
World,Primary Energy|Wind,EJ/yr,22.17325798,2060
World,Secondary Energy|Electricity,EJ/yr,240.3104862,2060
World,Secondary Energy|Electricity|Biomass,EJ/yr,8.077582084,2060
World,Secondary Energy|Electricity|Biomass|w/ CCS,EJ/yr,0,2060
World,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,8.077582084,2060
World,Secondary Energy|Electricity|Coal,EJ/yr,107.6706735,2060
World,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,0,2060
World,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,107.6706735,2060
World,Secondary Energy|Electricity|Gas,EJ/yr,69.40781632,2060
World,Secondary Energy|Electricity|Gas|w/ CCS,EJ/yr,0,2060
World,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,69.40781632,2060
World,Secondary Energy|Electricity|Geothermal,EJ/yr,3.584710583,2060
World,Secondary Energy|Electricity|Hydro,EJ/yr,17.0851055,2060
World,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,51.46650359,2060
World,Secondary Energy|Electricity|Nuclear,EJ/yr,0,2060
World,Secondary Energy|Electricity|Oil,EJ/yr,3.687910777,2060
World,Secondary Energy|Electricity|Oil|w/ CCS,EJ/yr,0,2060
World,Secondary Energy|Electricity|Oil|w/o CCS,EJ/yr,3.687910777,2060
World,Secondary Energy|Electricity|Solar,EJ/yr,8.707156445,2060
World,Secondary Energy|Electricity|Wind,EJ/yr,22.08953106,2060
World,Secondary Energy|Gases,EJ/yr,247.4882631,2060
World,Secondary Energy|Hydrogen,EJ/yr,2.958833072,2060
World,Secondary Energy|Liquids,EJ/yr,275.2856455,2060
World,Secondary Energy|Liquids|Biomass,EJ/yr,16.97981139,2060
World,Secondary Energy|Liquids|Coal,EJ/yr,32.96743101,2060
World,Secondary Energy|Liquids|Fossil,EJ/yr,39.92276254,2060
World,Secondary Energy|Liquids|Fossil|w/ CCS,EJ/yr,0,2060
World,Secondary Energy|Liquids|Fossil|w/o CCS,EJ/yr,39.92276254,2060
World,Secondary Energy|Liquids|Gas,EJ/yr,6.955331531,2060
World,Secondary Energy|Liquids|Oil,EJ/yr,218.3830716,2060
World,Temperature|Exceedance Probability|1.5 degC|MAGICC6,-,1,2060
World,Temperature|Exceedance Probability|2.0 degC|MAGICC6,-,0.936666667,2060
World,Temperature|Exceedance Probability|3.0 degC|MAGICC6,-,0.243333333,2060
World,Temperature|Exceedance Probability|4.0 degC|MAGICC6,-,0.031666667,2060
World,Temperature|Global Mean|MAGICC6|MED,C,2.601917137,2060
World,Temperature|Global Mean|MAGICC6|P5,C,1.951625323,2060
World,Temperature|Global Mean|MAGICC6|P95,C,3.718698771,2060
World,Concentration|CO2|MAGICC6|MED,ppm,668.9134467,2070
World,Emissions|BC,Mt BC/yr,6.206151343,2070
ASIA,Emissions|CH4,Mt CH4/yr,199.2638932,2070
LAM,Emissions|CH4,Mt CH4/yr,68.82217575,2070
MAF,Emissions|CH4,Mt CH4/yr,121.5519269,2070
OECD90,Emissions|CH4,Mt CH4/yr,84.01451314,2070
REF,Emissions|CH4,Mt CH4/yr,46.0771017,2070
World,Emissions|CH4,Mt CH4/yr,519.7296107,2070
World,Emissions|CO,Mt CO/yr,761.5916802,2070
ASIA,Emissions|CO2,Mt CO2/yr,43452.23432,2070
LAM,Emissions|CO2,Mt CO2/yr,4803.594867,2070
MAF,Emissions|CO2,Mt CO2/yr,10824.18272,2070
OECD90,Emissions|CO2,Mt CO2/yr,17041.98389,2070
REF,Emissions|CO2,Mt CO2/yr,5537.362872,2070
World,Emissions|CO2,Mt CO2/yr,81659.35868,2070
World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,0,2070
ASIA,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,43554.72474,2070
LAM,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,4822.572234,2070
MAF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,10823.86897,2070
OECD90,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,17123.21399,2070
REF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,5623.434174,2070
World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,81947.81411,2070
World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand,Mt CO2/yr,35776.40782,2070
World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry,Mt CO2/yr,17643.00576,2070
World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial,Mt CO2/yr,6589.90542,2070
World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation,Mt CO2/yr,11543.49663,2070
World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply,Mt CO2/yr,45519.23701,2070
World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,35242.37746,2070
ASIA,Emissions|CO2|Land Use,Mt CO2/yr,-102.4904178,2070
LAM,Emissions|CO2|Land Use,Mt CO2/yr,-18.97736694,2070
MAF,Emissions|CO2|Land Use,Mt CO2/yr,0.313755964,2070
OECD90,Emissions|CO2|Land Use,Mt CO2/yr,-81.23009988,2070
REF,Emissions|CO2|Land Use,Mt CO2/yr,-86.07130276,2070
World,Emissions|CO2|Land Use,Mt CO2/yr,-288.4554314,2070
ASIA,Emissions|F-Gases,Mt CO2-equiv/yr,747.0733786,2070
LAM,Emissions|F-Gases,Mt CO2-equiv/yr,151.1316049,2070
MAF,Emissions|F-Gases,Mt CO2-equiv/yr,264.501752,2070
OECD90,Emissions|F-Gases,Mt CO2-equiv/yr,543.5766804,2070
REF,Emissions|F-Gases,Mt CO2-equiv/yr,74.06520398,2070
World,Emissions|F-Gases,Mt CO2-equiv/yr,1780.34862,2070
World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,101489.3572,2070
ASIA,Emissions|N2O,kt N2O/yr,7548.570264,2070
LAM,Emissions|N2O,kt N2O/yr,3550.504919,2070
MAF,Emissions|N2O,kt N2O/yr,6003.767571,2070
OECD90,Emissions|N2O,kt N2O/yr,5022.354254,2070
REF,Emissions|N2O,kt N2O/yr,891.990256,2070
World,Emissions|N2O,kt N2O/yr,23017.18726,2070
World,Emissions|NOx,Mt NO2/yr,91.70843516,2070
World,Emissions|OC,Mt OC/yr,25.97567652,2070
World,Emissions|Sulfur,Mt SO2/yr,60.61330081,2070
ASIA,Energy Service|Transportation|Freight,bn tkm/yr,73455.38546,2070
LAM,Energy Service|Transportation|Freight,bn tkm/yr,12942.8539,2070
MAF,Energy Service|Transportation|Freight,bn tkm/yr,22611.66135,2070
OECD90,Energy Service|Transportation|Freight,bn tkm/yr,61243.83096,2070
REF,Energy Service|Transportation|Freight,bn tkm/yr,5489.66005,2070
World,Energy Service|Transportation|Freight,bn tkm/yr,175743.3917,2070
ASIA,Energy Service|Transportation|Passenger,bn pkm/yr,41213.75643,2070
LAM,Energy Service|Transportation|Passenger,bn pkm/yr,8441.4581,2070
MAF,Energy Service|Transportation|Passenger,bn pkm/yr,21776.53543,2070
OECD90,Energy Service|Transportation|Passenger,bn pkm/yr,31835.44494,2070
REF,Energy Service|Transportation|Passenger,bn pkm/yr,8347.37822,2070
World,Energy Service|Transportation|Passenger,bn pkm/yr,111614.5731,2070
ASIA,Final Energy,EJ/yr,372.2533184,2070
LAM,Final Energy,EJ/yr,64.47329819,2070
MAF,Final Energy,EJ/yr,145.514035,2070
OECD90,Final Energy,EJ/yr,170.7520104,2070
REF,Final Energy,EJ/yr,52.63588253,2070
World,Final Energy,EJ/yr,805.6285446,2070
World,Final Energy|Electricity,EJ/yr,234.0868314,2070
World,Final Energy|Gases,EJ/yr,113.9188349,2070
World,Final Energy|Heat,EJ/yr,15.0193453,2070
World,Final Energy|Hydrogen,EJ/yr,8.95004156,2070
ASIA,Final Energy|Industry,EJ/yr,189.2709423,2070
LAM,Final Energy|Industry,EJ/yr,30.5901183,2070
MAF,Final Energy|Industry,EJ/yr,78.73109969,2070
OECD90,Final Energy|Industry,EJ/yr,51.82097348,2070
REF,Final Energy|Industry,EJ/yr,25.32840469,2070
World,Final Energy|Industry,EJ/yr,375.7415385,2070
World,Final Energy|Industry|Electricity,EJ/yr,78.296544,2070
World,Final Energy|Industry|Gases,EJ/yr,61.22231974,2070
World,Final Energy|Industry|Heat,EJ/yr,8.519218,2070
World,Final Energy|Industry|Hydrogen,EJ/yr,3.92586624,2070
World,Final Energy|Industry|Liquids,EJ/yr,93.09769111,2070
World,Final Energy|Industry|Solids,EJ/yr,127.4228821,2070
World,Final Energy|Industry|Solids|Biomass,EJ/yr,40.09130577,2070
World,Final Energy|Industry|Solids|Coal,EJ/yr,87.33157636,2070
World,Final Energy|Liquids,EJ/yr,299.0172993,2070
World,Final Energy|Residential and Commercial,EJ/yr,264.6635123,2070
ASIA,Final Energy|Residential and Commercial|Electricity,EJ/yr,73.8100113,2070
LAM,Final Energy|Residential and Commercial|Electricity,EJ/yr,9.867851,2070
MAF,Final Energy|Residential and Commercial|Electricity,EJ/yr,15.103443,2070
OECD90,Final Energy|Residential and Commercial|Electricity,EJ/yr,33.400112,2070
REF,Final Energy|Residential and Commercial|Electricity,EJ/yr,7.9677509,2070
World,Final Energy|Residential and Commercial|Electricity,EJ/yr,140.1491682,2070
World,Final Energy|Residential and Commercial|Gases,EJ/yr,44.41267335,2070
World,Final Energy|Residential and Commercial|Heat,EJ/yr,6.5001273,2070
World,Final Energy|Residential and Commercial|Liquids,EJ/yr,51.55074201,2070
World,Final Energy|Residential and Commercial|Solids,EJ/yr,22.05080146,2070
World,Final Energy|Residential and Commercial|Solids|Biomass,EJ/yr,16.32946067,2070
World,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,5.721340781,2070
World,Final Energy|Solids,EJ/yr,149.6555374,2070
World,Final Energy|Solids|Biomass,EJ/yr,56.42076645,2070
World,Final Energy|Solids|Biomass|Traditional,EJ/yr,11.65295108,2070
World,Final Energy|Solids|Coal,EJ/yr,93.23477094,2070
ASIA,Final Energy|Transportation,EJ/yr,62.95066832,2070
LAM,Final Energy|Transportation,EJ/yr,17.3485879,2070
MAF,Final Energy|Transportation,EJ/yr,26.94424199,2070
OECD90,Final Energy|Transportation,EJ/yr,60.19917699,2070
REF,Final Energy|Transportation,EJ/yr,13.29450262,2070
World,Final Energy|Transportation,EJ/yr,180.7371778,2070
World,Final Energy|Transportation|Electricity,EJ/yr,12.87844069,2070
World,Final Energy|Transportation|Freight,EJ/yr,60.70156757,2070
World,Final Energy|Transportation|Gases,EJ/yr,8.283841841,2070
World,Final Energy|Transportation|Hydrogen,EJ/yr,5.02417532,2070
World,Final Energy|Transportation|Liquids,EJ/yr,154.3688662,2070
World,Final Energy|Transportation|Passenger,EJ/yr,120.0356102,2070
World,Forcing|CO2|MAGICC6|MED,W/m2,4.744465392,2070
World,Forcing|Kyoto Gases|MAGICC6|MED,W/m2,6.044544861,2070
World,Forcing|MAGICC6|MED,W/m2,5.857616137,2070
ASIA,GDP|MER,billion US$2005/yr,85029.597,2070
LAM,GDP|MER,billion US$2005/yr,14818.992,2070
MAF,GDP|MER,billion US$2005/yr,12736.3098,2070
OECD90,GDP|MER,billion US$2005/yr,77553.7506,2070
REF,GDP|MER,billion US$2005/yr,6500.559,2070
World,GDP|MER,billion US$2005/yr,196639.2084,2070
World,Land Cover,million Ha/yr,12824.18758,2070
World,Land Cover|Cropland,million Ha/yr,1426.347071,2070
World,Land Cover|Cropland|Energy Crops,million Ha/yr,187.0098182,2070
World,Land Cover|Forest,million Ha/yr,4014.996874,2070
World,Land Cover|Other Arable Land,million Ha/yr,389.5334156,2070
World,Land Cover|Other Land,million Ha/yr,3751.268754,2070
World,Land Cover|Pasture,million Ha/yr,3242.041466,2070
ASIA,Population,million,4532.004,2070
LAM,Population,million,881.779,2070
MAF,Population,million,2303.199,2070
OECD90,Population,million,1116.297,2070
REF,Population,million,360.756,2070
World,Population,million,9194.035,2070
World,Price|Carbon,US$2005/t CO2,0,2070
ASIA,Primary Energy,EJ/yr,577.4283333,2070
LAM,Primary Energy,EJ/yr,85.2166558,2070
MAF,Primary Energy,EJ/yr,189.7904998,2070
OECD90,Primary Energy,EJ/yr,249.3975091,2070
REF,Primary Energy,EJ/yr,85.65958512,2070
World,Primary Energy,EJ/yr,1187.492583,2070
World,Primary Energy|Biomass,EJ/yr,117.3487537,2070
World,Primary Energy|Biomass|w/ CCS,EJ/yr,0,2070
World,Primary Energy|Biomass|w/o CCS,EJ/yr,117.3487537,2070
World,Primary Energy|Coal,EJ/yr,517.90599,2070
World,Primary Energy|Coal|w/ CCS,EJ/yr,0,2070
World,Primary Energy|Coal|w/o CCS,EJ/yr,517.90599,2070
World,Primary Energy|Fossil,EJ/yr,1011.568221,2070
World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.2665852,2070
World,Primary Energy|Fossil|w/o CCS,EJ/yr,1011.301636,2070
World,Primary Energy|Gas,EJ/yr,242.76957,2070
World,Primary Energy|Gas|w/ CCS,EJ/yr,0,2070
World,Primary Energy|Gas|w/o CCS,EJ/yr,242.76957,2070
World,Primary Energy|Geothermal,EJ/yr,3.744191352,2070
World,Primary Energy|Hydro,EJ/yr,18.3238447,2070
World,Primary Energy|Non-Biomass Renewables,EJ/yr,58.57560853,2070
World,Primary Energy|Nuclear,EJ/yr,0,2070
World,Primary Energy|Oil,EJ/yr,250.892661,2070
World,Primary Energy|Oil|w/ CCS,EJ/yr,0.2665852,2070
World,Primary Energy|Oil|w/o CCS,EJ/yr,250.6260758,2070
World,Primary Energy|Solar,EJ/yr,12.55287766,2070
World,Primary Energy|Wind,EJ/yr,24.47820506,2070
World,Secondary Energy|Electricity,EJ/yr,271.5022783,2070
World,Secondary Energy|Electricity|Biomass,EJ/yr,9.707128563,2070
World,Secondary Energy|Electricity|Biomass|w/ CCS,EJ/yr,0,2070
World,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,9.707128563,2070
World,Secondary Energy|Electricity|Coal,EJ/yr,121.725468,2070
World,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,0,2070
World,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,121.725468,2070
World,Secondary Energy|Electricity|Gas,EJ/yr,75.96349053,2070
World,Secondary Energy|Electricity|Gas|w/ CCS,EJ/yr,0,2070
World,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,75.96349053,2070
World,Secondary Energy|Electricity|Geothermal,EJ/yr,3.744191352,2070
World,Secondary Energy|Electricity|Hydro,EJ/yr,18.3238447,2070
World,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,58.99234921,2070
World,Secondary Energy|Electricity|Nuclear,EJ/yr,0,2070
World,Secondary Energy|Electricity|Oil,EJ/yr,5.113841941,2070
World,Secondary Energy|Electricity|Oil|w/ CCS,EJ/yr,0,2070
World,Secondary Energy|Electricity|Oil|w/o CCS,EJ/yr,5.113841941,2070
World,Secondary Energy|Electricity|Solar,EJ/yr,12.55287766,2070
World,Secondary Energy|Electricity|Wind,EJ/yr,24.3714355,2070
World,Secondary Energy|Gases,EJ/yr,260.4912023,2070
World,Secondary Energy|Hydrogen,EJ/yr,3.584605156,2070
World,Secondary Energy|Liquids,EJ/yr,310.7162427,2070
World,Secondary Energy|Liquids|Biomass,EJ/yr,17.07426992,2070
World,Secondary Energy|Liquids|Coal,EJ/yr,43.30409776,2070
World,Secondary Energy|Liquids|Fossil,EJ/yr,51.34260273,2070
World,Secondary Energy|Liquids|Fossil|w/ CCS,EJ/yr,0,2070
World,Secondary Energy|Liquids|Fossil|w/o CCS,EJ/yr,51.34260273,2070
World,Secondary Energy|Liquids|Gas,EJ/yr,8.038504965,2070
World,Secondary Energy|Liquids|Oil,EJ/yr,242.2993701,2070
World,Temperature|Exceedance Probability|1.5 degC|MAGICC6,-,1,2070
World,Temperature|Exceedance Probability|2.0 degC|MAGICC6,-,0.983333333,2070
World,Temperature|Exceedance Probability|3.0 degC|MAGICC6,-,0.525,2070
World,Temperature|Exceedance Probability|4.0 degC|MAGICC6,-,0.105,2070
World,Temperature|Global Mean|MAGICC6|MED,C,3.048585954,2070
World,Temperature|Global Mean|MAGICC6|P5,C,2.222619671,2070
World,Temperature|Global Mean|MAGICC6|P95,C,4.492277403,2070
World,Concentration|CO2|MAGICC6|MED,ppm,742.4001465,2080
World,Emissions|BC,Mt BC/yr,5.898907327,2080
ASIA,Emissions|CH4,Mt CH4/yr,194.3232064,2080
LAM,Emissions|CH4,Mt CH4/yr,69.50944592,2080
MAF,Emissions|CH4,Mt CH4/yr,124.2356346,2080
OECD90,Emissions|CH4,Mt CH4/yr,85.22678112,2080
REF,Emissions|CH4,Mt CH4/yr,47.02344866,2080
World,Emissions|CH4,Mt CH4/yr,520.3185167,2080
World,Emissions|CO,Mt CO/yr,687.720056,2080
ASIA,Emissions|CO2,Mt CO2/yr,46532.85612,2080
LAM,Emissions|CO2,Mt CO2/yr,5750.938232,2080
MAF,Emissions|CO2,Mt CO2/yr,12676.27574,2080
OECD90,Emissions|CO2,Mt CO2/yr,17416.1975,2080
REF,Emissions|CO2,Mt CO2/yr,5740.984014,2080
World,Emissions|CO2,Mt CO2/yr,88117.25161,2080
World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,0,2080
ASIA,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,46790.0955,2080
LAM,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,5844.449155,2080
MAF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,12824.77863,2080
OECD90,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,17513.06572,2080
REF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,5758.530657,2080
World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,88730.91966,2080
World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand,Mt CO2/yr,37458.9626,2080
World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry,Mt CO2/yr,18048.96478,2080
