Variable,Unit,Model,Year,Value
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1939,7.45
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1940,7.77
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1941,7.92
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1942,8.01
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1943,8.0
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1944,7.96
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1945,7.0
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1946,7.08
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1947,7.33
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1948,7.38
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1949,6.93
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1950,7.54
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1951,7.66
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1952,7.58
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1953,7.71
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1954,7.72
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1955,8.21
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1956,8.61
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1957,8.89
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1958,9.22
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1959,12.46
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1960,13.03
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1961,13.16
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1962,13.52
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1963,13.9
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1964,14.24
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1965,14.52
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1966,14.82
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1967,15.13
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1968,15.85
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1969,16.84
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1970,18.05
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1971,18.6
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1972,19.18
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1973,19.98
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1974,19.77
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1975,19.69
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1976,20.53
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1977,20.96
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1978,21.44
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1979,21.83
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1980,21.64
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1981,21.06
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1982,20.88
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1983,21.28
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1984,21.98
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1985,22.75
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1986,23.22
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1987,24.13
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1988,24.97
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1989,25.44
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1990,25.7
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1991,26.2
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1992,26.7
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1993,27.13
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1994,27.38
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1995,27.9
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1996,28.54
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1997,30.46
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1998,28.39
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,1999,28.69
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2000,29.15
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2001,29.29
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2002,30.14
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2003,31.11
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2004,32.51
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2005,33.4
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2006,34.75
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2007,34.73
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2008,35.64
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2009,35.6
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2010,36.98
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2011,38.11
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2012,38.62
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2013,38.52
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2014,39.0
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2015,39.86
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2016,39.97
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2017,40.78
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2018,41.36
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2019,41.48
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2020,40.57
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2021,39.9
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2022,39.16
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2023,36.93
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2024,34.82
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2025,32.82
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2026,30.89
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2027,29.03
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2028,27.18
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2029,25.33
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2030,23.44
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2031,22.06
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2032,20.62
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2033,19.13
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2034,17.6
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2035,16.03
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2036,14.46
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2037,12.87
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2038,11.28
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2039,9.7
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2040,8.12
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2041,6.93
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2042,5.74
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2043,4.57
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2044,3.43
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2045,2.33
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2046,1.24
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2047,0.16
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2048,-0.91
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2049,-1.96
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2050,-3.02
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2051,-3.86
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2052,-4.69
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2053,-5.5
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2054,-6.31
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2055,-7.11
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2056,-7.91
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2057,-8.71
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2058,-9.5
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2059,-10.3
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2060,-11.1
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2061,-11.89
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2062,-12.69
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2063,-13.49
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2064,-14.29
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2065,-15.1
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2066,-15.91
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2067,-16.72
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2068,-17.53
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2069,-18.35
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2070,-19.17
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2071,-19.83
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2072,-20.49
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2073,-21.17
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2074,-21.84
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2075,-22.51
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2076,-23.18
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2077,-23.85
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2078,-24.52
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2079,-25.18
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2080,-25.85
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2081,-26.26
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2082,-26.67
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2083,-27.08
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2084,-27.49
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2085,-27.9
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2086,-28.3
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2087,-28.7
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2088,-29.1
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2089,-29.5
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2090,-29.88
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2091,-30.14
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2092,-30.39
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2093,-30.64
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2094,-30.89
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2095,-31.13
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2096,-31.38
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2097,-31.62
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2098,-31.86
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2099,-32.1
"Global CO2 Emissions
",GtonsCO2/yr,Pathway,2100,-32.34
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1900,7.08
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1901,7.18
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1902,7.28
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1903,7.5
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1904,7.57
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1905,7.77
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1906,7.91
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1907,8.25
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1908,8.17
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1909,8.31
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1910,8.48
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1911,8.53
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1912,8.66
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1913,8.9
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1914,8.64
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1915,8.64
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1916,8.89
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1917,9.1
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1918,9.21
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1919,8.83
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1920,9.38
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1921,9.05
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1922,9.26
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1923,9.72
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1924,9.73
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1925,9.8
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1926,9.75
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1927,10.08
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1928,10.07
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1929,10.34
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1930,10.06
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1931,9.74
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1932,9.5
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1933,9.75
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1934,10.08
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1935,10.32
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1936,10.72
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1937,11.03
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1938,10.79
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1939,11.07
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1940,11.42
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1941,11.63
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1942,11.8
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1943,11.9
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1944,11.99
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1945,11.18
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1946,11.4
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1947,11.79
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1948,11.98
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1949,11.64
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1950,12.33
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1951,12.52
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1952,12.56
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1953,12.81
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1954,12.96
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1955,13.61
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1956,14.16
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1957,14.61
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1958,15.09
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1959,18.48
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1960,19.19
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1961,19.48
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1962,20.0
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1963,20.52
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1964,21.04
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1965,21.51
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1966,22.02
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1967,22.54
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1968,23.45
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1969,24.62
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1970,26.04
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1971,26.44
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1972,27.39
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1973,28.3
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1974,28.09
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1975,28.18
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1976,29.28
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1977,29.92
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1978,30.49
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1979,31.15
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1980,31.04
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1981,30.35
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1982,30.78
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1983,31.01
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1984,31.56
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1985,32.41
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1986,33.14
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1987,34.45
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1988,35.08
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1989,35.78
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1990,36.03
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1991,36.49
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1992,36.89
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1993,37.24
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1994,37.51
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1995,38.2
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1996,38.98
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1997,41.1
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1998,39.04
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,1999,39.32
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2000,39.83
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2001,39.94
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2002,41.06
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2003,42.28
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2004,44.11
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2005,45.16
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2006,46.92
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2007,46.98
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2008,48.04
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2009,48.12
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2010,49.67
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2011,50.97
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2012,51.62
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2013,51.55
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2014,52.25
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2015,53.34
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2016,53.53
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2017,54.43
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2018,55.14
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2019,59.17
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2020,59.6
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2021,60.59
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2022,61.28
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2023,61.96
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2024,62.64
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2025,63.32
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2026,64.14
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2027,64.97
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2028,65.8
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2029,66.62
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2030,67.44
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2031,68.09
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2032,68.74
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2033,69.38
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2034,70.02
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2035,70.66
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2036,71.3
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2037,71.93
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2038,72.56
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2039,73.18
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2040,73.8
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2041,74.82
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2042,75.84
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2043,76.86
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2044,77.87
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2045,78.88
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2046,79.88
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2047,80.88
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2048,81.87
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2049,82.86
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2050,83.84
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2051,84.48
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2052,85.12
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2053,85.76
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2054,86.38
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2055,87.0
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2056,87.62
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2057,88.23
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2058,88.83
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2059,89.42
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2060,90.01
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2061,90.67
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2062,91.31
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2063,91.96
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2064,92.59
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2065,93.22
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2066,93.84
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2067,94.45
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2068,95.06
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2069,95.65
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2070,96.25
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2071,96.9
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2072,97.56
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2073,98.2
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2074,98.84
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2075,99.47
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2076,100.09
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2077,100.71
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2078,101.32
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2079,101.92
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2080,102.52
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2081,102.97
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2082,103.42
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2083,103.86
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2084,104.3
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2085,104.72
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2086,105.15
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2087,105.56
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2088,105.97
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2089,106.37
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2090,106.76
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2091,107.24
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2092,107.7
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2093,108.17
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2094,108.62
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2095,109.07
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2096,109.51
