Variable,Unit,Model,Year,Value
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2097,109.94
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2098,110.37
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2099,110.8
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Baseline,2100,111.21
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1900,7.08
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1901,7.18
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1902,7.28
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1903,7.5
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1904,7.57
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1905,7.77
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1906,7.91
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1907,8.25
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1908,8.17
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1909,8.31
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1910,8.48
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1911,8.53
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1912,8.66
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1913,8.9
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1914,8.64
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1915,8.64
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1916,8.89
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1917,9.1
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1918,9.21
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1919,8.83
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1920,9.38
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1921,9.05
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1922,9.26
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1923,9.72
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1924,9.73
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1925,9.8
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1926,9.75
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1927,10.08
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1928,10.07
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1929,10.34
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1930,10.06
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1931,9.74
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1932,9.5
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1933,9.75
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1934,10.08
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1935,10.32
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1936,10.72
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1937,11.03
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1938,10.79
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1939,11.07
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1940,11.42
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1941,11.63
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1942,11.8
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1943,11.9
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1944,11.99
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1945,11.18
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1946,11.4
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1947,11.79
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1948,11.98
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1949,11.64
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1950,12.33
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1951,12.52
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1952,12.56
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1953,12.81
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1954,12.96
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1955,13.61
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1956,14.16
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1957,14.61
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1958,15.09
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1959,18.48
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1960,19.19
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1961,19.48
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1962,20.0
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1963,20.52
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1964,21.04
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1965,21.51
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1966,22.02
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1967,22.54
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1968,23.45
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1969,24.62
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1970,26.04
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1971,26.44
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1972,27.39
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1973,28.3
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1974,28.09
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1975,28.18
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1976,29.28
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1977,29.92
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1978,30.49
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1979,31.15
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1980,31.04
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1981,30.35
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1982,30.78
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1983,31.01
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1984,31.56
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1985,32.41
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1986,33.14
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1987,34.45
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1988,35.08
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1989,35.78
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1990,36.03
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1991,36.49
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1992,36.89
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1993,37.24
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1994,37.51
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1995,38.2
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1996,38.98
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1997,41.1
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1998,39.04
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,1999,39.32
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2000,39.83
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2001,39.94
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2002,41.06
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2003,42.28
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2004,44.11
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2005,45.16
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2006,46.89
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2007,46.92
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2008,47.97
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2009,48.01
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2010,49.54
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2011,50.81
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2012,51.43
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2013,51.33
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2014,52.0
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2015,53.06
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2016,53.23
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2017,54.1
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2018,54.78
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2019,56.85
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2020,56.17
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2021,55.76
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2022,55.23
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2023,53.19
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2024,51.24
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2025,49.37
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2026,47.55
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2027,45.76
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2028,43.94
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2029,42.07
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2030,40.12
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2031,38.66
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2032,37.11
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2033,35.46
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2034,33.74
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2035,31.95
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2036,30.14
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2037,28.3
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2038,26.45
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2039,24.59
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2040,22.72
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2041,21.34
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2042,19.95
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2043,18.56
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2044,17.21
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2045,15.91
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2046,14.62
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2047,13.34
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2048,12.08
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2049,10.84
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2050,9.6
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2051,8.63
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2052,7.68
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2053,6.75
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2054,5.83
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2055,4.92
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2056,4.03
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2057,3.14
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2058,2.26
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2059,1.39
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2060,0.52
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2061,-0.34
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2062,-1.2
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2063,-2.06
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2064,-2.91
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2065,-3.75
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2066,-4.6
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2067,-5.44
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2068,-6.27
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2069,-7.11
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2070,-7.94
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2071,-8.63
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2072,-9.31
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2073,-9.99
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2074,-10.67
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2075,-11.35
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2076,-12.02
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2077,-12.69
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2078,-13.35
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2079,-14.01
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2080,-14.67
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2081,-15.08
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2082,-15.48
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2083,-15.88
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2084,-16.28
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2085,-16.67
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2086,-17.07
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2087,-17.46
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2088,-17.84
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2089,-18.23
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2090,-18.63
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2091,-18.87
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2092,-19.11
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2093,-19.34
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2094,-19.58
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2095,-19.81
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2096,-20.05
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2097,-20.28
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2098,-20.51
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2099,-20.74
"Global CO2 Equivalent Emissions
",GtonsCO2/yr,Pathway,2100,-20.97
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1900,4.74
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1901,4.81
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1902,4.88
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1903,5.07
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1904,5.1
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1905,5.27
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1906,5.37
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1907,5.68
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1908,5.56
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1909,5.67
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1910,5.81
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1911,5.83
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1912,5.94
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1913,6.13
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1914,5.83
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1915,5.79
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1916,6.0
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1917,6.16
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1918,6.23
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1919,5.81
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1920,6.34
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1921,5.98
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1922,6.15
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1923,6.57
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1924,6.55
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1925,6.59
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1926,6.5
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1927,6.8
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1928,6.76
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1929,7.0
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1930,6.7
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1931,6.35
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1932,6.09
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1933,6.31
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1934,6.61
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1935,6.82
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1936,7.19
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1937,7.47
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1938,7.2
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1939,7.45
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1940,7.77
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1941,7.92
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1942,8.01
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1943,8.0
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1944,7.96
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1945,7.0
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1946,7.08
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1947,7.33
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1948,7.38
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1949,6.93
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1950,7.54
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1951,7.66
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1952,7.58
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1953,7.71
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1954,7.72
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1955,8.21
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1956,8.61
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1957,8.89
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1958,9.22
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1959,12.46
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1960,13.03
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1961,13.16
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1962,13.52
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1963,13.9
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1964,14.24
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1965,14.52
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1966,14.82
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1967,15.13
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1968,15.85
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1969,16.84
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1970,18.05
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1971,18.6
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1972,19.18
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1973,19.98
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1974,19.77
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1975,19.69
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1976,20.53
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1977,20.96
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1978,21.44
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1979,21.83
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1980,21.64
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1981,21.06
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1982,20.88
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1983,21.28
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1984,21.98
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1985,22.75
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1986,23.22
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1987,24.13
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1988,24.97
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1989,25.44
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1990,25.7
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1991,26.2
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1992,26.7
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1993,27.13
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1994,27.38
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1995,27.9
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1996,28.54
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1997,30.46
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1998,28.39
"Global CO2 emissions
",GtonsCO2/yr,Baseline,1999,28.69
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2000,29.15
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2001,29.29
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2002,30.14
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2003,31.11
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2004,32.51
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2005,33.4
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2006,34.75
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2007,34.73
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2008,35.64
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2009,35.6
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2010,36.98
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2011,38.11
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2012,38.62
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2013,38.52
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2014,39.0
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2015,39.86
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2016,39.97
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2017,40.78
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2018,41.36
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2019,43.45
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2020,43.72
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2021,44.55
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2022,45.07
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2023,45.59
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2024,46.11
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2025,46.63
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2026,47.28
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2027,47.92
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2028,48.56
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2029,49.21
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2030,49.84
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2031,50.32
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2032,50.8
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2033,51.28
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2034,51.75
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2035,52.22
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2036,52.69
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2037,53.15
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2038,53.61
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2039,54.07
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2040,54.52
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2041,55.35
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2042,56.17
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2043,56.99
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2044,57.81
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2045,58.62
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2046,59.43
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2047,60.23
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2048,61.03
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2049,61.83
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2050,62.62
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2051,63.1
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2052,63.59
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2053,64.06
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2054,64.53
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2055,65.0
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2056,65.46
"Global CO2 emissions
",GtonsCO2/yr,Baseline,2057,65.91
