GCAM Region,IEA Region,Sector,Metric,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
MAF ,SAFR ,Industry,Coal,116,104,104,104,93,93,93,93,93,93,93,93,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,116
MAF ,SAFR ,Industry,Oil,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
MAF ,SAFR ,Industry,Natural gas,0,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
MAF ,SAFR ,Industry,Electricity,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,127,127,127,127,127,127,127,127,127,127,139
MAF ,SAFR ,Industry,Heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAF ,SAFR ,Industry,Bioenergy,11,11,11,11,11,11,11,11,11,11,11,11,11,11,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
MAF ,SAFR ,Industry,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAF ,SAFR ,Transport,Transport,174,174,174,186,186,197,197,209,209,209,220,220,220,232,232,244,244,255,255,267,267,267,279,290,290,302,302,314,325,337,337
MAF ,SAFR ,Transport,Oil,174,174,174,174,186,186,186,197,197,209,209,220,220,220,232,232,232,244,244,255,255,255,267,279,279,290,290,302,314,314,325
MAF ,SAFR ,Transport,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAF ,SAFR ,Transport,Biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAF ,SAFR ,Transport,Other fuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAF ,SAFR ,Buildings,Buildings,162,162,174,186,186,197,209,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,232,232,244,244,255,255,267,267
MAF ,SAFR ,Buildings,Coal,34,34,46,58,58,69,81,93,93,93,81,81,81,69,69,69,58,58,58,58,58,58,58,58,58,58,46,46,46,46,46
MAF ,SAFR ,Buildings,Oil,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
MAF ,SAFR ,Buildings,Natural gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAF ,SAFR ,Buildings,Electricity,69,58,58,58,58,58,58,58,58,69,69,69,69,69,69,81,81,81,93,93,93,93,104,104,116,116,116,127,139,139,151
MAF ,SAFR ,Buildings,Heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAF ,SAFR ,Buildings,Bioenergy,34,34,34,34,34,34,34,46,46,46,46,46,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
MAF ,SAFR ,Buildings,   Traditional biomass,34,34,34,34,34,34,34,46,46,46,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,23,23,23,23,23
MAF ,SAFR ,Buildings,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAF ,SAFR ,Other,Other,69,69,69,69,69,69,69,69,69,69,69,81,81,81,81,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93
MAF ,SAFR ,Other,   Petrochem. feedstock,11,11,11,11,11,11,11,11,11,11,11,11,23,23,23,23,23,23,23,23,34,34,34,34,34,34,34,34,34,34,34
MAF ,ME ,TPED,Total primary demand,7443,7664,7885,8106,8338,8559,8780,9013,8862,9036,9210,9397,9571,9745,9920,10094,10373,10653,10932,11222,11502,11850,12211,12572,12932,13281,13595,13909,14235,14549,14863
MAF ,ME ,TPED,Coal,23,23,23,23,23,23,23,34,34,46,46,46,58,58,58,69,69,69,69,81,81,81,81,93,93,93,93,93,104,104,116
MAF ,ME ,TPED,Oil,3605,3616,3640,3663,3686,3709,3733,3756,3640,3721,3791,3872,3942,4023,4105,4175,4233,4303,4361,4431,4489,4593,4710,4814,4931,5035,5152,5268,5384,5500,5617
MAF ,ME ,TPED,Natural gas,3768,3965,4163,4361,4558,4756,4954,5152,5117,5175,5245,5314,5373,5442,5512,5570,5756,5942,6140,6326,6524,6710,6908,7105,7303,7501,7652,7815,7966,8129,8292
MAF ,ME ,TPED,Nuclear,0,0,0,0,0,0,0,11,11,34,46,69,81,104,116,139,139,139,139,139,151,162,186,197,220,232,232,244,244,255,267
MAF ,ME ,TPED,Hydro,11,11,11,11,11,11,11,11,11,11,11,11,11,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,34
MAF ,ME ,TPED,Bioenergy,0,0,0,0,0,0,0,0,0,11,11,11,11,11,23,23,23,23,34,34,34,34,46,58,58,69,69,81,93,93,104
MAF ,ME ,TPED,Other renewables,0,0,0,0,0,0,0,0,0,11,23,34,34,46,58,69,81,104,116,139,162,186,209,232,255,279,302,325,360,383,418
MAF ,ME ,Power sector,Power sector,2477,2581,2698,2814,2930,3047,3163,3279,3337,3361,3384,3407,3442,3465,3489,3512,3582,3651,3733,3803,3872,3977,4093,4210,4314,4431,4535,4640,4756,4861,4977
MAF ,ME ,Power sector,Coal,0,0,0,0,0,0,0,0,0,0,0,11,11,11,23,23,23,23,23,34,34,34,34,46,46,46,46,46,58,58,69
MAF ,ME ,Power sector,Oil,953,953,953,965,965,976,976,988,1000,1023,1035,1058,1081,1093,1116,1128,1093,1058,1023,988,953,942,930,918,918,907,907,907,918,918,930
MAF ,ME ,Power sector,Natural gas,1500,1604,1709,1814,1918,2023,2128,2244,2279,2256,2232,2209,2186,2174,2151,2128,2209,2302,2395,2477,2570,2640,2721,2802,2884,2954,3023,3093,3163,3233,3302
MAF ,ME ,Power sector,Nuclear,0,0,0,0,0,0,0,11,11,34,46,69,81,104,116,139,139,139,139,139,151,162,186,197,220,232,232,244,244,255,267
MAF ,ME ,Power sector,Hydro,11,11,11,11,11,11,11,11,11,11,11,11,11,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,34
MAF ,ME ,Power sector,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,23,23,23,23,34,34,46,46
MAF ,ME ,Power sector,Other renewables,0,0,0,0,0,0,0,0,0,0,11,11,23,23,34,34,46,58,69,81,104,116,139,151,174,197,209,232,255,279,302
MAF ,ME ,Other energy sector,Other energy sector,744,755,767,779,790,802,814,825,709,755,802,848,895,942,988,1046,1081,1116,1163,1197,1232,1267,1314,1360,1407,1453,1488,1535,1581,1628,1674
MAF ,ME ,Other energy sector,  Electricity,151,162,174,186,197,209,220,244,220,232,232,244,244,255,255,267,267,279,290,302,314,325,337,348,360,372,383,395,407,418,430
MAF ,ME ,TFC,Total final consumption,5059,5198,5338,5477,5628,5768,5908,6059,5966,6094,6233,6361,6501,6629,6768,6908,7129,7361,7582,7815,8036,8303,8571,8838,9106,9385,9618,9850,10083,10315,10548
MAF ,ME ,TFC,Coal,11,11,11,11,23,23,23,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
MAF ,ME ,TFC,Oil,2442,2477,2523,2570,2605,2651,2698,2744,2686,2733,2779,2826,2872,2919,2965,3012,3093,3174,3256,3337,3419,3523,3628,3733,3849,3954,4047,4151,4244,4349,4454
MAF ,ME ,TFC,Natural gas,1895,1953,2023,2081,2151,2209,2279,2349,2302,2360,2419,2477,2535,2593,2651,2709,2791,2884,2977,3058,3151,3244,3337,3442,3535,3640,3709,3779,3849,3919,3989
MAF ,ME ,TFC,Electricity,686,709,744,779,802,837,872,907,918,942,965,988,1023,1046,1069,1093,1139,1186,1232,1279,1337,1383,1442,1500,1558,1616,1663,1721,1779,1837,1895
MAF ,ME ,TFC,Heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAF ,ME ,TFC,Bioenergy,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,23,23,23,23,23,34,34,34,34,34,46,46
MAF ,ME ,TFC,Other renewables,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,23,23,34,34,46,58,58,69,69,81,81,81,93,93,104,116
MAF ,ME ,Industry,Industry,1523,1546,1570,1593,1628,1651,1674,1709,1593,1616,1651,1686,1709,1744,1767,1802,1837,1884,1930,1965,2011,2058,2105,2163,2209,2267,2314,2360,2419,2465,2512
MAF ,ME ,Industry,Coal,0,0,0,0,11,11,11,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,34
MAF ,ME ,Industry,Oil,395,372,348,325,314,290,267,255,197,197,197,197,197,197,197,197,197,197,197,209,209,209,209,209,220,220,220,220,220,232,232
MAF ,ME ,Industry,Natural gas,965,1000,1035,1069,1116,1151,1186,1232,1163,1197,1221,1244,1267,1290,1314,1349,1383,1418,1453,1488,1523,1558,1604,1639,1686,1721,1756,1802,1849,1884,1930
MAF ,ME ,Industry,Electricity,139,139,139,151,151,162,162,174,174,174,186,186,186,197,197,197,197,209,209,220,220,220,232,232,244,255,255,255,267,267,279
MAF ,ME ,Industry,Heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAF ,ME ,Industry,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,23,23
MAF ,ME ,Industry,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAF ,ME ,Transport,Transport,1337,1360,1395,1418,1453,1477,1511,1546,1511,1546,1581,1616,1651,1686,1721,1756,1791,1837,1884,1930,1965,2035,2105,2174,2244,2314,2372,2430,2500,2558,2616
MAF ,ME ,Transport,Oil,1279,1302,1325,1360,1383,1418,1442,1477,1430,1465,1500,1523,1558,1581,1616,1651,1686,1732,1779,1825,1872,1930,2000,2070,2139,2209,2267,2326,2384,2442,2500
MAF ,ME ,Transport,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAF ,ME ,Transport,Biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAF ,ME ,Transport,Other fuels,58,58,58,58,58,58,58,69,81,81,81,81,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,104,104,116
MAF ,ME ,Buildings,Buildings,1465,1500,1535,1570,1604,1639,1674,1721,1756,1802,1849,1895,1942,2000,2046,2093,2198,2302,2407,2512,2616,2721,2826,2930,3047,3151,3233,3314,3395,3477,3558
MAF ,ME ,Buildings,Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAF ,ME ,Buildings,Oil,255,244,232,220,220,209,197,197,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,197,197,197,197,197,197
MAF ,ME ,Buildings,Natural gas,674,686,709,732,755,779,802,825,848,872,895,918,953,976,1000,1035,1081,1139,1186,1244,1302,1349,1395,1453,1500,1546,1570,1593,1616,1639,1674
MAF ,ME ,Buildings,Electricity,511,534,558,581,604,628,651,686,697,709,732,755,779,790,814,837,872,918,965,1000,1046,1093,1139,1186,1244,1290,1337,1383,1442,1488,1535
MAF ,ME ,Buildings,Heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAF ,ME ,Buildings,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,23
MAF ,ME ,Buildings,   Traditional biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAF ,ME ,Buildings,Other renewables,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,23,23,34,34,46,46,46,58,58,69,81,81,81,93,93,104
MAF ,ME ,Other,Other,709,755,802,848,895,942,988,1046,1081,1104,1128,1151,1174,1197,1221,1232,1267,1302,1349,1383,1430,1465,1511,1558,1593,1639,1674,1721,1756,1802,1837
MAF ,ME ,Other,   Petrochem. feedstock,500,546,593,639,686,732,779,825,848,860,883,895,918,930,942,965,1000,1035,1069,1104,1139,1174,1209,1256,1290,1325,1360,1395,1442,1477,1511
ASIA ,EURASIA ,TPED,Total primary demand,9664,9769,9885,10001,10106,10222,10339,10455,10850,10932,11001,11083,11153,11234,11304,11385,11455,11525,11595,11676,11746,11839,11932,12025,12118,12211,12327,12455,12572,12699,12816
ASIA ,EURASIA ,TPED,Coal,1593,1616,1651,1686,1709,1744,1779,1814,1860,1860,1872,1872,1884,1884,1895,1895,1884,1872,1872,1860,1860,1849,1849,1837,1837,1825,1825,1825,1825,1825,1837
ASIA ,EURASIA ,TPED,Oil,1767,1814,1860,1907,1953,2000,2046,2105,2186,2209,2221,2232,2256,2267,2291,2302,2302,2314,2326,2326,2337,2326,2326,2326,2326,2326,2326,2326,2326,2337,2337
ASIA ,EURASIA ,TPED,Natural gas,5442,5454,5466,5477,5489,5500,5512,5535,5815,5861,5908,5966,6012,6059,6117,6163,6210,6256,6315,6361,6408,6454,6512,6570,6629,6675,6757,6850,6931,7024,7105
ASIA ,EURASIA ,TPED,Nuclear,523,534,546,558,569,581,593,616,616,616,616,616,604,604,604,593,593,604,616,628,639,662,697,732,767,802,814,825,837,860,872
ASIA ,EURASIA ,TPED,Hydro,220,220,220,220,232,232,232,244,244,255,255,255,255,255,255,267,267,267,267,279,279,279,279,290,290,302,302,302,314,314,314
ASIA ,EURASIA ,TPED,Bioenergy,81,81,81,81,81,81,81,93,93,93,104,104,104,104,104,104,104,104,116,116,127,127,127,139,139,139,139,151,162,162,174
ASIA ,EURASIA ,TPED,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,23,34,46,46,46,58,69,81,93,93,104,116,127,139
ASIA ,EURASIA ,Power sector,Power sector,4849,4814,4791,4756,4733,4698,4675,4652,4698,4710,4721,4745,4756,4768,4779,4803,4826,4849,4872,4896,4919,4966,5012,5059,5117,5163,5221,5291,5349,5419,5489
ASIA ,EURASIA ,Power sector,Coal,1046,1035,1023,1011,1000,988,976,965,1000,1011,1023,1035,1035,1046,1058,1069,1058,1046,1046,1035,1035,1023,1023,1011,1011,1000,1000,1000,1000,1000,1000
ASIA ,EURASIA ,Power sector,Oil,127,116,104,93,93,81,69,69,69,69,69,58,58,58,58,58,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
ASIA ,EURASIA ,Power sector,Natural gas,2860,2826,2802,2779,2744,2721,2698,2674,2674,2686,2686,2698,2709,2709,2721,2721,2721,2733,2744,2756,2767,2767,2779,2791,2802,2814,2837,2872,2907,2942,2977
ASIA ,EURASIA ,Power sector,Nuclear,523,534,546,558,569,581,593,616,616,616,616,616,604,604,604,593,593,604,616,628,639,662,697,732,767,802,814,825,837,860,872
ASIA ,EURASIA ,Power sector,Hydro,220,220,220,220,232,232,232,244,244,255,255,255,255,255,255,267,267,267,267,279,279,279,279,290,290,302,302,302,314,314,314
ASIA ,EURASIA ,Power sector,Bioenergy,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,58,58,58,58,69,69,69,69,81,81,93,93
ASIA ,EURASIA ,Power sector,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,23,34,34,46,46,58,69,81,93,93,104,116,127,139
ASIA ,EURASIA ,Other energy sector,Other energy sector,1663,1697,1732,1767,1802,1837,1872,1918,1965,1977,1977,1988,2000,2000,2011,2011,2011,2023,2035,2046,2058,2070,2081,2093,2105,2116,2139,2163,2198,2221,2256
ASIA ,EURASIA ,Other energy sector,  Electricity,348,348,360,360,372,372,383,395,395,395,395,395,407,407,407,407,407,407,407,407,407,407,407,418,418,430,430,441,453,453,465
ASIA ,EURASIA ,TFC,Total final consumption,6198,6280,6373,6466,6559,6652,6745,6838,7140,7210,7292,7373,7454,7536,7606,7687,7745,7815,7885,7954,8013,8071,8129,8187,8245,8303,8361,8431,8489,8559,8617
ASIA ,EURASIA ,TFC,Coal,348,360,383,407,430,453,476,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,511,511,511,511,511,523,523
ASIA ,EURASIA ,TFC,Oil,1383,1418,1465,1511,1558,1604,1651,1697,1767,1791,1814,1837,1860,1884,1907,1930,1942,1953,1965,1977,1988,1988,1988,2000,2000,2011,2011,2023,2023,2035,2035
ASIA ,EURASIA ,TFC,Natural gas,2105,2128,2151,2186,2209,2244,2267,2302,2535,2570,2593,2628,2651,2686,2709,2733,2756,2791,2814,2849,2872,2895,2930,2954,2988,3012,3035,3070,3093,3128,3151
ASIA ,EURASIA ,TFC,Electricity,860,860,872,883,895,907,918,930,930,942,965,988,1000,1023,1046,1069,1081,1104,1116,1139,1163,1174,1197,1209,1232,1256,1267,1290,1314,1337,1360
ASIA ,EURASIA ,TFC,Heat,1442,1418,1407,1395,1372,1360,1349,1337,1337,1337,1349,1349,1360,1360,1372,1372,1372,1383,1383,1395,1395,1395,1395,1407,1407,1418,1418,1418,1430,1430,1442
ASIA ,EURASIA ,TFC,Bioenergy,23,23,23,23,23,23,23,34,46,46,46,46,46,46,46,46,46,46,46,58,58,58,58,58,58,58,58,58,58,69,69
ASIA ,EURASIA ,TFC,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIA ,EURASIA ,Industry,Industry,1802,1837,1884,1918,1965,2000,2046,2093,2151,2174,2198,2221,2244,2267,2291,2314,2326,2349,2360,2384,2395,2407,2419,2442,2453,2465,2477,2500,2523,2535,2558
ASIA ,EURASIA ,Industry,Coal,232,255,279,302,337,360,383,418,418,418,418,418,418,418,430,430,430,430,430,441,441,441,441,453,453,453,453,453,465,465,476
ASIA ,EURASIA ,Industry,Oil,139,151,162,174,186,197,209,220,220,220,220,220,232,232,232,232,220,220,220,220,220,209,209,209,209,209,197,197,197,197,197
ASIA ,EURASIA ,Industry,Natural gas,465,465,476,476,488,488,500,511,569,581,581,593,593,604,616,616,616,628,639,651,651,651,662,674,686,697,697,709,709,721,732
ASIA ,EURASIA ,Industry,Electricity,383,383,383,383,383,383,383,395,407,407,418,418,430,430,441,441,441,441,453,453,465,465,465,465,476,476,476,476,488,488,488
ASIA ,EURASIA ,Industry,Heat,546,534,523,523,511,511,500,500,500,500,511,523,523,534,534,546,546,546,558,558,569,569,569,569,581,581,581,593,593,604,604
ASIA ,EURASIA ,Industry,Bioenergy,0,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,11,11,11,11,23,23,23,23,23,23,23,23,23,23,23
ASIA ,EURASIA ,Industry,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIA ,EURASIA ,Transport,Transport,1290,1290,1290,1290,1302,1302,1302,1314,1383,1407,1430,1442,1465,1488,1511,1523,1535,1558,1581,1604,1628,1639,1651,1674,1686,1709,1721,1744,1756,1779,1791
ASIA ,EURASIA ,Transport,Oil,790,790,802,814,814,825,837,848,872,895,907,918,930,942,953,965,965,976,988,1000,1011,1011,1023,1035,1046,1046,1046,1058,1069,1081,1093
ASIA ,EURASIA ,Transport,Electricity,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,93,93,93,93,93,93,93,93,104,104,104,104,104,116,116,116
ASIA ,EURASIA ,Transport,Biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIA ,EURASIA ,Transport,Other fuels,407,395,395,395,383,383,383,383,418,430,430,441,441,453,453,465,465,476,476,488,500,500,511,523,523,534,534,546,558,558,569
ASIA ,EURASIA ,Buildings,Buildings,2291,2314,2349,2372,2407,2430,2465,2500,2593,2605,2616,2628,2651,2663,2674,2686,2698,2721,2744,2767,2779,2791,2814,2826,2849,2872,2884,2895,2919,2930,2954
ASIA ,EURASIA ,Buildings,Coal,93,81,81,81,69,69,69,69,69,69,69,69,69,69,58,58,58,58,58,58,58,46,46,46,46,46,34,34,34,34,34
ASIA ,EURASIA ,Buildings,Oil,139,151,174,186,209,220,244,267,279,279,279,279,290,290,290,290,290,290,290,302,302,302,302,302,302,302,302,302,302,302,302
ASIA ,EURASIA ,Buildings,Natural gas,802,814,825,837,860,872,883,907,988,988,1000,1000,1000,1011,1011,1023,1023,1035,1035,1046,1046,1046,1058,1058,1069,1081,1081,1093,1093,1104,1104
ASIA ,EURASIA ,Buildings,Electricity,348,348,360,360,372,372,383,395,395,407,418,430,441,441,453,465,476,488,500,511,523,534,546,558,569,593,604,616,628,639,651
ASIA ,EURASIA ,Buildings,Heat,848,837,825,825,814,814,802,802,802,802,802,802,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790
ASIA ,EURASIA ,Buildings,Bioenergy,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,34,34,34,34,34,34
ASIA ,EURASIA ,Buildings,   Traditional biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIA ,EURASIA ,Buildings,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIA ,EURASIA ,Other,Other,802,814,825,837,860,872,883,907,988,1011,1035,1058,1069,1093,1116,1139,1151,1163,1174,1186,1197,1197,1209,1221,1232,1244,1244,1256,1267,1279,1290
ASIA ,EURASIA ,Other,   Petrochem. feedstock,546,500,453,407,360,314,267,232,220,232,255,279,290,314,337,348,348,360,360,372,372,372,372,383,383,383,383,395,395,407,407
ASIA ,RUS ,TPED,Total primary demand,7838,7908,7989,8071,8152,8234,8315,8396,8734,8780,8815,8862,8908,8955,9001,9048,9083,9117,9152,9187,9234,9280,9327,9373,9431,9478,9536,9606,9676,9734,9804
ASIA ,RUS ,TPED,Coal,1174,1186,1209,1232,1256,1279,1302,1325,1349,1349,1349,1349,1360,1360,1360,1360,1337,1325,1314,1302,1290,1279,1267,1267,1256,1244,1232,1232,1221,1221,1209
ASIA ,RUS ,TPED,Oil,1453,1488,1523,1558,1593,1628,1663,1709,1779,1791,1791,1802,1802,1814,1825,1825,1825,1825,1825,1825,1837,1825,1814,1802,1802,1791,1779,1779,1779,1779,1779
ASIA ,RUS ,TPED,Natural gas,4431,4431,4431,4431,4442,4442,4442,4454,4686,4721,4756,4791,4838,4872,4907,4942,4966,5000,5024,5059,5082,5105,5128,5152,5175,5198,5245,5291,5338,5384,5431
ASIA ,RUS ,TPED,Nuclear,511,523,534,546,569,581,593,616,616,604,604,604,604,593,593,593,593,604,616,628,639,662,697,721,755,779,790,802,814,837,848
ASIA ,RUS ,TPED,Hydro,162,162,162,162,162,162,162,174,186,186,186,186,186,186,186,186,186,186,197,197,197,197,197,209,209,220,220,220,220,220,232
ASIA ,RUS ,TPED,Bioenergy,69,69,69,69,69,69,69,81,93,93,93,93,93,93,93,93,93,93,104,104,104,104,104,116,116,127,127,139,139,151,151
ASIA ,RUS ,TPED,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,34,46,46,58,69,69,81,81,93,104,116,116
ASIA ,RUS ,Power sector,Power sector,4233,4175,4128,4082,4023,3977,3930,3884,3907,3919,3930,3954,3965,3977,3989,4012,4023,4047,4070,4082,4105,4140,4175,4221,4256,4303,4337,4384,4431,4477,4524
ASIA ,RUS ,Power sector,Coal,814,790,767,755,732,721,697,686,709,721,732,732,744,755,767,767,755,744,732,732,721,709,709,709,709,697,686,686,686,686,686
ASIA ,RUS ,Power sector,Oil,116,104,93,81,81,69,58,58,58,58,58,58,58,58,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
ASIA ,RUS ,Power sector,Natural gas,2546,2500,2465,2419,2384,2337,2302,2267,2256,2267,2279,2291,2291,2302,2314,2326,2326,2337,2349,2349,2360,2360,2360,2360,2360,2360,2372,2395,2419,2442,2465
ASIA ,RUS ,Power sector,Nuclear,511,523,534,546,569,581,593,616,616,604,604,604,604,593,593,593,593,604,616,628,639,662,697,721,755,779,790,802,814,837,848
ASIA ,RUS ,Power sector,Hydro,162,162,162,162,162,162,162,174,186,186,186,186,186,186,186,186,186,186,197,197,197,197,197,209,209,220,220,220,220,220,232
ASIA ,RUS ,Power sector,Bioenergy,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,58,58,58,58,58,69,69,69,81,81,93,93
ASIA ,RUS ,Power sector,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,34,46,46,58,58,69,81,81,93,104,116,116
ASIA ,RUS ,Other energy sector,Other energy sector,1244,1267,1290,1314,1337,1360,1383,1418,1453,1465,1465,1465,1477,1477,1477,1488,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1488,1500,1511,1523
ASIA ,RUS ,Other energy sector,  Electricity,290,290,290,290,302,302,302,314,314,314,314,314,325,325,325,325,325,325,325,337,337,337,337,337,348,348,348,360,360,372,383
ASIA ,RUS ,TFC,Total final consumption,5035,5117,5198,5291,5373,5466,5547,5640,5908,5942,5989,6035,6082,6117,6163,6210,6245,6280,6315,6349,6384,6408,6431,6454,6477,6512,6536,6570,6605,6629,6663
ASIA ,RUS ,TFC,Coal,162,174,197,220,244,267,290,314,314,314,314,314,314,314,302,302,302,302,302,302,302,290,290,290,290,290,290,290,290,290,290
ASIA ,RUS ,TFC,Oil,1116,1151,1186,1221,1256,1290,1325,1360,1418,1430,1442,1453,1465,1477,1488,1511,1511,1511,1523,1523,1535,1523,1523,1523,1511,1511,1511,1511,1511,1511,1511
ASIA ,RUS ,TFC,Natural gas,1663,1697,1732,1767,1802,1837,1872,1918,2128,2151,2163,2174,2186,2209,2221,2232,2244,2267,2279,2302,2314,2326,2337,2360,2372,2395,2407,2430,2442,2465,2477
ASIA ,RUS ,TFC,Electricity,721,721,721,732,732,744,744,755,755,767,779,790,802,814,837,848,860,872,883,895,907,918,930,942,953,965,976,988,1011,1023,1035
ASIA ,RUS ,TFC,Heat,1325,1302,1290,1279,1267,1256,1244,1232,1221,1232,1232,1232,1232,1244,1244,1244,1244,1244,1244,1256,1256,1256,1256,1256,1256,1256,1256,1256,1267,1267,1267
ASIA ,RUS ,TFC,Bioenergy,23,23,23,23,23,23,23,34,34,34,34,34,34,34,34,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
ASIA ,RUS ,TFC,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIA ,RUS ,Industry,Industry,1453,1488,1523,1570,1604,1651,1686,1732,1779,1791,1814,1825,1837,1860,1872,1884,1884,1895,1907,1907,1918,1918,1918,1930,1930,1942,1942,1953,1965,1965,1977
