iso,Subvector,Metric,Model,Scenario,Region,Unit,Value 1,Value 2,Duration 2 (Years),Value 3,Duration 3 (Years),Duration 1 (Years)
SEN,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Senegal,tCO2e/ha/yr,0.002866,NA,NA,NA,NA,NA
SEN,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Senegal,Mha,0.03,NA,NA,NA,NA,100
SRB,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Serbia,tCO2e/ha/yr,0.030364,NA,NA,NA,NA,NA
SRB,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Serbia,Mha,1.21,NA,NA,NA,NA,100
SLE,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Sierra Leone,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
SLE,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Sierra Leone,Mha,NA,NA,NA,NA,NA,100
SVK,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Slovakia,tCO2e/ha/yr,0.009093,NA,NA,NA,NA,NA
SVK,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Slovakia,Mha,0.22,NA,NA,NA,NA,100
SVN,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Slovenia,tCO2e/ha/yr,0.003256,NA,NA,NA,NA,NA
SVN,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Slovenia,Mha,0.13,NA,NA,NA,NA,100
SLB,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Solomon Islands,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
SLB,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Solomon Islands,Mha,NA,NA,NA,NA,NA,100
SOM,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Somalia,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
SOM,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Somalia,Mha,NA,NA,NA,NA,NA,100
ZAF,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,South Africa,tCO2e/ha/yr,0.111719,NA,NA,NA,NA,NA
ZAF,Nitrogen Fertilizer Management,Max extent,PD21,pathway,South Africa,Mha,3.11,NA,NA,NA,NA,100
SSD,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,South Sudan,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
SSD,Nitrogen Fertilizer Management,Max extent,PD21,pathway,South Sudan,Mha,NA,NA,NA,NA,NA,100
ESP,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Spain,tCO2e/ha/yr,0.105768,NA,NA,NA,NA,NA
ESP,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Spain,Mha,6.45,NA,NA,NA,NA,100
LKA,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Sri Lanka,tCO2e/ha/yr,0.019319,NA,NA,NA,NA,NA
LKA,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Sri Lanka,Mha,1.22,NA,NA,NA,NA,100
SDN,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Sudan,tCO2e/ha/yr,0.013099,NA,NA,NA,NA,NA
SDN,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Sudan,Mha,0.48,NA,NA,NA,NA,100
SUR,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Suriname,tCO2e/ha/yr,0.000568,NA,NA,NA,NA,NA
SUR,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Suriname,Mha,0.04,NA,NA,NA,NA,100
SWZ,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Swaziland,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
SWZ,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Swaziland,Mha,0,NA,NA,NA,NA,100
SWE,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Sweden,tCO2e/ha/yr,0.018678,NA,NA,NA,NA,NA
SWE,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Sweden,Mha,0.81,NA,NA,NA,NA,100
CHE,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Switzerland,tCO2e/ha/yr,0.005339,NA,NA,NA,NA,NA
CHE,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Switzerland,Mha,0.34,NA,NA,NA,NA,100
SYR,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Syria,tCO2e/ha/yr,0.0141,NA,NA,NA,NA,NA
SYR,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Syria,Mha,0.35,NA,NA,NA,NA,100
TJK,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Tajikistan,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
TJK,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Tajikistan,Mha,0,NA,NA,NA,NA,100
TZA,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Tanzania,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
TZA,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Tanzania,Mha,0,NA,NA,NA,NA,100
THA,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Thailand,tCO2e/ha/yr,0.077163,NA,NA,NA,NA,NA
THA,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Thailand,Mha,3.63,NA,NA,NA,NA,100
TLS,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Timor-Leste,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
TLS,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Timor-Leste,Mha,NA,NA,NA,NA,NA,100
TGO,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Togo,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
TGO,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Togo,Mha,0,NA,NA,NA,NA,100
TTO,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Trinidad and Tobago,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
TTO,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Trinidad and Tobago,Mha,NA,NA,NA,NA,NA,100
TUN,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Tunisia,tCO2e/ha/yr,0.003136,NA,NA,NA,NA,NA
TUN,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Tunisia,Mha,0.09,NA,NA,NA,NA,100
TUR,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Turkey,tCO2e/ha/yr,0.076418,NA,NA,NA,NA,NA
TUR,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Turkey,Mha,2.8,NA,NA,NA,NA,100
TKM,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Turkmenistan,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
TKM,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Turkmenistan,Mha,0,NA,NA,NA,NA,100
UGA,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Uganda,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
UGA,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Uganda,Mha,0,NA,NA,NA,NA,100
UKR,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Ukraine,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
UKR,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Ukraine,Mha,0,NA,NA,NA,NA,100
ARE,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,United Arab Emirates,tCO2e/ha/yr,0.002047,NA,NA,NA,NA,NA
ARE,Nitrogen Fertilizer Management,Max extent,PD21,pathway,United Arab Emirates,Mha,0.2,NA,NA,NA,NA,100
GBR,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,United Kingdom,tCO2e/ha/yr,0.114236,NA,NA,NA,NA,NA
GBR,Nitrogen Fertilizer Management,Max extent,PD21,pathway,United Kingdom,Mha,4.71,NA,NA,NA,NA,100
USA,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,United States,tCO2e/ha/yr,1.04614,NA,NA,NA,NA,NA
USA,Nitrogen Fertilizer Management,Max extent,PD21,pathway,United States,Mha,14.58,NA,NA,NA,NA,100
URY,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Uruguay,tCO2e/ha/yr,0.011482,NA,NA,NA,NA,NA
URY,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Uruguay,Mha,0.35,NA,NA,NA,NA,100
UZB,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Uzbekistan,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
UZB,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Uzbekistan,Mha,0,NA,NA,NA,NA,100
VUT,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Vanuatu,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
VUT,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Vanuatu,Mha,NA,NA,NA,NA,NA,100
VEN,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Venezuela,tCO2e/ha/yr,0.021548,NA,NA,NA,NA,NA
VEN,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Venezuela,Mha,1.86,NA,NA,NA,NA,100
VNM,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Vietnam,tCO2e/ha/yr,0.07907,NA,NA,NA,NA,NA
VNM,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Vietnam,Mha,2.95,NA,NA,NA,NA,100
ESH,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Western Sahara,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
ESH,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Western Sahara,Mha,NA,NA,NA,NA,NA,100
YEM,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Yemen,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
YEM,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Yemen,Mha,0,NA,NA,NA,NA,100
ZMB,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Zambia,tCO2e/ha/yr,0.013636,NA,NA,NA,NA,NA
ZMB,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Zambia,Mha,0.55,NA,NA,NA,NA,100
ZWE,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Zimbabwe,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
ZWE,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Zimbabwe,Mha,NA,NA,NA,NA,NA,100
AFG,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Afghanistan,tCO2e/ha/yr,0.48,0,80,NA,NA,20
AFG,Optimal Intensity,Max extent,PD21,pathway,Afghanistan,Mha,26.1235,NA,NA,NA,NA,100
ALB,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Albania,tCO2e/ha/yr,NA,0,80,NA,NA,20
ALB,Optimal Intensity,Max extent,PD21,pathway,Albania,Mha,NA,NA,NA,NA,NA,100
DZA,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Algeria,tCO2e/ha/yr,3.88,0,80,NA,NA,20
DZA,Optimal Intensity,Max extent,PD21,pathway,Algeria,Mha,0.245,NA,NA,NA,NA,100
AGO,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Angola,tCO2e/ha/yr,0.2,0,80,NA,NA,20
AGO,Optimal Intensity,Max extent,PD21,pathway,Angola,Mha,38.3372,NA,NA,NA,NA,100
ARG,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Argentina,tCO2e/ha/yr,0.16,0,80,NA,NA,20
ARG,Optimal Intensity,Max extent,PD21,pathway,Argentina,Mha,103.261,NA,NA,NA,NA,100
ARM,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Armenia,tCO2e/ha/yr,0.37,0,80,NA,NA,20
ARM,Optimal Intensity,Max extent,PD21,pathway,Armenia,Mha,0.4003,NA,NA,NA,NA,100
AUS,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Australia,tCO2e/ha/yr,0.05,0,80,NA,NA,20
AUS,Optimal Intensity,Max extent,PD21,pathway,Australia,Mha,294.948,NA,NA,NA,NA,100
AUT,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Austria,tCO2e/ha/yr,0.78,0,80,NA,NA,20
AUT,Optimal Intensity,Max extent,PD21,pathway,Austria,Mha,1.285,NA,NA,NA,NA,100
AZE,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Azerbaijan,tCO2e/ha/yr,0.66,0,80,NA,NA,20
AZE,Optimal Intensity,Max extent,PD21,pathway,Azerbaijan,Mha,0.9823,NA,NA,NA,NA,100
BHS,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Bahamas,tCO2e/ha/yr,0,0,80,NA,NA,20
BHS,Optimal Intensity,Max extent,PD21,pathway,Bahamas,Mha,0.1273,NA,NA,NA,NA,100
BGD,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Bangladesh,tCO2e/ha/yr,3.38,0,80,NA,NA,20
BGD,Optimal Intensity,Max extent,PD21,pathway,Bangladesh,Mha,0.525,NA,NA,NA,NA,100
BLR,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Belarus,tCO2e/ha/yr,2.16,0,80,NA,NA,20
BLR,Optimal Intensity,Max extent,PD21,pathway,Belarus,Mha,0.3575,NA,NA,NA,NA,100
BEL,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Belgium,tCO2e/ha/yr,2.71,0,80,NA,NA,20
BEL,Optimal Intensity,Max extent,PD21,pathway,Belgium,Mha,0.4513,NA,NA,NA,NA,100
BLZ,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Belize,tCO2e/ha/yr,1.89,0,80,NA,NA,20
BLZ,Optimal Intensity,Max extent,PD21,pathway,Belize,Mha,0.0701,NA,NA,NA,NA,100
BEN,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Benin,tCO2e/ha/yr,1.22,0,80,NA,NA,20
BEN,Optimal Intensity,Max extent,PD21,pathway,Benin,Mha,2.8371,NA,NA,NA,NA,100
BTN,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Bhutan,tCO2e/ha/yr,0.54,0,80,NA,NA,20
BTN,Optimal Intensity,Max extent,PD21,pathway,Bhutan,Mha,0.6473,NA,NA,NA,NA,100
BOL,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Bolivia,tCO2e/ha/yr,0.53,0,80,NA,NA,20
BOL,Optimal Intensity,Max extent,PD21,pathway,Bolivia,Mha,19.7676,NA,NA,NA,NA,100
BIH,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Bosnia and Herzegovina,tCO2e/ha/yr,4.67,0,80,NA,NA,20
BIH,Optimal Intensity,Max extent,PD21,pathway,Bosnia and Herzegovina,Mha,0.6015,NA,NA,NA,NA,100
BWA,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Botswana,tCO2e/ha/yr,0.22,0,80,NA,NA,20
BWA,Optimal Intensity,Max extent,PD21,pathway,Botswana,Mha,47.3929,NA,NA,NA,NA,100
BRA,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Brazil,tCO2e/ha/yr,0.54,0,80,NA,NA,20
BRA,Optimal Intensity,Max extent,PD21,pathway,Brazil,Mha,171.659,NA,NA,NA,NA,100
BRN,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Brunei Darussalam,tCO2e/ha/yr,4.76,0,80,NA,NA,20
BRN,Optimal Intensity,Max extent,PD21,pathway,Brunei Darussalam,Mha,0.0003,NA,NA,NA,NA,100
BGR,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Bulgaria,tCO2e/ha/yr,1.54,0,80,NA,NA,20
BGR,Optimal Intensity,Max extent,PD21,pathway,Bulgaria,Mha,0.2017,NA,NA,NA,NA,100
BFA,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Burkina Faso,tCO2e/ha/yr,0.91,0,80,NA,NA,20
BFA,Optimal Intensity,Max extent,PD21,pathway,Burkina Faso,Mha,6.4981,NA,NA,NA,NA,100
BDI,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Burundi,tCO2e/ha/yr,2.19,0,80,NA,NA,20
BDI,Optimal Intensity,Max extent,PD21,pathway,Burundi,Mha,0.5394,NA,NA,NA,NA,100
KHM,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Cambodia,tCO2e/ha/yr,2.55,0,80,NA,NA,20
KHM,Optimal Intensity,Max extent,PD21,pathway,Cambodia,Mha,0.6656,NA,NA,NA,NA,100
CMR,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Cameroon,tCO2e/ha/yr,1.97,0,80,NA,NA,20
CMR,Optimal Intensity,Max extent,PD21,pathway,Cameroon,Mha,3.0169,NA,NA,NA,NA,100
CAN,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Canada,tCO2e/ha/yr,0.13,0,80,NA,NA,20
CAN,Optimal Intensity,Max extent,PD21,pathway,Canada,Mha,186.143,NA,NA,NA,NA,100
CPV,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Cape Verde,tCO2e/ha/yr,0.77,0,80,NA,NA,20
CPV,Optimal Intensity,Max extent,PD21,pathway,Cape Verde,Mha,0.1809,NA,NA,NA,NA,100
CAF,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Central African Republic,tCO2e/ha/yr,0.72,0,80,NA,NA,20
CAF,Optimal Intensity,Max extent,PD21,pathway,Central African Republic,Mha,9.9188,NA,NA,NA,NA,100
TCD,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Chad,tCO2e/ha/yr,0.52,0,80,NA,NA,20
TCD,Optimal Intensity,Max extent,PD21,pathway,Chad,Mha,28.3313,NA,NA,NA,NA,100
CHL,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Chile,tCO2e/ha/yr,0.53,0,80,NA,NA,20
CHL,Optimal Intensity,Max extent,PD21,pathway,Chile,Mha,15.256,NA,NA,NA,NA,100
CHN,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,China,tCO2e/ha/yr,0.45,0,80,NA,NA,20
CHN,Optimal Intensity,Max extent,PD21,pathway,China,Mha,265.528,NA,NA,NA,NA,100
COL,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Colombia,tCO2e/ha/yr,0.47,0,80,NA,NA,20
COL,Optimal Intensity,Max extent,PD21,pathway,Colombia,Mha,20.5308,NA,NA,NA,NA,100
COM,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Comoros,tCO2e/ha/yr,1.44,0,80,NA,NA,20
COM,Optimal Intensity,Max extent,PD21,pathway,Comoros,Mha,0.0027,NA,NA,NA,NA,100
CRI,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Costa Rica,tCO2e/ha/yr,2.32,0,80,NA,NA,20
CRI,Optimal Intensity,Max extent,PD21,pathway,Costa Rica,Mha,0.0214,NA,NA,NA,NA,100
CIV,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Cote d'Ivoire,tCO2e/ha/yr,0.4,0,80,NA,NA,20
CIV,Optimal Intensity,Max extent,PD21,pathway,Cote d'Ivoire,Mha,2.7705,NA,NA,NA,NA,100
HRV,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Croatia,tCO2e/ha/yr,3.81,0,80,NA,NA,20
HRV,Optimal Intensity,Max extent,PD21,pathway,Croatia,Mha,0.3819,NA,NA,NA,NA,100
CUB,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Cuba,tCO2e/ha/yr,1.87,0,80,NA,NA,20
CUB,Optimal Intensity,Max extent,PD21,pathway,Cuba,Mha,0.6706,NA,NA,NA,NA,100
CYP,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Cyprus,tCO2e/ha/yr,1.71,0,80,NA,NA,20
CYP,Optimal Intensity,Max extent,PD21,pathway,Cyprus,Mha,0.0428,NA,NA,NA,NA,100
CZE,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Czech Republic,tCO2e/ha/yr,3.82,0,80,NA,NA,20
CZE,Optimal Intensity,Max extent,PD21,pathway,Czech Republic,Mha,0.6057,NA,NA,NA,NA,100
PRK,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Democratic People's Republic of Korea (North Korea),tCO2e/ha/yr,3.44,0,80,NA,NA,20
PRK,Optimal Intensity,Max extent,PD21,pathway,Democratic People's Republic of Korea (North Korea),Mha,0.1289,NA,NA,NA,NA,100
COD,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Democratic Republic of the Congo (DRC),tCO2e/ha/yr,0.88,0,80,NA,NA,20
COD,Optimal Intensity,Max extent,PD21,pathway,Democratic Republic of the Congo (DRC),Mha,8.2122,NA,NA,NA,NA,100
DNK,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Denmark (except Greenland),tCO2e/ha/yr,2.15,0,80,NA,NA,20
DNK,Optimal Intensity,Max extent,PD21,pathway,Denmark (except Greenland),Mha,0.2804,NA,NA,NA,NA,100
DJI,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Djibouti,tCO2e/ha/yr,0,0,80,NA,NA,20
DJI,Optimal Intensity,Max extent,PD21,pathway,Djibouti,Mha,0.0992,NA,NA,NA,NA,100
DOM,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Dominican Republic,tCO2e/ha/yr,1.31,0,80,NA,NA,20
DOM,Optimal Intensity,Max extent,PD21,pathway,Dominican Republic,Mha,0.5596,NA,NA,NA,NA,100
ECU,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Ecuador,tCO2e/ha/yr,1.33,0,80,NA,NA,20
ECU,Optimal Intensity,Max extent,PD21,pathway,Ecuador,Mha,3.7115,NA,NA,NA,NA,100
EGY,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Egypt,tCO2e/ha/yr,0.01,0,80,NA,NA,20
EGY,Optimal Intensity,Max extent,PD21,pathway,Egypt,Mha,0.0934,NA,NA,NA,NA,100
SLV,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,El Salvador,tCO2e/ha/yr,3.38,0,80,NA,NA,20
SLV,Optimal Intensity,Max extent,PD21,pathway,El Salvador,Mha,0.0227,NA,NA,NA,NA,100
GNQ,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Equatorial Guinea,tCO2e/ha/yr,0.01,0,80,NA,NA,20
GNQ,Optimal Intensity,Max extent,PD21,pathway,Equatorial Guinea,Mha,0.0008,NA,NA,NA,NA,100
ERI,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Eritrea,tCO2e/ha/yr,1.2,0,80,NA,NA,20
ERI,Optimal Intensity,Max extent,PD21,pathway,Eritrea,Mha,3.5769,NA,NA,NA,NA,100
EST,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Estonia,tCO2e/ha/yr,2.93,0,80,NA,NA,20
EST,Optimal Intensity,Max extent,PD21,pathway,Estonia,Mha,0.232,NA,NA,NA,NA,100
ETH,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Ethiopia,tCO2e/ha/yr,0.68,0,80,NA,NA,20
ETH,Optimal Intensity,Max extent,PD21,pathway,Ethiopia,Mha,53.7653,NA,NA,NA,NA,100
FLK,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Falkland Islands,tCO2e/ha/yr,0,0,80,NA,NA,20
FLK,Optimal Intensity,Max extent,PD21,pathway,Falkland Islands,Mha,0.9458,NA,NA,NA,NA,100
FRO,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Faroe Islands,tCO2e/ha/yr,0,0,80,NA,NA,20
FRO,Optimal Intensity,Max extent,PD21,pathway,Faroe Islands,Mha,0.0908,NA,NA,NA,NA,100
FJI,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Fiji,tCO2e/ha/yr,0,0,80,NA,NA,20
FJI,Optimal Intensity,Max extent,PD21,pathway,Fiji,Mha,0,NA,NA,NA,NA,100
FIN,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Finland,tCO2e/ha/yr,0.4,0,80,NA,NA,20
FIN,Optimal Intensity,Max extent,PD21,pathway,Finland,Mha,0.2743,NA,NA,NA,NA,100
FRA,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,France (except French Guiana),tCO2e/ha/yr,0.6,0,80,NA,NA,20
FRA,Optimal Intensity,Max extent,PD21,pathway,France (except French Guiana),Mha,9.3594,NA,NA,NA,NA,100
GUF,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,French Guiana (France),tCO2e/ha/yr,1.28,0,80,NA,NA,20
GUF,Optimal Intensity,Max extent,PD21,pathway,French Guiana (France),Mha,0.0108,NA,NA,NA,NA,100
PYF,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,French Polynesia,tCO2e/ha/yr,0,0,80,NA,NA,20
PYF,Optimal Intensity,Max extent,PD21,pathway,French Polynesia,Mha,0,NA,NA,NA,NA,100
GAB,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Gabon,tCO2e/ha/yr,0.43,0,80,NA,NA,20
GAB,Optimal Intensity,Max extent,PD21,pathway,Gabon,Mha,0.9062,NA,NA,NA,NA,100
GMB,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,"Gambia, The",tCO2e/ha/yr,0.14,0,80,NA,NA,20
GMB,Optimal Intensity,Max extent,PD21,pathway,"Gambia, The",Mha,0.093,NA,NA,NA,NA,100
GEO,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Georgia,tCO2e/ha/yr,0.18,0,80,NA,NA,20
GEO,Optimal Intensity,Max extent,PD21,pathway,Georgia,Mha,0.8519,NA,NA,NA,NA,100
DEU,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Germany,tCO2e/ha/yr,1.57,0,80,NA,NA,20
DEU,Optimal Intensity,Max extent,PD21,pathway,Germany,Mha,4.8651,NA,NA,NA,NA,100
GHA,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Ghana,tCO2e/ha/yr,0.36,0,80,NA,NA,20
GHA,Optimal Intensity,Max extent,PD21,pathway,Ghana,Mha,2.9973,NA,NA,NA,NA,100
GRC,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Greece,tCO2e/ha/yr,0.78,0,80,NA,NA,20
GRC,Optimal Intensity,Max extent,PD21,pathway,Greece,Mha,3.0056,NA,NA,NA,NA,100
GRL,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Greenland (Denmark),tCO2e/ha/yr,0,0,80,NA,NA,20
GRL,Optimal Intensity,Max extent,PD21,pathway,Greenland (Denmark),Mha,6.828,NA,NA,NA,NA,100
GLP,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Guadeloupe,tCO2e/ha/yr,0,0,80,NA,NA,20
GLP,Optimal Intensity,Max extent,PD21,pathway,Guadeloupe,Mha,0.0057,NA,NA,NA,NA,100
GTM,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Guatemala,tCO2e/ha/yr,3.06,0,80,NA,NA,20
GTM,Optimal Intensity,Max extent,PD21,pathway,Guatemala,Mha,0.6174,NA,NA,NA,NA,100
GIN,Optimal Intensity,Avg mitigation potential flux,PD21,pathway,Guinea,tCO2e/ha/yr,0.26,0,80,NA,NA,20
GIN,Optimal Intensity,Max extent,PD21,pathway,Guinea,Mha,2.745,NA,NA,NA,NA,100
