iso,Subvector,Metric,Model,Scenario,Region,Unit,Value 1,Value 2,Duration 2 (Years),Value 3,Duration 3 (Years),Duration 1 (Years)
MLI,Silvopasture,Max extent,PD21,pathway,Mali,Mha,10.6629,NA,NA,NA,NA,100
MTQ,Silvopasture,Avg mitigation potential flux,PD21,pathway,Martinique,tCO2e/ha/yr,0,NA,NA,NA,NA,100
MTQ,Silvopasture,Max extent,PD21,pathway,Martinique,Mha,0,NA,NA,NA,NA,100
MRT,Silvopasture,Avg mitigation potential flux,PD21,pathway,Mauritania,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
MRT,Silvopasture,Max extent,PD21,pathway,Mauritania,Mha,4.7211,NA,NA,NA,NA,100
MUS,Silvopasture,Avg mitigation potential flux,PD21,pathway,Mauritius,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
MUS,Silvopasture,Max extent,PD21,pathway,Mauritius,Mha,0.0801,NA,NA,NA,NA,100
MEX,Silvopasture,Avg mitigation potential flux,PD21,pathway,Mexico,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
MEX,Silvopasture,Max extent,PD21,pathway,Mexico,Mha,9.7428,NA,NA,NA,NA,100
MDA,Silvopasture,Avg mitigation potential flux,PD21,pathway,Moldova,tCO2e/ha/yr,0,NA,NA,NA,NA,100
MDA,Silvopasture,Max extent,PD21,pathway,Moldova,Mha,0,NA,NA,NA,NA,100
MNG,Silvopasture,Avg mitigation potential flux,PD21,pathway,Mongolia,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
MNG,Silvopasture,Max extent,PD21,pathway,Mongolia,Mha,30.686,NA,NA,NA,NA,100
MNE,Silvopasture,Avg mitigation potential flux,PD21,pathway,Montenegro,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
MNE,Silvopasture,Max extent,PD21,pathway,Montenegro,Mha,0.0136,NA,NA,NA,NA,100
MAR,Silvopasture,Avg mitigation potential flux,PD21,pathway,Morocco,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
MAR,Silvopasture,Max extent,PD21,pathway,Morocco,Mha,10.1349,NA,NA,NA,NA,100
MOZ,Silvopasture,Avg mitigation potential flux,PD21,pathway,Mozambique,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
MOZ,Silvopasture,Max extent,PD21,pathway,Mozambique,Mha,10.8213,NA,NA,NA,NA,100
MMR,Silvopasture,Avg mitigation potential flux,PD21,pathway,Myanmar,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
MMR,Silvopasture,Max extent,PD21,pathway,Myanmar,Mha,0.0629,NA,NA,NA,NA,100
NAM,Silvopasture,Avg mitigation potential flux,PD21,pathway,Namibia,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
NAM,Silvopasture,Max extent,PD21,pathway,Namibia,Mha,4.9325,NA,NA,NA,NA,100
NPL,Silvopasture,Avg mitigation potential flux,PD21,pathway,Nepal,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
NPL,Silvopasture,Max extent,PD21,pathway,Nepal,Mha,0.0469,NA,NA,NA,NA,100
NLD,Silvopasture,Avg mitigation potential flux,PD21,pathway,Netherlands,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
NLD,Silvopasture,Max extent,PD21,pathway,Netherlands,Mha,0.1269,NA,NA,NA,NA,100
NCL,Silvopasture,Avg mitigation potential flux,PD21,pathway,New Caledonia,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
NCL,Silvopasture,Max extent,PD21,pathway,New Caledonia,Mha,0.3082,NA,NA,NA,NA,100
NZL,Silvopasture,Avg mitigation potential flux,PD21,pathway,New Zealand,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
NZL,Silvopasture,Max extent,PD21,pathway,New Zealand,Mha,1.6513,NA,NA,NA,NA,100
NIC,Silvopasture,Avg mitigation potential flux,PD21,pathway,Nicaragua,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
NIC,Silvopasture,Max extent,PD21,pathway,Nicaragua,Mha,0.3173,NA,NA,NA,NA,100
NER,Silvopasture,Avg mitigation potential flux,PD21,pathway,Niger,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
NER,Silvopasture,Max extent,PD21,pathway,Niger,Mha,8.5247,NA,NA,NA,NA,100
NGA,Silvopasture,Avg mitigation potential flux,PD21,pathway,Nigeria,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
NGA,Silvopasture,Max extent,PD21,pathway,Nigeria,Mha,3.0647,NA,NA,NA,NA,100
NOR,Silvopasture,Avg mitigation potential flux,PD21,pathway,Norway,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
NOR,Silvopasture,Max extent,PD21,pathway,Norway,Mha,0.1907,NA,NA,NA,NA,100
OMN,Silvopasture,Avg mitigation potential flux,PD21,pathway,Oman,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
OMN,Silvopasture,Max extent,PD21,pathway,Oman,Mha,0.0291,NA,NA,NA,NA,100
PAK,Silvopasture,Avg mitigation potential flux,PD21,pathway,Pakistan,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
PAK,Silvopasture,Max extent,PD21,pathway,Pakistan,Mha,0.0294,NA,NA,NA,NA,100
PAN,Silvopasture,Avg mitigation potential flux,PD21,pathway,Panama,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
PAN,Silvopasture,Max extent,PD21,pathway,Panama,Mha,0.0152,NA,NA,NA,NA,100
PNG,Silvopasture,Avg mitigation potential flux,PD21,pathway,Papua New Guinea,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
PNG,Silvopasture,Max extent,PD21,pathway,Papua New Guinea,Mha,0.0811,NA,NA,NA,NA,100
PRY,Silvopasture,Avg mitigation potential flux,PD21,pathway,Paraguay,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
PRY,Silvopasture,Max extent,PD21,pathway,Paraguay,Mha,3.3468,NA,NA,NA,NA,100
PER,Silvopasture,Avg mitigation potential flux,PD21,pathway,Peru,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
PER,Silvopasture,Max extent,PD21,pathway,Peru,Mha,1.2096,NA,NA,NA,NA,100
PHL,Silvopasture,Avg mitigation potential flux,PD21,pathway,Philippines,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
PHL,Silvopasture,Max extent,PD21,pathway,Philippines,Mha,0.3041,NA,NA,NA,NA,100
POL,Silvopasture,Avg mitigation potential flux,PD21,pathway,Poland,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
POL,Silvopasture,Max extent,PD21,pathway,Poland,Mha,0.0157,NA,NA,NA,NA,100
PRT,Silvopasture,Avg mitigation potential flux,PD21,pathway,Portugal,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
PRT,Silvopasture,Max extent,PD21,pathway,Portugal,Mha,0.0395,NA,NA,NA,NA,100
PRI,Silvopasture,Avg mitigation potential flux,PD21,pathway,Puerto Rico,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
PRI,Silvopasture,Max extent,PD21,pathway,Puerto Rico,Mha,0.0113,NA,NA,NA,NA,100
QAT,Silvopasture,Avg mitigation potential flux,PD21,pathway,Qatar,tCO2e/ha/yr,0,NA,NA,NA,NA,100
QAT,Silvopasture,Max extent,PD21,pathway,Qatar,Mha,0,NA,NA,NA,NA,100
COG,Silvopasture,Avg mitigation potential flux,PD21,pathway,Republic of Congo (ROC),tCO2e/ha/yr,6.1967,0,50,NA,NA,50
COG,Silvopasture,Max extent,PD21,pathway,Republic of Congo (ROC),Mha,0.1986,NA,NA,NA,NA,100
KOR,Silvopasture,Avg mitigation potential flux,PD21,pathway,Republic of Korea (South Korea),tCO2e/ha/yr,6.1967,0,50,NA,NA,50
KOR,Silvopasture,Max extent,PD21,pathway,Republic of Korea (South Korea),Mha,0.0957,NA,NA,NA,NA,100
REU,Silvopasture,Avg mitigation potential flux,PD21,pathway,Reunion,tCO2e/ha/yr,0,NA,NA,NA,NA,100
REU,Silvopasture,Max extent,PD21,pathway,Reunion,Mha,0,NA,NA,NA,NA,100
ROU,Silvopasture,Avg mitigation potential flux,PD21,pathway,Romania,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
ROU,Silvopasture,Max extent,PD21,pathway,Romania,Mha,0.2663,NA,NA,NA,NA,100
RUS,Silvopasture,Avg mitigation potential flux,PD21,pathway,Russia,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
RUS,Silvopasture,Max extent,PD21,pathway,Russia,Mha,7.9767,NA,NA,NA,NA,100
RWA,Silvopasture,Avg mitigation potential flux,PD21,pathway,Rwanda,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
RWA,Silvopasture,Max extent,PD21,pathway,Rwanda,Mha,0.1166,NA,NA,NA,NA,100
WSM,Silvopasture,Avg mitigation potential flux,PD21,pathway,Samoa,tCO2e/ha/yr,0,NA,NA,NA,NA,100
WSM,Silvopasture,Max extent,PD21,pathway,Samoa,Mha,0,NA,NA,NA,NA,100
STP,Silvopasture,Avg mitigation potential flux,PD21,pathway,Sao Tome and Principe,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
STP,Silvopasture,Max extent,PD21,pathway,Sao Tome and Principe,Mha,0.0012,NA,NA,NA,NA,100
SAU,Silvopasture,Avg mitigation potential flux,PD21,pathway,Saudi Arabia,tCO2e/ha/yr,0,NA,NA,NA,NA,100
SAU,Silvopasture,Max extent,PD21,pathway,Saudi Arabia,Mha,0,NA,NA,NA,NA,100
SEN,Silvopasture,Avg mitigation potential flux,PD21,pathway,Senegal,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
SEN,Silvopasture,Max extent,PD21,pathway,Senegal,Mha,1.2907,NA,NA,NA,NA,100
SRB,Silvopasture,Avg mitigation potential flux,PD21,pathway,Serbia,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
SRB,Silvopasture,Max extent,PD21,pathway,Serbia,Mha,0.0218,NA,NA,NA,NA,100
SLE,Silvopasture,Avg mitigation potential flux,PD21,pathway,Sierra Leone,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
SLE,Silvopasture,Max extent,PD21,pathway,Sierra Leone,Mha,0.0375,NA,NA,NA,NA,100
SVK,Silvopasture,Avg mitigation potential flux,PD21,pathway,Slovakia,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
SVK,Silvopasture,Max extent,PD21,pathway,Slovakia,Mha,0.0058,NA,NA,NA,NA,100
SVN,Silvopasture,Avg mitigation potential flux,PD21,pathway,Slovenia,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
SVN,Silvopasture,Max extent,PD21,pathway,Slovenia,Mha,0.0106,NA,NA,NA,NA,100
SLB,Silvopasture,Avg mitigation potential flux,PD21,pathway,Solomon Islands,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
SLB,Silvopasture,Max extent,PD21,pathway,Solomon Islands,Mha,0.0138,NA,NA,NA,NA,100
SOM,Silvopasture,Avg mitigation potential flux,PD21,pathway,Somalia,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
SOM,Silvopasture,Max extent,PD21,pathway,Somalia,Mha,14.5065,NA,NA,NA,NA,100
ZAF,Silvopasture,Avg mitigation potential flux,PD21,pathway,South Africa,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
ZAF,Silvopasture,Max extent,PD21,pathway,South Africa,Mha,12.073,NA,NA,NA,NA,100
SSD,Silvopasture,Avg mitigation potential flux,PD21,pathway,South Sudan,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
SSD,Silvopasture,Max extent,PD21,pathway,South Sudan,Mha,11.7531,NA,NA,NA,NA,100
ESP,Silvopasture,Avg mitigation potential flux,PD21,pathway,Spain,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
ESP,Silvopasture,Max extent,PD21,pathway,Spain,Mha,0.6952,NA,NA,NA,NA,100
LKA,Silvopasture,Avg mitigation potential flux,PD21,pathway,Sri Lanka,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
LKA,Silvopasture,Max extent,PD21,pathway,Sri Lanka,Mha,0.0324,NA,NA,NA,NA,100
SDN,Silvopasture,Avg mitigation potential flux,PD21,pathway,Sudan,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
SDN,Silvopasture,Max extent,PD21,pathway,Sudan,Mha,29.5901,NA,NA,NA,NA,100
SUR,Silvopasture,Avg mitigation potential flux,PD21,pathway,Suriname,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
SUR,Silvopasture,Max extent,PD21,pathway,Suriname,Mha,0.0178,NA,NA,NA,NA,100
SWZ,Silvopasture,Avg mitigation potential flux,PD21,pathway,Swaziland,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
SWZ,Silvopasture,Max extent,PD21,pathway,Swaziland,Mha,0.1844,NA,NA,NA,NA,100
SWE,Silvopasture,Avg mitigation potential flux,PD21,pathway,Sweden,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
SWE,Silvopasture,Max extent,PD21,pathway,Sweden,Mha,0.1292,NA,NA,NA,NA,100
CHE,Silvopasture,Avg mitigation potential flux,PD21,pathway,Switzerland,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
CHE,Silvopasture,Max extent,PD21,pathway,Switzerland,Mha,0.2784,NA,NA,NA,NA,100
SYR,Silvopasture,Avg mitigation potential flux,PD21,pathway,Syria,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
SYR,Silvopasture,Max extent,PD21,pathway,Syria,Mha,1.2442,NA,NA,NA,NA,100
TJK,Silvopasture,Avg mitigation potential flux,PD21,pathway,Tajikistan,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
TJK,Silvopasture,Max extent,PD21,pathway,Tajikistan,Mha,0.7335,NA,NA,NA,NA,100
TZA,Silvopasture,Avg mitigation potential flux,PD21,pathway,Tanzania,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
TZA,Silvopasture,Max extent,PD21,pathway,Tanzania,Mha,7.2384,NA,NA,NA,NA,100
THA,Silvopasture,Avg mitigation potential flux,PD21,pathway,Thailand,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
THA,Silvopasture,Max extent,PD21,pathway,Thailand,Mha,0.0599,NA,NA,NA,NA,100
TLS,Silvopasture,Avg mitigation potential flux,PD21,pathway,Timor-Leste,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
TLS,Silvopasture,Max extent,PD21,pathway,Timor-Leste,Mha,0.0459,NA,NA,NA,NA,100
TGO,Silvopasture,Avg mitigation potential flux,PD21,pathway,Togo,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
TGO,Silvopasture,Max extent,PD21,pathway,Togo,Mha,0.0671,NA,NA,NA,NA,100
TTO,Silvopasture,Avg mitigation potential flux,PD21,pathway,Trinidad and Tobago,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
TTO,Silvopasture,Max extent,PD21,pathway,Trinidad and Tobago,Mha,0.0198,NA,NA,NA,NA,100
TUN,Silvopasture,Avg mitigation potential flux,PD21,pathway,Tunisia,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
TUN,Silvopasture,Max extent,PD21,pathway,Tunisia,Mha,0.6946,NA,NA,NA,NA,100
TUR,Silvopasture,Avg mitigation potential flux,PD21,pathway,Turkey,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
TUR,Silvopasture,Max extent,PD21,pathway,Turkey,Mha,3.6148,NA,NA,NA,NA,100
TKM,Silvopasture,Avg mitigation potential flux,PD21,pathway,Turkmenistan,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
TKM,Silvopasture,Max extent,PD21,pathway,Turkmenistan,Mha,0.141,NA,NA,NA,NA,100
UGA,Silvopasture,Avg mitigation potential flux,PD21,pathway,Uganda,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
UGA,Silvopasture,Max extent,PD21,pathway,Uganda,Mha,0.74,NA,NA,NA,NA,100
UKR,Silvopasture,Avg mitigation potential flux,PD21,pathway,Ukraine,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
UKR,Silvopasture,Max extent,PD21,pathway,Ukraine,Mha,0.0478,NA,NA,NA,NA,100
ARE,Silvopasture,Avg mitigation potential flux,PD21,pathway,United Arab Emirates,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
ARE,Silvopasture,Max extent,PD21,pathway,United Arab Emirates,Mha,0.0025,NA,NA,NA,NA,100
GBR,Silvopasture,Avg mitigation potential flux,PD21,pathway,United Kingdom,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
GBR,Silvopasture,Max extent,PD21,pathway,United Kingdom,Mha,1.91,NA,NA,NA,NA,100
USA,Silvopasture,Avg mitigation potential flux,PD21,pathway,United States,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
USA,Silvopasture,Max extent,PD21,pathway,United States,Mha,54.5568,NA,NA,NA,NA,100
URY,Silvopasture,Avg mitigation potential flux,PD21,pathway,Uruguay,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
URY,Silvopasture,Max extent,PD21,pathway,Uruguay,Mha,2.0543,NA,NA,NA,NA,100
UZB,Silvopasture,Avg mitigation potential flux,PD21,pathway,Uzbekistan,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
UZB,Silvopasture,Max extent,PD21,pathway,Uzbekistan,Mha,2.3809,NA,NA,NA,NA,100
VUT,Silvopasture,Avg mitigation potential flux,PD21,pathway,Vanuatu,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
VUT,Silvopasture,Max extent,PD21,pathway,Vanuatu,Mha,0.0129,NA,NA,NA,NA,100
VEN,Silvopasture,Avg mitigation potential flux,PD21,pathway,Venezuela,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
VEN,Silvopasture,Max extent,PD21,pathway,Venezuela,Mha,4.445,NA,NA,NA,NA,100
VNM,Silvopasture,Avg mitigation potential flux,PD21,pathway,Vietnam,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
VNM,Silvopasture,Max extent,PD21,pathway,Vietnam,Mha,0.1557,NA,NA,NA,NA,100
ESH,Silvopasture,Avg mitigation potential flux,PD21,pathway,Western Sahara,tCO2e/ha/yr,0,NA,NA,NA,NA,100
ESH,Silvopasture,Max extent,PD21,pathway,Western Sahara,Mha,0,NA,NA,NA,NA,100
YEM,Silvopasture,Avg mitigation potential flux,PD21,pathway,Yemen,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
YEM,Silvopasture,Max extent,PD21,pathway,Yemen,Mha,0.9383,NA,NA,NA,NA,100
ZMB,Silvopasture,Avg mitigation potential flux,PD21,pathway,Zambia,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
ZMB,Silvopasture,Max extent,PD21,pathway,Zambia,Mha,7.4298,NA,NA,NA,NA,100
ZWE,Silvopasture,Avg mitigation potential flux,PD21,pathway,Zimbabwe,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
ZWE,Silvopasture,Max extent,PD21,pathway,Zimbabwe,Mha,5.984,NA,NA,NA,NA,100
AFG,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Afghanistan,tCO2/ha/yr,5.0417,0,50,NA,NA,50
AFG,Trees in Croplands,Max extent,PD21,pathway,Afghanistan,Mha,0.0341,NA,NA,NA,NA,100
ALB,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Albania,tCO2/ha/yr,NA,0,50,NA,NA,50
ALB,Trees in Croplands,Max extent,PD21,pathway,Albania,Mha,0.4748,NA,NA,NA,NA,100
DZA,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Algeria,tCO2/ha/yr,5.0417,0,50,NA,NA,50
DZA,Trees in Croplands,Max extent,PD21,pathway,Algeria,Mha,5.6177,NA,NA,NA,NA,100
AGO,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Angola,tCO2/ha/yr,5.0417,0,50,NA,NA,50
AGO,Trees in Croplands,Max extent,PD21,pathway,Angola,Mha,1.5474,NA,NA,NA,NA,100
ARG,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Argentina,tCO2/ha/yr,5.0417,0,50,NA,NA,50
ARG,Trees in Croplands,Max extent,PD21,pathway,Argentina,Mha,43.4497,NA,NA,NA,NA,100
ARM,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Armenia,tCO2/ha/yr,5.0417,0,50,NA,NA,50
ARM,Trees in Croplands,Max extent,PD21,pathway,Armenia,Mha,1.0631,NA,NA,NA,NA,100
AUS,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Australia,tCO2/ha/yr,5.0417,0,50,NA,NA,50
AUS,Trees in Croplands,Max extent,PD21,pathway,Australia,Mha,48.1987,NA,NA,NA,NA,100
AUT,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Austria,tCO2/ha/yr,5.0417,0,50,NA,NA,50
AUT,Trees in Croplands,Max extent,PD21,pathway,Austria,Mha,1.7112,NA,NA,NA,NA,100
AZE,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Azerbaijan,tCO2/ha/yr,5.0417,0,50,NA,NA,50
AZE,Trees in Croplands,Max extent,PD21,pathway,Azerbaijan,Mha,0.8298,NA,NA,NA,NA,100
BHS,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Bahamas,tCO2/ha/yr,5.0417,0,50,NA,NA,50
BHS,Trees in Croplands,Max extent,PD21,pathway,Bahamas,Mha,0.0024,NA,NA,NA,NA,100
BGD,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Bangladesh,tCO2/ha/yr,5.0417,0,50,NA,NA,50
BGD,Trees in Croplands,Max extent,PD21,pathway,Bangladesh,Mha,5.659,NA,NA,NA,NA,100
BLR,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Belarus,tCO2/ha/yr,5.0417,0,50,NA,NA,50
BLR,Trees in Croplands,Max extent,PD21,pathway,Belarus,Mha,7.1191,NA,NA,NA,NA,100
BEL,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Belgium,tCO2/ha/yr,5.0417,0,50,NA,NA,50
BEL,Trees in Croplands,Max extent,PD21,pathway,Belgium,Mha,1.0941,NA,NA,NA,NA,100
BLZ,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Belize,tCO2/ha/yr,5.0417,0,50,NA,NA,50
BLZ,Trees in Croplands,Max extent,PD21,pathway,Belize,Mha,0.0817,NA,NA,NA,NA,100
BEN,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Benin,tCO2/ha/yr,5.0417,0,50,NA,NA,50
BEN,Trees in Croplands,Max extent,PD21,pathway,Benin,Mha,0.8352,NA,NA,NA,NA,100
BTN,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Bhutan,tCO2/ha/yr,5.0417,0,50,NA,NA,50
BTN,Trees in Croplands,Max extent,PD21,pathway,Bhutan,Mha,0.0299,NA,NA,NA,NA,100
BOL,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Bolivia,tCO2/ha/yr,5.0417,0,50,NA,NA,50
BOL,Trees in Croplands,Max extent,PD21,pathway,Bolivia,Mha,1.6545,NA,NA,NA,NA,100
BIH,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Bosnia and Herzegovina,tCO2/ha/yr,5.0417,0,50,NA,NA,50
BIH,Trees in Croplands,Max extent,PD21,pathway,Bosnia and Herzegovina,Mha,1.057,NA,NA,NA,NA,100
BWA,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Botswana,tCO2/ha/yr,5.0417,0,50,NA,NA,50
BWA,Trees in Croplands,Max extent,PD21,pathway,Botswana,Mha,0.81,NA,NA,NA,NA,100
BRA,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Brazil,tCO2/ha/yr,5.0417,0,50,NA,NA,50
BRA,Trees in Croplands,Max extent,PD21,pathway,Brazil,Mha,98.6585,NA,NA,NA,NA,100
BRN,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Brunei Darussalam,tCO2/ha/yr,5.0417,0,50,NA,NA,50
BRN,Trees in Croplands,Max extent,PD21,pathway,Brunei Darussalam,Mha,0.0113,NA,NA,NA,NA,100
BGR,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Bulgaria,tCO2/ha/yr,5.0417,0,50,NA,NA,50
BGR,Trees in Croplands,Max extent,PD21,pathway,Bulgaria,Mha,4.0195,NA,NA,NA,NA,100
BFA,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Burkina Faso,tCO2/ha/yr,5.0417,0,50,NA,NA,50
BFA,Trees in Croplands,Max extent,PD21,pathway,Burkina Faso,Mha,4.0502,NA,NA,NA,NA,100
BDI,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Burundi,tCO2/ha/yr,5.0417,0,50,NA,NA,50
BDI,Trees in Croplands,Max extent,PD21,pathway,Burundi,Mha,0.0311,NA,NA,NA,NA,100
KHM,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Cambodia,tCO2/ha/yr,5.0417,0,50,NA,NA,50
KHM,Trees in Croplands,Max extent,PD21,pathway,Cambodia,Mha,4.1689,NA,NA,NA,NA,100
CMR,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Cameroon,tCO2/ha/yr,5.0417,0,50,NA,NA,50
CMR,Trees in Croplands,Max extent,PD21,pathway,Cameroon,Mha,2.0104,NA,NA,NA,NA,100
CAN,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Canada,tCO2/ha/yr,5.0417,0,50,NA,NA,50
CAN,Trees in Croplands,Max extent,PD21,pathway,Canada,Mha,29.1487,NA,NA,NA,NA,100
CPV,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Cape Verde,tCO2/ha/yr,5.0417,0,50,NA,NA,50
CPV,Trees in Croplands,Max extent,PD21,pathway,Cape Verde,Mha,0,NA,NA,NA,NA,100
CAF,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Central African Republic,tCO2/ha/yr,5.0417,0,50,NA,NA,50
CAF,Trees in Croplands,Max extent,PD21,pathway,Central African Republic,Mha,0.0418,NA,NA,NA,NA,100
TCD,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Chad,tCO2/ha/yr,5.0417,0,50,NA,NA,50
TCD,Trees in Croplands,Max extent,PD21,pathway,Chad,Mha,2.7512,NA,NA,NA,NA,100
CHL,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Chile,tCO2/ha/yr,5.0417,0,50,NA,NA,50
CHL,Trees in Croplands,Max extent,PD21,pathway,Chile,Mha,2.7195,NA,NA,NA,NA,100
CHN,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,China,tCO2/ha/yr,5.0417,0,50,NA,NA,50
CHN,Trees in Croplands,Max extent,PD21,pathway,China,Mha,103.2526,NA,NA,NA,NA,100
COL,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Colombia,tCO2/ha/yr,5.0417,0,50,NA,NA,50
COL,Trees in Croplands,Max extent,PD21,pathway,Colombia,Mha,3.4451,NA,NA,NA,NA,100
COM,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Comoros,tCO2/ha/yr,5.0417,0,50,NA,NA,50
COM,Trees in Croplands,Max extent,PD21,pathway,Comoros,Mha,0,NA,NA,NA,NA,100
CRI,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Costa Rica,tCO2/ha/yr,5.0417,0,50,NA,NA,50
CRI,Trees in Croplands,Max extent,PD21,pathway,Costa Rica,Mha,0.478,NA,NA,NA,NA,100
CIV,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Cote d'Ivoire,tCO2/ha/yr,5.0417,0,50,NA,NA,50
CIV,Trees in Croplands,Max extent,PD21,pathway,Cote d'Ivoire,Mha,0.3693,NA,NA,NA,NA,100
HRV,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Croatia,tCO2/ha/yr,5.0417,0,50,NA,NA,50
HRV,Trees in Croplands,Max extent,PD21,pathway,Croatia,Mha,1.4662,NA,NA,NA,NA,100
