Product,Flow,Sector,Subsector,EIA Product,WWS EF Product,WWS Upstream Product,WWS Addtl Efficiency,Low Temp Heat,Hight Temp Heat,Electricity,Hydrogen,Flexible,Non-Energy Use
COALTAR,CHEMICAL,Industrial,,Coal,na,N,na,y,y,n,n,n,n
COKCOAL,CHEMICAL,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
COKEOVGS,CHEMICAL,Industrial,,Coal,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
COMRENEW,CHEMICAL,Industrial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
CRNGFEED,CHEMICAL,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
CRUDEOIL,CHEMICAL,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
ELECTR,CHEMICAL,Industrial,,Electricity,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
ETHANE,CHEMICAL,Industrial,,Natural gas,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
GASWKSGS,CHEMICAL,Industrial,,Natural gas,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
GEOTHERM,CHEMICAL,Industrial,,Renewables,electricity ef ratio,N,electricity addtl eff,y,y,n,n,n,n
HEAT,CHEMICAL,Industrial,Low Temperature,Natural gas,heat ef ratio,N,heat addtl eff,y,y,n,n,n,n
HEAT,CHEMICAL,Industrial,High Temperature,Natural gas,heat ef ratio,N,heat addtl eff,y,y,n,n,n,n
INDWASTE,CHEMICAL,Industrial,,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
LIGNITE,CHEMICAL,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
LPG,CHEMICAL,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
LUBRIC,CHEMICAL,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
MRENEW,CHEMICAL,Industrial,,Renewables,renewables ef ratio,N,renewables addtl eff,y,y,n,n,n,n
MTOTOIL,CHEMICAL,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
MTOTOTHER,CHEMICAL,Industrial,,Total,na,N,na,y,y,n,n,n,n
MTOTSOLID,CHEMICAL,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
MUNWASTEN,CHEMICAL,Industrial,,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
MUNWASTER,CHEMICAL,Industrial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
NAPHTHA,CHEMICAL,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
NATGAS,CHEMICAL,Industrial,,Natural gas,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
NGL,CHEMICAL,Industrial,,Natural gas,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
NONBIODIES,CHEMICAL,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
NONBIOGASO,CHEMICAL,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
NONBIOJETK,CHEMICAL,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
OBIOLIQ,CHEMICAL,Industrial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
OGASES,CHEMICAL,Industrial,,Coal,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
OILSHALE,CHEMICAL,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
ONONSPEC,CHEMICAL,Industrial,,Total,na,N,na,y,y,n,n,n,n
OTHKERO,CHEMICAL,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
OVENCOKE,CHEMICAL,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
PATFUEL,CHEMICAL,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PEAT,CHEMICAL,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PEATPROD,CHEMICAL,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PETCOKE,CHEMICAL,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PRIMSBIO,CHEMICAL,Industrial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
REFINGAS,CHEMICAL,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
RESFUEL,CHEMICAL,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
SOLARTH,CHEMICAL,Industrial,,Renewables,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
SOLWIND,CHEMICAL,Industrial,,Renewables,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
SUBCOAL,CHEMICAL,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
TOTAL,CHEMICAL,Industrial,,Total,na,N,na,y,y,n,n,n,n
TOTPRODS,CHEMICAL,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
WHITESP,CHEMICAL,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
ANTCOAL,COMMPUB,Commercial,,Coal,coal ef ratio,N,coal addtl eff,n,n,n,n,y,n
AVGAS,COMMPUB,Commercial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,n,n,y,n
BIODIESEL,COMMPUB,Commercial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,n,n,n,y,n
BIOGASES,COMMPUB,Commercial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,n,n,n,y,n
BIOGASOL,COMMPUB,Commercial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,n,n,n,y,n
BITCOAL,COMMPUB,Commercial,,Coal,coal ef ratio,N,coal addtl eff,n,n,n,n,y,n
BITUMEN,COMMPUB,Commercial,,Coal,na,N,na,n,n,n,n,n,y
BKB,COMMPUB,Commercial,,Coal,coal ef ratio,N,coal addtl eff,n,n,n,n,y,n
CHARCOAL,COMMPUB,Commercial,,Renewables,renewables ef ratio,N,renewables addtl eff,n,n,n,n,y,n
COAL,COMMPUB,Commercial,,Coal,coal ef ratio,N,coal addtl eff,n,n,n,n,y,n
COALTAR,COMMPUB,Commercial,,Coal,na,N,na,n,n,n,n,n,y
COKCOAL,COMMPUB,Commercial,,Coal,coal ef ratio,N,coal addtl eff,n,n,n,n,y,n
COKEOVGS,COMMPUB,Commercial,,Coal,natural gas ef ratio,N,natural gas addtl eff,n,n,n,n,y,n
COMRENEW,COMMPUB,Commercial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,n,n,n,y,n
CRNGFEED,COMMPUB,Commercial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,n,n,y,n
CRUDEOIL,COMMPUB,Commercial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,n,n,y,n
ELECTR,COMMPUB,Commercial,,Electricity,electricity ef ratio,N,electricity addtl eff,n,n,y,n,y,n
GASCOKE,COMMPUB,Commercial,,Coal,wws heat ef ratio,N,wws heat addtl eff,n,n,n,n,y,n
GASWKSGS,COMMPUB,Commercial,,Natural gas,wws heat ef ratio,N,wws heat addtl eff,n,n,n,n,y,n
GEOTHERM,COMMPUB,Commercial,,Renewables,renewables ef ratio,N,renewables addtl eff,n,n,n,n,y,n
HEAT,COMMPUB,Commercial,Low Temperature,Natural gas,heat ef ratio,N,heat addtl eff,n,n,n,n,y,n
HEAT,COMMPUB,Commercial,High Temperature,Natural gas,heat ef ratio,N,heat addtl eff,n,n,n,n,y,n
INDWASTE,COMMPUB,Commercial,,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,n,n,n,y,n
JETGAS,COMMPUB,Commercial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,n,n,n,n
LIGNITE,COMMPUB,Commercial,,Coal,coal ef ratio,N,coal addtl eff,n,n,n,n,y,n
LPG,COMMPUB,Commercial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,n,n,y,n
LUBRIC,COMMPUB,Commercial,,Liquid fuels,na,N,na,n,n,n,n,n,y
MRENEW,COMMPUB,Commercial,,Renewables,renewables ef ratio,N,renewables addtl eff,n,n,n,n,y,n
MTOTOIL,COMMPUB,Commercial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,n,n,y,n
MTOTOTHER,COMMPUB,Commercial,,Total,na,N,na,n,n,n,n,y,n
MTOTSOLID,COMMPUB,Commercial,,Coal,coal ef ratio,N,coal addtl eff,n,n,n,n,y,n
MUNWASTEN,COMMPUB,Commercial,,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,n,n,n,y,n
MUNWASTER,COMMPUB,Commercial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,n,n,n,y,n
NAPHTHA,COMMPUB,Commercial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,n,n,y,n
NATGAS,COMMPUB,Commercial,,Natural gas,natural gas ef ratio,N,natural gas addtl eff,n,n,n,n,y,n
NGL,COMMPUB,Commercial,,Natural gas,natural gas ef ratio,N,natural gas addtl eff,n,n,n,n,y,n
NONBIODIES,COMMPUB,Commercial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,n,n,y,n
NONBIOGASO,COMMPUB,Commercial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,n,n,y,n
NONBIOJETK,COMMPUB,Commercial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,n,n,y,n
OBIOLIQ,COMMPUB,Commercial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,n,n,n,y,n
ONONSPEC,COMMPUB,Commercial,,Total,na,N,na,n,n,n,n,y,n
OTHKERO,COMMPUB,Commercial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,n,n,n,n
OVENCOKE,COMMPUB,Commercial,,Coal,coal ef ratio,N,coal addtl eff,n,n,n,n,n,n
PATFUEL,COMMPUB,Commercial,,Coal,coal ef ratio,N,coal addtl eff,n,n,n,n,y,n
PEAT,COMMPUB,Commercial,,Coal,coal ef ratio,N,coal addtl eff,n,n,n,n,y,n
PEATPROD,COMMPUB,Commercial,,Coal,coal ef ratio,N,coal addtl eff,n,n,n,n,y,n
PETCOKE,COMMPUB,Commercial,,Coal,coal ef ratio,N,coal addtl eff,n,n,n,n,y,n
PRIMSBIO,COMMPUB,Commercial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,n,n,n,y,n
REFINGAS,COMMPUB,Commercial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,n,n,y,n
RESFUEL,COMMPUB,Commercial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,n,n,y,n
SOLARTH,COMMPUB,Commercial,,Renewables,wws heat ef ratio,N,wws heat addtl eff,n,n,n,n,y,n
SOLWIND,COMMPUB,Commercial,,Renewables,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
SUBCOAL,COMMPUB,Commercial,,Coal,coal ef ratio,N,coal addtl eff,n,n,n,n,n,n
TOTAL,COMMPUB,Commercial,,Total,na,N,na,n,n,n,n,n,n
TOTPRODS,COMMPUB,Commercial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,n,n,n,n
WHITESP,COMMPUB,Commercial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,n,n,n,n
ANTCOAL,CONSTRUC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
AVGAS,CONSTRUC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
BIODIESEL,CONSTRUC,Industrial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
BIOGASES,CONSTRUC,Industrial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
BIOGASOL,CONSTRUC,Industrial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
BITCOAL,CONSTRUC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
BITUMEN,CONSTRUC,Industrial,,Coal,na,N,na,n,n,n,n,n,y
BKB,CONSTRUC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
BLFURGS,CONSTRUC,Industrial,,Coal,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
COAL,CONSTRUC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
COALTAR,CONSTRUC,Industrial,,Coal,na,N,na,n,n,n,n,n,y
COKCOAL,CONSTRUC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
COKEOVGS,CONSTRUC,Industrial,,Coal,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
COMRENEW,CONSTRUC,Industrial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
CRNGFEED,CONSTRUC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
CRUDEOIL,CONSTRUC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
ELECTR,CONSTRUC,Industrial,,Electricity,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
GASWKSGS,CONSTRUC,Industrial,,Natural gas,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
GEOTHERM,CONSTRUC,Industrial,,Renewables,renewables ef ratio,N,renewables addtl eff,y,y,n,n,n,n
HEAT,CONSTRUC,Industrial,Low Temperature,Natural gas,heat ef ratio,N,heat addtl eff,y,y,n,n,n,n
HEAT,CONSTRUC,Industrial,High Temperature,Natural gas,heat ef ratio,N,heat addtl eff,y,y,n,n,n,n
INDWASTE,CONSTRUC,Industrial,,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
LIGNITE,CONSTRUC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
LPG,CONSTRUC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
LUBRIC,CONSTRUC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
MRENEW,CONSTRUC,Industrial,,Renewables,renewables ef ratio,N,renewables addtl eff,y,y,n,n,n,n
MTOTOIL,CONSTRUC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
MTOTOTHER,CONSTRUC,Industrial,,Total,na,N,na,y,y,n,n,n,n
MTOTSOLID,CONSTRUC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
MUNWASTEN,CONSTRUC,Industrial,,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
MUNWASTER,CONSTRUC,Industrial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
NATGAS,CONSTRUC,Industrial,,Natural gas,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
NONBIODIES,CONSTRUC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
NONBIOGASO,CONSTRUC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
NONBIOJETK,CONSTRUC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
OBIOLIQ,CONSTRUC,Industrial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
ONONSPEC,CONSTRUC,Industrial,,Total,na,N,na,y,y,n,n,n,n
OTHKERO,CONSTRUC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
OVENCOKE,CONSTRUC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
PATFUEL,CONSTRUC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PEAT,CONSTRUC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PEATPROD,CONSTRUC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PETCOKE,CONSTRUC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PRIMSBIO,CONSTRUC,Industrial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
REFINGAS,CONSTRUC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
RESFUEL,CONSTRUC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
SOLARTH,CONSTRUC,Industrial,,Renewables,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
SOLWIND,CONSTRUC,Industrial,,Renewables,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
SUBCOAL,CONSTRUC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
TOTAL,CONSTRUC,Industrial,,Total,na,N,na,y,y,n,n,n,n
TOTPRODS,CONSTRUC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
WHITESP,CONSTRUC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
ANTCOAL,DISTLOSS,Industrial,na,Coal,coal ef ratio,Y,na,n,n,n,n,n,y
AVGAS,DISTLOSS,Transportation,na,Liquid fuels,oil ef ratio,Y,na,n,n,n,n,n,y
BIODIESEL,DISTLOSS,Transportation,na,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,n,n,n,n,y
BIOGASES,DISTLOSS,Transportation,na,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,n,n,n,n,y
BIOGASOL,DISTLOSS,Transportation,na,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,n,n,n,n,y
BITCOAL,DISTLOSS,Industrial,na,Coal,coal ef ratio,Y,na,n,n,n,n,n,y
BITUMEN,DISTLOSS,Industrial,na,Coal,na,N,na,n,n,n,n,n,y
BKB,DISTLOSS,Industrial,na,Coal,coal ef ratio,Y,na,n,n,n,n,n,y
BLFURGS,DISTLOSS,Industrial,na,Coal,natural gas ef ratio,Y,na,n,n,n,n,n,y
CHARCOAL,DISTLOSS,Industrial,na,Renewables,renewables ef ratio,N,renewables addtl eff,n,n,n,n,n,y
COAL,DISTLOSS,Industrial,na,Coal,coal ef ratio,Y,na,n,n,n,n,n,y
COKCOAL,DISTLOSS,Industrial,na,Coal,coal ef ratio,Y,na,n,n,n,n,n,y
COKEOVGS,DISTLOSS,Industrial,na,Coal,natural gas ef ratio,Y,na,n,n,n,n,n,y
COMRENEW,DISTLOSS,Industrial,na,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,n,n,n,n,y
CRNGFEED,DISTLOSS,Industrial,na,Liquid fuels,oil ef ratio,Y,na,n,n,n,n,n,y
CRUDEOIL,DISTLOSS,Industrial,na,Liquid fuels,oil ef ratio,Y,na,n,n,n,n,n,y
ELECTR,DISTLOSS,Electric Power,na,Total,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
GASWKSGS,DISTLOSS,Industrial,na,Natural gas,wws heat ef ratio,Y,na,n,n,n,n,n,y
GEOTHERM,DISTLOSS,Industrial,na,Renewables,renewables ef ratio,N,renewables addtl eff,n,n,n,n,n,y
HEAT,DISTLOSS,Industrial,Low Temperature,Natural gas,heat ef ratio,N,heat addtl eff,n,n,n,n,n,y
HEAT,DISTLOSS,Industrial,High Temperature,Natural gas,heat ef ratio,N,heat addtl eff,n,n,n,n,n,y
INDWASTE,DISTLOSS,Industrial,na,Total,biofuels_waste ef ratio,Y,na,n,n,n,n,n,y
LIGNITE,DISTLOSS,Industrial,na,Coal,coal ef ratio,Y,na,n,n,n,n,n,y
LPG,DISTLOSS,Industrial,na,Liquid fuels,oil ef ratio,Y,na,n,n,n,n,n,y
LUBRIC,DISTLOSS,Industrial,na,Liquid fuels,na,N,na,n,n,n,n,n,y
MRENEW,DISTLOSS,Industrial,na,Renewables,renewables ef ratio,N,renewables addtl eff,n,n,n,n,n,y
MTOTOIL,DISTLOSS,Industrial,na,Liquid fuels,oil ef ratio,Y,na,n,n,n,n,n,y
MTOTOTHER,DISTLOSS,Industrial,na,Total,na,Y,na,n,n,n,n,n,y
MTOTSOLID,DISTLOSS,Industrial,na,Coal,coal ef ratio,Y,na,n,n,n,n,n,y
MUNWASTEN,DISTLOSS,Industrial,na,Total,biofuels_waste ef ratio,Y,na,n,n,n,n,n,y
MUNWASTER,DISTLOSS,Industrial,na,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,n,n,n,n,y
NAPHTHA,DISTLOSS,Industrial,na,Liquid fuels,oil ef ratio,Y,na,n,n,n,n,n,y
NATGAS,DISTLOSS,Industrial,na,Natural gas,natural gas ef ratio,Y,na,n,n,n,n,n,y
NGL,DISTLOSS,Industrial,na,Natural gas,natural gas ef ratio,Y,na,n,n,n,n,n,y
NONBIODIES,DISTLOSS,Industrial,na,Liquid fuels,electricity ef ratio,Y,na,n,n,n,n,n,y
NONBIOGASO,DISTLOSS,Transportation,na,Liquid fuels,oil ef ratio,Y,na,n,n,n,n,n,y
NONBIOJETK,DISTLOSS,Transportation,na,Liquid fuels,oil ef ratio,Y,na,n,n,n,n,n,y
NONCRUDE,DISTLOSS,Industrial,Hydrogen,Liquid fuels,oil ef ratio,Y,oil addtl eff,n,n,n,n,n,y
NONCRUDE,DISTLOSS,Industrial,Non-Hydrogen,Liquid fuels,oil ef ratio,Y,oil addtl eff,n,n,n,n,n,y
OGASES,DISTLOSS,Industrial,na,Coal,natural gas ef ratio,Y,na,n,n,n,n,n,y
OILSHALE,DISTLOSS,Industrial,na,Coal,coal ef ratio,Y,na,n,n,n,n,n,y
ONONSPEC,DISTLOSS,Industrial,na,Total,na,N,na,n,n,n,n,n,y
OTHKERO,DISTLOSS,Industrial,na,Liquid fuels,oil ef ratio,Y,na,y,y,n,n,n,n
OVENCOKE,DISTLOSS,Industrial,na,Coal,coal ef ratio,Y,na,n,y,n,n,n,n
PARWAX,DISTLOSS,Industrial,na,Liquid fuels,na,N,na,n,n,n,n,n,y
PATFUEL,DISTLOSS,Industrial,na,Coal,coal ef ratio,Y,na,n,n,n,n,n,y
PEAT,DISTLOSS,Industrial,na,Coal,coal ef ratio,Y,na,n,n,n,n,n,y
PEATPROD,DISTLOSS,Industrial,na,Coal,coal ef ratio,Y,na,n,n,n,n,n,y
PETCOKE,DISTLOSS,Industrial,na,Coal,coal ef ratio,Y,na,n,n,n,n,n,y
PRIMSBIO,DISTLOSS,Industrial,na,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,n,n,n,n,y
REFINGAS,DISTLOSS,Industrial,na,Natural gas,natural gas ef ratio,Y,na,n,n,n,n,n,y
RESFUEL,DISTLOSS,Industrial,na,Liquid fuels,oil ef ratio,Y,na,n,n,n,n,n,y
SOLARTH,DISTLOSS,Industrial,na,Renewables,wws heat ef ratio,N,wws heat addtl eff,n,n,n,n,n,y
SOLWIND,DISTLOSS,Industrial,na,Renewables,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
SUBCOAL,DISTLOSS,Industrial,na,Coal,coal ef ratio,Y,na,n,n,n,n,n,y
TOTAL,DISTLOSS,Industrial,na,Total,na,N,na,n,n,n,n,n,y
TOTPRODS,DISTLOSS,Industrial,na,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,n,n,n,y
WHITESP,DISTLOSS,Industrial,na,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,n,n,n,y
AVGAS,DOMESAIR,Transportation,Light,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
AVGAS,DOMESAIR,Transportation,Heavy,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,n,y,n,y,n,n
JETGAS,DOMESAIR,Transportation,Light,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
JETGAS,DOMESAIR,Transportation,Heavy,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,n,y,n,y,n,n
LPG,DOMESAIR,Transportation,Light,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
LPG,DOMESAIR,Transportation,Heavy,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,n,y,n,y,n,n
MTOTOIL,DOMESAIR,Transportation,Light,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
MTOTOIL,DOMESAIR,Transportation,Heavy,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,n,y,n,y,n,n
NONBIODIES,DOMESAIR,Transportation,Light,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
NONBIODIES,DOMESAIR,Transportation,Heavy,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,n,y,n,y,n,n
NONBIOGASO,DOMESAIR,Transportation,Light,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
NONBIOGASO,DOMESAIR,Transportation,Heavy,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,n,y,n,y,n,n
NONBIOJETK,DOMESAIR,Transportation,Light,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
NONBIOJETK,DOMESAIR,Transportation,Heavy,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,n,y,n,y,n,n
ONONSPEC,DOMESAIR,Transportation,Light,Total,na,N,na,n,y,n,n,y,n
ONONSPEC,DOMESAIR,Transportation,Heavy,Total,na,N,na,n,y,n,n,y,n
OTHKERO,DOMESAIR,Transportation,Light,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
OTHKERO,DOMESAIR,Transportation,Heavy,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,y,y,n,y,n,n
RESFUEL,DOMESAIR,Transportation,Light,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
RESFUEL,DOMESAIR,Transportation,Heavy,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,n,y,n,y,n,n
TOTAL,DOMESAIR,Transportation,Light,Total,na,N,na,n,n,n,n,n,y
TOTAL,DOMESAIR,Transportation,Heavy,Total,na,N,na,n,n,n,n,n,y
TOTPRODS,DOMESAIR,Transportation,Light,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
TOTPRODS,DOMESAIR,Transportation,Heavy,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,n,y,n,y,n,n
BIODIESEL,DOMESNAV,Transportation,na,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,y,n,n,n,n
BIOGASOL,DOMESNAV,Transportation,na,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,y,n,n,n,n
BITCOAL,DOMESNAV,Transportation,na,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
COAL,DOMESNAV,Transportation,na,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
COKCOAL,DOMESNAV,Transportation,na,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
