Product,Flow,Sector,Subsector,EIA Product,WWS EF Product,WWS Upstream Product,WWS Addtl Efficiency,Low Temp Heat,Hight Temp Heat,Electricity,Hydrogen,Flexible,Non-Energy Use
NONBIOGASO,ROAD,Transportation,Light,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
NONBIOGASO,ROAD,Transportation,Heavy,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,n,y,n,y,n,n
NONBIOGASO,ROAD,Transportation,Medium,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
NONBIOJETK,ROAD,Transportation,Two- and three-wheeled,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
NONBIOJETK,ROAD,Transportation,Light,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
NONBIOJETK,ROAD,Transportation,Heavy,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,n,y,n,y,n,n
NONBIOJETK,ROAD,Transportation,Medium,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
OBIOLIQ,ROAD,Transportation,Two- and three-wheeled,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,y,n,n,n,n
OBIOLIQ,ROAD,Transportation,Light,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,y,n,n,n,n
OBIOLIQ,ROAD,Transportation,Heavy,Liquid fuels,hydrogen ef ratio,N,biofuels_waste addtl eff,n,y,n,y,n,n
OBIOLIQ,ROAD,Transportation,Medium,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,y,n,n,n,n
ONONSPEC,ROAD,Transportation,Two- and three-wheeled,Total,na,N,na,n,y,n,n,y,n
ONONSPEC,ROAD,Transportation,Light,Total,na,N,na,n,y,n,n,y,n
ONONSPEC,ROAD,Transportation,Heavy,Total,na,N,na,n,y,n,n,y,n
ONONSPEC,ROAD,Transportation,Medium,Total,na,N,na,n,y,n,n,y,n
OTHKERO,ROAD,Transportation,Two- and three-wheeled,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
OTHKERO,ROAD,Transportation,Light,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
OTHKERO,ROAD,Transportation,Heavy,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,y,y,n,y,n,n
OTHKERO,ROAD,Transportation,Medium,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
REFINGAS,ROAD,Transportation,Two- and three-wheeled,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
REFINGAS,ROAD,Transportation,Light,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
REFINGAS,ROAD,Transportation,Heavy,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,n,y,n,y,n,n
REFINGAS,ROAD,Transportation,Medium,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
RESFUEL,ROAD,Transportation,Two- and three-wheeled,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
RESFUEL,ROAD,Transportation,Light,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
RESFUEL,ROAD,Transportation,Heavy,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,n,y,n,y,n,n
RESFUEL,ROAD,Transportation,Medium,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
TOTAL,ROAD,Transportation,Two- and three-wheeled,Total,na,N,na,n,n,n,n,n,y
TOTAL,ROAD,Transportation,Light,Total,na,N,na,n,n,n,n,n,y
TOTAL,ROAD,Transportation,Heavy,Total,na,N,na,n,n,n,n,n,y
TOTAL,ROAD,Transportation,Medium,Total,na,N,na,n,n,n,n,n,y
TOTPRODS,ROAD,Transportation,Two- and three-wheeled,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
TOTPRODS,ROAD,Transportation,Light,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
TOTPRODS,ROAD,Transportation,Heavy,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,n,y,n,y,n,n
TOTPRODS,ROAD,Transportation,Medium,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
WHITESP,ROAD,Transportation,Two- and three-wheeled,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
WHITESP,ROAD,Transportation,Light,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
WHITESP,ROAD,Transportation,Heavy,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,n,y,n,y,n,n
WHITESP,ROAD,Transportation,Medium,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
ADDITIVE,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
ANTCOAL,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
AVGAS,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
BIODIESEL,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
BIOGASES,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
BIOGASOL,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
BITCOAL,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
BITUMEN,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
BKB,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
BLFURGS,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
CHARCOAL,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
COAL,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
COALTAR,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
COKCOAL,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
COKEOVGS,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
COMRENEW,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
CRNGFEED,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
CRUDEOIL,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
ELECTR,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
ETHANE,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
GASCOKE,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
GASWKSGS,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
GEOTHERM,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
HEAT,STATDIFF,Total energy consumption,Low Temperature,Total,na,N,na,n,n,n,n,n,n
HEAT,STATDIFF,Total energy consumption,High Temperature,Total,na,N,na,n,n,n,n,n,n
INDWASTE,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
JETGAS,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
LIGNITE,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
LPG,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
LUBRIC,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
MRENEW,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
MTOTOIL,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
MTOTOTHER,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
MTOTSOLID,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
MUNWASTEN,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
MUNWASTER,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
NAPHTHA,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
NATGAS,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
NGL,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
NONBIODIES,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
NONBIOGASO,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
NONBIOJETK,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
NONCRUDE,STATDIFF,Total energy consumption,Hydrogen,Total,na,N,na,n,n,n,n,n,n
NONCRUDE,STATDIFF,Total energy consumption,Non-Hydrogen,Total,na,N,na,n,n,n,n,n,n
OBIOLIQ,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
OGASES,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
OILSHALE,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
ONONSPEC,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
OTHKERO,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
OVENCOKE,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
PARWAX,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
PATFUEL,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
PEAT,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
PEATPROD,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
PETCOKE,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
PRIMSBIO,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
REFFEEDS,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
REFINGAS,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
RESFUEL,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
SOLARTH,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
SOLWIND,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
SUBCOAL,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
TOTAL,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
TOTPRODS,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
WHITESP,STATDIFF,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
ADDITIVE,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
ANTCOAL,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
AVGAS,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
BIODIESEL,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
BIOGASES,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
BIOGASOL,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
BITCOAL,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
BITUMEN,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
BKB,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
CHARCOAL,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
COAL,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
COALTAR,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
COKCOAL,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
COKEOVGS,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
COMRENEW,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
CRNGFEED,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
CRUDEOIL,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
ETHANE,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
GASCOKE,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
GASWKSGS,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
INDWASTE,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
JETGAS,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
LIGNITE,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
LPG,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
LUBRIC,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
MRENEW,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
MTOTOIL,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
MTOTSOLID,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
MUNWASTEN,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
MUNWASTER,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
NAPHTHA,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
NATGAS,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
NGL,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
NONBIODIES,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
NONBIOGASO,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
NONBIOJETK,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
NONCRUDE,STOCKCHA,Total energy consumption,Hydrogen,Total,na,N,na,n,n,n,n,n,n
NONCRUDE,STOCKCHA,Total energy consumption,Non-Hydrogen,Total,na,N,na,n,n,n,n,n,n
OBIOLIQ,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
OILSHALE,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
ONONSPEC,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
OTHKERO,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
OVENCOKE,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
PARWAX,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
PATFUEL,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
PEAT,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
PEATPROD,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
PETCOKE,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
PRIMSBIO,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
REFFEEDS,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
REFINGAS,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
RESFUEL,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
SUBCOAL,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
TOTAL,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
TOTPRODS,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
WHITESP,STOCKCHA,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
BITCOAL,TBKB,Industrial,,Coal,coal ef ratio,Y,na,y,y,n,n,n,n
BKB,TBKB,Industrial,,Coal,coal ef ratio,Y,na,y,y,n,n,n,n
COAL,TBKB,Industrial,,Coal,coal ef ratio,Y,na,y,y,n,n,n,n
COMRENEW,TBKB,Industrial,,Renewables,biofuels_waste ef ratio,Y,na,y,y,n,n,n,n
LIGNITE,TBKB,Industrial,,Coal,coal ef ratio,Y,na,y,y,n,n,n,n
MRENEW,TBKB,Industrial,,Renewables,renewables ef ratio,Y,na,y,y,n,n,n,n
MTOTSOLID,TBKB,Industrial,,Coal,coal ef ratio,Y,na,y,y,n,n,n,n
PEAT,TBKB,Industrial,,Coal,coal ef ratio,Y,na,y,y,n,n,n,n
PEATPROD,TBKB,Industrial,,Coal,coal ef ratio,Y,na,y,y,n,n,n,n
PRIMSBIO,TBKB,Industrial,,Renewables,biofuels_waste ef ratio,Y,na,y,y,n,n,n,n
SUBCOAL,TBKB,Industrial,,Coal,coal ef ratio,Y,na,y,y,n,n,n,n
TOTAL,TBKB,Industrial,,Total,coal ef ratio,Y,na,y,y,n,n,n,n
ANTCOAL,TBLASTFUR,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
BIODIESEL,TBLASTFUR,Industrial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
BITCOAL,TBLASTFUR,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
BKB,TBLASTFUR,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
BLFURGS,TBLASTFUR,Industrial,,Coal,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
CHARCOAL,TBLASTFUR,Industrial,,Renewables,renewables ef ratio,N,renewables addtl eff,y,y,n,n,n,n
COAL,TBLASTFUR,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
COALTAR,TBLASTFUR,Industrial,,Coal,na,N,na,n,n,n,n,n,y
COKCOAL,TBLASTFUR,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
COKEOVGS,TBLASTFUR,Industrial,,Coal,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
COMRENEW,TBLASTFUR,Industrial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
LIGNITE,TBLASTFUR,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
MRENEW,TBLASTFUR,Industrial,,Renewables,renewables ef ratio,N,renewables addtl eff,y,y,n,n,n,n
MTOTOIL,TBLASTFUR,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
MTOTSOLID,TBLASTFUR,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
NATGAS,TBLASTFUR,Industrial,,Natural gas,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
OGASES,TBLASTFUR,Industrial,,Coal,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
OVENCOKE,TBLASTFUR,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
PATFUEL,TBLASTFUR,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PETCOKE,TBLASTFUR,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
RESFUEL,TBLASTFUR,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
TOTAL,TBLASTFUR,Industrial,,Total,na,N,na,y,y,n,n,n,n
TOTPRODS,TBLASTFUR,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
BIOGASES,TBLENDGAS,Industrial,,Natural gas,natural gas ef ratio,Y,na,y,y,n,n,n,n
COKEOVGS,TBLENDGAS,Industrial,,Natural gas,natural gas ef ratio,Y,na,y,y,n,n,n,n
GASWKSGS,TBLENDGAS,Industrial,,Natural gas,natural gas ef ratio,Y,na,y,y,n,n,n,n
LPG,TBLENDGAS,Industrial,,Natural gas,natural gas ef ratio,Y,na,y,y,n,n,n,n
MRENEW,TBLENDGAS,Electric Power,na,Natural gas,natural gas ef ratio,Y,na,n,n,y,n,n,n
NAPHTHA,TBLENDGAS,Industrial,,Natural gas,natural gas ef ratio,Y,na,y,y,n,n,n,n
NATGAS,TBLENDGAS,Industrial,,Natural gas,natural gas ef ratio,Y,na,y,y,n,n,n,n
NONBIODIES,TBLENDGAS,Industrial,,Natural gas,natural gas ef ratio,Y,na,y,y,n,n,n,n
OTHKERO,TBLENDGAS,Industrial,,Liquid fuels,oil ef ratio,Y,na,y,y,n,n,n,n
REFINGAS,TBLENDGAS,Industrial,,Liquid fuels,oil ef ratio,Y,na,y,y,n,n,n,n
TOTAL,TBLENDGAS,Industrial,,Natural gas,natural gas ef ratio,Y,na,y,y,n,n,n,n
ELECTR,TBOILER,Industrial,,Total,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
HEAT,TBOILER,Industrial,Low Temperature,Total,heat ef ratio,N,heat addtl eff,y,y,n,n,n,n
HEAT,TBOILER,Industrial,High Temperature,Total,heat ef ratio,N,heat addtl eff,y,y,n,n,n,n
MTOTOTHER,TBOILER,Industrial,,Total,na,N,na,y,y,n,n,n,n
TOTAL,TBOILER,Industrial,,Total,electricity ef ratio,N,electricity addtl eff,y,y,n,n,n,n
CHARCOAL,TCHARCOAL,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
MRENEW,TCHARCOAL,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PRIMSBIO,TCHARCOAL,Industrial,,Renewables,na,N,na,y,y,n,n,n,n
TOTAL,TCHARCOAL,Industrial,,Renewables,na,N,na,y,y,n,n,n,n
BITCOAL,TCOALLIQ,Industrial,,Liquid fuels,oil ef ratio,Y,na,y,y,n,n,n,n
COKCOAL,TCOALLIQ,Industrial,,Liquid fuels,oil ef ratio,Y,na,y,y,n,n,n,n
NONCRUDE,TCOALLIQ,Industrial,Hydrogen,Liquid fuels,oil ef ratio,Y,oil addtl eff,y,y,n,n,n,n
NONCRUDE,TCOALLIQ,Industrial,Non-Hydrogen,Liquid fuels,oil ef ratio,Y,oil addtl eff,y,y,n,n,n,n
OILSHALE,TCOALLIQ,Industrial,,Liquid fuels,oil ef ratio,Y,na,y,y,n,n,n,n
TOTAL,TCOALLIQ,Industrial,,Liquid fuels,oil ef ratio,Y,na,y,y,n,n,n,n
ANTCOAL,TCOKEOVS,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
BITCOAL,TCOKEOVS,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
BKB,TCOKEOVS,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
BLFURGS,TCOKEOVS,Industrial,,Coal,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
COAL,TCOKEOVS,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
COALTAR,TCOKEOVS,Industrial,,Coal,na,N,na,n,n,n,n,n,y
COKCOAL,TCOKEOVS,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
COKEOVGS,TCOKEOVS,Industrial,,Coal,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
COMRENEW,TCOKEOVS,Industrial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
CRNGFEED,TCOKEOVS,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
CRUDEOIL,TCOKEOVS,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
INDWASTE,TCOKEOVS,Industrial,,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
LIGNITE,TCOKEOVS,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
LPG,TCOKEOVS,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
LUBRIC,TCOKEOVS,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
MTOTOIL,TCOKEOVS,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
MTOTSOLID,TCOKEOVS,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
NATGAS,TCOKEOVS,Industrial,,Natural gas,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
NONBIODIES,TCOKEOVS,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
NONCRUDE,TCOKEOVS,Industrial,Hydrogen,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
NONCRUDE,TCOKEOVS,Industrial,Non-Hydrogen,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
OILSHALE,TCOKEOVS,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
ONONSPEC,TCOKEOVS,Industrial,,Coal,na,N,na,y,y,n,n,n,n
OVENCOKE,TCOKEOVS,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
PATFUEL,TCOKEOVS,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PETCOKE,TCOKEOVS,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
RESFUEL,TCOKEOVS,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
SUBCOAL,TCOKEOVS,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
TOTAL,TCOKEOVS,Industrial,,Total,na,N,na,y,y,n,n,n,n
TOTPRODS,TCOKEOVS,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
ELECTR,TELE,Industrial,,Electricity,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
HEAT,TELE,Industrial,Low Temperature,Natural gas,heat ef ratio,N,heat addtl eff,y,y,n,n,n,n
HEAT,TELE,Industrial,High Temperature,Natural gas,heat ef ratio,N,heat addtl eff,y,y,n,n,n,n
MTOTOTHER,TELE,Industrial,,Total,na,N,na,y,y,n,n,n,n
TOTAL,TELE,Industrial,,Total,na,N,na,y,y,n,n,n,n
ADDITIVE,TES,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
ANTCOAL,TES,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
AVGAS,TES,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
BIODIESEL,TES,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
BIOGASES,TES,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
BIOGASOL,TES,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
BITCOAL,TES,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
BITUMEN,TES,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
BKB,TES,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
CHARCOAL,TES,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
COAL,TES,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
COALTAR,TES,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
COKCOAL,TES,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
COKEOVGS,TES,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
COMRENEW,TES,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
CRNGFEED,TES,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
CRUDEOIL,TES,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
ELECTR,TES,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
