iso,Subvector,Metric,Model,Scenario,Region,Country,Unit,Value 1,Value 2,Duration 2 (Years),Value 3,Duration 3 (Years),Duration 1 (Years)
ISL,Peat Restoration,Max extent,PD21,pathway,EFTA,Iceland,Mha,NA,NA,NA,NA,NA,NA
IND,Peat Restoration,Avg mitigation potential flux,PD21,pathway,IND,India,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
IND,Peat Restoration,Max extent,PD21,pathway,IND,India,Mha,NA,NA,NA,NA,NA,NA
IDN,Peat Restoration,Avg mitigation potential flux,PD21,pathway,IDN,Indonesia,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
IDN,Peat Restoration,Max extent,PD21,pathway,IDN,Indonesia,Mha,21.56,NA,NA,NA,NA,100
IRN,Peat Restoration,Avg mitigation potential flux,PD21,pathway,MEA-M,Iran,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
IRN,Peat Restoration,Max extent,PD21,pathway,MEA-M,Iran,Mha,NA,NA,NA,NA,NA,NA
IRQ,Peat Restoration,Avg mitigation potential flux,PD21,pathway,MEA-M,Iraq,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
IRQ,Peat Restoration,Max extent,PD21,pathway,MEA-M,Iraq,Mha,NA,NA,NA,NA,NA,NA
IRL,Peat Restoration,Avg mitigation potential flux,PD21,pathway,EU15,Ireland,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
IRL,Peat Restoration,Max extent,PD21,pathway,EU15,Ireland,Mha,1.391,NA,NA,NA,NA,100
ISR,Peat Restoration,Avg mitigation potential flux,PD21,pathway,MEA-H,Israel,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
ISR,Peat Restoration,Max extent,PD21,pathway,MEA-H,Israel,Mha,NA,NA,NA,NA,NA,NA
ITA,Peat Restoration,Avg mitigation potential flux,PD21,pathway,EU15,Italy,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
ITA,Peat Restoration,Max extent,PD21,pathway,EU15,Italy,Mha,NA,NA,NA,NA,NA,NA
JAM,Peat Restoration,Avg mitigation potential flux,PD21,pathway,LAM-M,Jamaica,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
JAM,Peat Restoration,Max extent,PD21,pathway,LAM-M,Jamaica,Mha,NA,NA,NA,NA,NA,NA
JPN,Peat Restoration,Avg mitigation potential flux,PD21,pathway,JPN,Japan,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
JPN,Peat Restoration,Max extent,PD21,pathway,JPN,Japan,Mha,NA,NA,NA,NA,NA,NA
JOR,Peat Restoration,Avg mitigation potential flux,PD21,pathway,MEA-M,Jordan,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
JOR,Peat Restoration,Max extent,PD21,pathway,MEA-M,Jordan,Mha,NA,NA,NA,NA,NA,NA
KAZ,Peat Restoration,Avg mitigation potential flux,PD21,pathway,CAS,Kazakhstan,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
KAZ,Peat Restoration,Max extent,PD21,pathway,CAS,Kazakhstan,Mha,0.001,NA,NA,NA,NA,100
KEN,Peat Restoration,Avg mitigation potential flux,PD21,pathway,SSA-L,Kenya,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
KEN,Peat Restoration,Max extent,PD21,pathway,SSA-L,Kenya,Mha,0.042,NA,NA,NA,NA,100
KWT,Peat Restoration,Avg mitigation potential flux,PD21,pathway,MEA-H,Kuwait,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
KWT,Peat Restoration,Max extent,PD21,pathway,MEA-H,Kuwait,Mha,NA,NA,NA,NA,NA,NA
KGZ,Peat Restoration,Avg mitigation potential flux,PD21,pathway,CAS,Kyrgyzstan,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
KGZ,Peat Restoration,Max extent,PD21,pathway,CAS,Kyrgyzstan,Mha,NA,NA,NA,NA,NA,NA
LAO,Peat Restoration,Avg mitigation potential flux,PD21,pathway,OAS-CPA,Laos,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
LAO,Peat Restoration,Max extent,PD21,pathway,OAS-CPA,Laos,Mha,0.014,NA,NA,NA,NA,100
LVA,Peat Restoration,Avg mitigation potential flux,PD21,pathway,EU12-M,Latvia,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
LVA,Peat Restoration,Max extent,PD21,pathway,EU12-M,Latvia,Mha,0.834,NA,NA,NA,NA,100
LBN,Peat Restoration,Avg mitigation potential flux,PD21,pathway,MEA-M,Lebanon,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
LBN,Peat Restoration,Max extent,PD21,pathway,MEA-M,Lebanon,Mha,NA,NA,NA,NA,NA,NA
LSO,Peat Restoration,Avg mitigation potential flux,PD21,pathway,SSA-L,Lesotho,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
LSO,Peat Restoration,Max extent,PD21,pathway,SSA-L,Lesotho,Mha,0.015,NA,NA,NA,NA,100
LBR,Peat Restoration,Avg mitigation potential flux,PD21,pathway,SSA-L,Liberia,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
LBR,Peat Restoration,Max extent,PD21,pathway,SSA-L,Liberia,Mha,NA,NA,NA,NA,NA,NA
LBY,Peat Restoration,Avg mitigation potential flux,PD21,pathway,NAF,Libya,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
LBY,Peat Restoration,Max extent,PD21,pathway,NAF,Libya,Mha,NA,NA,NA,NA,NA,NA
LTU,Peat Restoration,Avg mitigation potential flux,PD21,pathway,EU12-M,Lithuania,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
LTU,Peat Restoration,Max extent,PD21,pathway,EU12-M,Lithuania,Mha,0.171,NA,NA,NA,NA,100
LUX,Peat Restoration,Avg mitigation potential flux,PD21,pathway,EU15,Luxembourg,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
LUX,Peat Restoration,Max extent,PD21,pathway,EU15,Luxembourg,Mha,NA,NA,NA,NA,NA,NA
MKD,Peat Restoration,Avg mitigation potential flux,PD21,pathway,EEU,Macedonia (The Former Yugoslav Republic of Macedonia),tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
MKD,Peat Restoration,Max extent,PD21,pathway,EEU,Macedonia (The Former Yugoslav Republic of Macedonia),Mha,NA,NA,NA,NA,NA,NA
MDG,Peat Restoration,Avg mitigation potential flux,PD21,pathway,SSA-L,Madagascar,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
MDG,Peat Restoration,Max extent,PD21,pathway,SSA-L,Madagascar,Mha,0.116,NA,NA,NA,NA,100
MWI,Peat Restoration,Avg mitigation potential flux,PD21,pathway,SSA-L,Malawi,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
MWI,Peat Restoration,Max extent,PD21,pathway,SSA-L,Malawi,Mha,NA,NA,NA,NA,NA,NA
MYS,Peat Restoration,Avg mitigation potential flux,PD21,pathway,OAS-M,Malaysia,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
MYS,Peat Restoration,Max extent,PD21,pathway,OAS-M,Malaysia,Mha,1.518,NA,NA,NA,NA,100
MLI,Peat Restoration,Avg mitigation potential flux,PD21,pathway,SSA-L,Mali,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
MLI,Peat Restoration,Max extent,PD21,pathway,SSA-L,Mali,Mha,0.026,NA,NA,NA,NA,100
MTQ,Peat Restoration,Avg mitigation potential flux,PD21,pathway,LAM-M,Martinique,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
MTQ,Peat Restoration,Max extent,PD21,pathway,LAM-M,Martinique,Mha,NA,NA,NA,NA,NA,NA
MRT,Peat Restoration,Avg mitigation potential flux,PD21,pathway,SSA-L,Mauritania,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
MRT,Peat Restoration,Max extent,PD21,pathway,SSA-L,Mauritania,Mha,0.003,NA,NA,NA,NA,100
MUS,Peat Restoration,Avg mitigation potential flux,PD21,pathway,SSA-M,Mauritius,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
MUS,Peat Restoration,Max extent,PD21,pathway,SSA-M,Mauritius,Mha,NA,NA,NA,NA,NA,NA
MEX,Peat Restoration,Avg mitigation potential flux,PD21,pathway,MEX,Mexico,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
MEX,Peat Restoration,Max extent,PD21,pathway,MEX,Mexico,Mha,0.321,NA,NA,NA,NA,100
MDA,Peat Restoration,Avg mitigation potential flux,PD21,pathway,EEU-FSA,Moldova,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
MDA,Peat Restoration,Max extent,PD21,pathway,EEU-FSA,Moldova,Mha,NA,NA,NA,NA,NA,NA
MNG,Peat Restoration,Avg mitigation potential flux,PD21,pathway,OAS-CPA,Mongolia,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
MNG,Peat Restoration,Max extent,PD21,pathway,OAS-CPA,Mongolia,Mha,NA,NA,NA,NA,NA,NA
MNE,Peat Restoration,Avg mitigation potential flux,PD21,pathway,EEU,Montenegro,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
MNE,Peat Restoration,Max extent,PD21,pathway,EEU,Montenegro,Mha,NA,NA,NA,NA,NA,NA
MAR,Peat Restoration,Avg mitigation potential flux,PD21,pathway,NAF,Morocco,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
MAR,Peat Restoration,Max extent,PD21,pathway,NAF,Morocco,Mha,NA,NA,NA,NA,NA,NA
MOZ,Peat Restoration,Avg mitigation potential flux,PD21,pathway,SSA-L,Mozambique,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
MOZ,Peat Restoration,Max extent,PD21,pathway,SSA-L,Mozambique,Mha,0.312,NA,NA,NA,NA,100
MMR,Peat Restoration,Avg mitigation potential flux,PD21,pathway,OAS-L,Myanmar,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
MMR,Peat Restoration,Max extent,PD21,pathway,OAS-L,Myanmar,Mha,0.238,NA,NA,NA,NA,100
NAM,Peat Restoration,Avg mitigation potential flux,PD21,pathway,SSA-M,Namibia,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
NAM,Peat Restoration,Max extent,PD21,pathway,SSA-M,Namibia,Mha,NA,NA,NA,NA,NA,NA
NPL,Peat Restoration,Avg mitigation potential flux,PD21,pathway,OAS-L,Nepal,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
NPL,Peat Restoration,Max extent,PD21,pathway,OAS-L,Nepal,Mha,NA,NA,NA,NA,NA,NA
NLD,Peat Restoration,Avg mitigation potential flux,PD21,pathway,EU15,Netherlands,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
NLD,Peat Restoration,Max extent,PD21,pathway,EU15,Netherlands,Mha,0.417,NA,NA,NA,NA,100
NCL,Peat Restoration,Avg mitigation potential flux,PD21,pathway,OAS-M,New Caledonia,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
NCL,Peat Restoration,Max extent,PD21,pathway,OAS-M,New Caledonia,Mha,NA,NA,NA,NA,NA,NA
NZL,Peat Restoration,Avg mitigation potential flux,PD21,pathway,ANUZ,New Zealand,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
NZL,Peat Restoration,Max extent,PD21,pathway,ANUZ,New Zealand,Mha,NA,NA,NA,NA,NA,NA
NIC,Peat Restoration,Avg mitigation potential flux,PD21,pathway,LAM-L,Nicaragua,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
NIC,Peat Restoration,Max extent,PD21,pathway,LAM-L,Nicaragua,Mha,NA,NA,NA,NA,NA,NA
NER,Peat Restoration,Avg mitigation potential flux,PD21,pathway,SSA-L,Niger,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
NER,Peat Restoration,Max extent,PD21,pathway,SSA-L,Niger,Mha,0.009,NA,NA,NA,NA,100
NGA,Peat Restoration,Avg mitigation potential flux,PD21,pathway,SSA-L,Nigeria,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
NGA,Peat Restoration,Max extent,PD21,pathway,SSA-L,Nigeria,Mha,0.071,NA,NA,NA,NA,100
NOR,Peat Restoration,Avg mitigation potential flux,PD21,pathway,EFTA,Norway,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
NOR,Peat Restoration,Max extent,PD21,pathway,EFTA,Norway,Mha,0.109,NA,NA,NA,NA,100
OMN,Peat Restoration,Avg mitigation potential flux,PD21,pathway,MEA-H,Oman,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
OMN,Peat Restoration,Max extent,PD21,pathway,MEA-H,Oman,Mha,NA,NA,NA,NA,NA,NA
PAK,Peat Restoration,Avg mitigation potential flux,PD21,pathway,PAK,Pakistan,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
PAK,Peat Restoration,Max extent,PD21,pathway,PAK,Pakistan,Mha,NA,NA,NA,NA,NA,NA
PAN,Peat Restoration,Avg mitigation potential flux,PD21,pathway,LAM-M,Panama,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
PAN,Peat Restoration,Max extent,PD21,pathway,LAM-M,Panama,Mha,NA,NA,NA,NA,NA,NA
PNG,Peat Restoration,Avg mitigation potential flux,PD21,pathway,OAS-L,Papua New Guinea,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
PNG,Peat Restoration,Max extent,PD21,pathway,OAS-L,Papua New Guinea,Mha,NA,NA,NA,NA,NA,NA
PRY,Peat Restoration,Avg mitigation potential flux,PD21,pathway,LAM-M,Paraguay,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
PRY,Peat Restoration,Max extent,PD21,pathway,LAM-M,Paraguay,Mha,0.007,NA,NA,NA,NA,100
PER,Peat Restoration,Avg mitigation potential flux,PD21,pathway,LAM-M,Peru,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
PER,Peat Restoration,Max extent,PD21,pathway,LAM-M,Peru,Mha,3.555,NA,NA,NA,NA,100
PHL,Peat Restoration,Avg mitigation potential flux,PD21,pathway,OAS-L,Philippines,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
PHL,Peat Restoration,Max extent,PD21,pathway,OAS-L,Philippines,Mha,0.011,NA,NA,NA,NA,100
POL,Peat Restoration,Avg mitigation potential flux,PD21,pathway,EU12-H,Poland,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
POL,Peat Restoration,Max extent,PD21,pathway,EU12-H,Poland,Mha,1.053,NA,NA,NA,NA,100
PRT,Peat Restoration,Avg mitigation potential flux,PD21,pathway,EU15,Portugal,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
PRT,Peat Restoration,Max extent,PD21,pathway,EU15,Portugal,Mha,NA,NA,NA,NA,NA,NA
PRI,Peat Restoration,Avg mitigation potential flux,PD21,pathway,USA,Puerto Rico,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
PRI,Peat Restoration,Max extent,PD21,pathway,USA,Puerto Rico,Mha,NA,NA,NA,NA,NA,NA
QAT,Peat Restoration,Avg mitigation potential flux,PD21,pathway,MEA-H,Qatar,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
QAT,Peat Restoration,Max extent,PD21,pathway,MEA-H,Qatar,Mha,NA,NA,NA,NA,NA,NA
COG,Peat Restoration,Avg mitigation potential flux,PD21,pathway,SSA-L,Republic of Congo (ROC),tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
COG,Peat Restoration,Max extent,PD21,pathway,SSA-L,Republic of Congo (ROC),Mha,2.887,NA,NA,NA,NA,100
KOR,Peat Restoration,Avg mitigation potential flux,PD21,pathway,ANUZ,Republic of Korea (South Korea),tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
KOR,Peat Restoration,Max extent,PD21,pathway,ANUZ,Republic of Korea (South Korea),Mha,NA,NA,NA,NA,NA,NA
REU,Peat Restoration,Avg mitigation potential flux,PD21,pathway,SSA-M,Reunion,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
REU,Peat Restoration,Max extent,PD21,pathway,SSA-M,Reunion,Mha,NA,NA,NA,NA,NA,NA
ROU,Peat Restoration,Avg mitigation potential flux,PD21,pathway,EU12-M,Romania,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
ROU,Peat Restoration,Max extent,PD21,pathway,EU12-M,Romania,Mha,0.217,NA,NA,NA,NA,100
RUS,Peat Restoration,Avg mitigation potential flux,PD21,pathway,RUS,Russia,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
RUS,Peat Restoration,Max extent,PD21,pathway,RUS,Russia,Mha,6.453,NA,NA,NA,NA,100
RWA,Peat Restoration,Avg mitigation potential flux,PD21,pathway,SSA-L,Rwanda,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
RWA,Peat Restoration,Max extent,PD21,pathway,SSA-L,Rwanda,Mha,0.062,NA,NA,NA,NA,100
WSM,Peat Restoration,Avg mitigation potential flux,PD21,pathway,OAS-L,Samoa,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
WSM,Peat Restoration,Max extent,PD21,pathway,OAS-L,Samoa,Mha,NA,NA,NA,NA,NA,NA
STP,Peat Restoration,Avg mitigation potential flux,PD21,pathway,SSA-L,Sao Tome and Principe,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
STP,Peat Restoration,Max extent,PD21,pathway,SSA-L,Sao Tome and Principe,Mha,NA,NA,NA,NA,NA,NA
SAU,Peat Restoration,Avg mitigation potential flux,PD21,pathway,MEA-H,Saudi Arabia,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
SAU,Peat Restoration,Max extent,PD21,pathway,MEA-H,Saudi Arabia,Mha,NA,NA,NA,NA,NA,NA
SEN,Peat Restoration,Avg mitigation potential flux,PD21,pathway,SSA-L,Senegal,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
SEN,Peat Restoration,Max extent,PD21,pathway,SSA-L,Senegal,Mha,0.006,NA,NA,NA,NA,100
SRB,Peat Restoration,Avg mitigation potential flux,PD21,pathway,EEU,Serbia,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
SRB,Peat Restoration,Max extent,PD21,pathway,EEU,Serbia,Mha,NA,NA,NA,NA,NA,NA
SLE,Peat Restoration,Avg mitigation potential flux,PD21,pathway,SSA-L,Sierra Leone,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
SLE,Peat Restoration,Max extent,PD21,pathway,SSA-L,Sierra Leone,Mha,NA,NA,NA,NA,NA,NA
SVK,Peat Restoration,Avg mitigation potential flux,PD21,pathway,EU12-H,Slovakia,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
SVK,Peat Restoration,Max extent,PD21,pathway,EU12-H,Slovakia,Mha,NA,NA,NA,NA,NA,NA
SVN,Peat Restoration,Avg mitigation potential flux,PD21,pathway,EU12-H,Slovenia,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
SVN,Peat Restoration,Max extent,PD21,pathway,EU12-H,Slovenia,Mha,NA,NA,NA,NA,NA,NA
SLB,Peat Restoration,Avg mitigation potential flux,PD21,pathway,OAS-L,Solomon Islands,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
SLB,Peat Restoration,Max extent,PD21,pathway,OAS-L,Solomon Islands,Mha,NA,NA,NA,NA,NA,NA
SOM,Peat Restoration,Avg mitigation potential flux,PD21,pathway,SSA-L,Somalia,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
SOM,Peat Restoration,Max extent,PD21,pathway,SSA-L,Somalia,Mha,0.001,NA,NA,NA,NA,100
ZAF,Peat Restoration,Avg mitigation potential flux,PD21,pathway,SAF,South Africa,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
ZAF,Peat Restoration,Max extent,PD21,pathway,SAF,South Africa,Mha,0.007,NA,NA,NA,NA,100
SSD,Peat Restoration,Avg mitigation potential flux,PD21,pathway,SSA-L,South Sudan,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
SSD,Peat Restoration,Max extent,PD21,pathway,SSA-L,South Sudan,Mha,NA,NA,NA,NA,NA,NA
ESP,Peat Restoration,Avg mitigation potential flux,PD21,pathway,EU15,Spain,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
ESP,Peat Restoration,Max extent,PD21,pathway,EU29,Spain,Mha,0.033,NA,NA,NA,NA,100
LKA,Peat Restoration,Avg mitigation potential flux,PD21,pathway,OAS-M,Sri Lanka,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
LKA,Peat Restoration,Max extent,PD21,pathway,OAS-M,Sri Lanka,Mha,NA,NA,NA,NA,NA,NA
SDN,Peat Restoration,Avg mitigation potential flux,PD21,pathway,SSA-L,Sudan,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
SDN,Peat Restoration,Max extent,PD21,pathway,SSA-L,Sudan,Mha,0.022,NA,NA,NA,NA,100
SUR,Peat Restoration,Avg mitigation potential flux,PD21,pathway,LAM-M,Suriname,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
SUR,Peat Restoration,Max extent,PD21,pathway,LAM-M,Suriname,Mha,0.268,NA,NA,NA,NA,100
SWZ,Peat Restoration,Avg mitigation potential flux,PD21,pathway,SSA-L,Swaziland,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
SWZ,Peat Restoration,Max extent,PD21,pathway,SSA-L,Swaziland,Mha,NA,NA,NA,NA,NA,NA
SWE,Peat Restoration,Avg mitigation potential flux,PD21,pathway,EU15,Sweden,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
SWE,Peat Restoration,Max extent,PD21,pathway,EU15,Sweden,Mha,0.746,NA,NA,NA,NA,100
CHE,Peat Restoration,Avg mitigation potential flux,PD21,pathway,EFTA,Switzerland,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
CHE,Peat Restoration,Max extent,PD21,pathway,EFTA,Switzerland,Mha,0.021,NA,NA,NA,NA,100
SYR,Peat Restoration,Avg mitigation potential flux,PD21,pathway,MEA-M,Syria,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
SYR,Peat Restoration,Max extent,PD21,pathway,MEA-M,Syria,Mha,NA,NA,NA,NA,NA,NA
TJK,Peat Restoration,Avg mitigation potential flux,PD21,pathway,CAS,Tajikistan,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
TJK,Peat Restoration,Max extent,PD21,pathway,CAS,Tajikistan,Mha,NA,NA,NA,NA,NA,NA
TZA,Peat Restoration,Avg mitigation potential flux,PD21,pathway,SSA-L,Tanzania,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
TZA,Peat Restoration,Max extent,PD21,pathway,SSA-L,Tanzania,Mha,0.392,NA,NA,NA,NA,100
THA,Peat Restoration,Avg mitigation potential flux,PD21,pathway,OAS-M,Thailand,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
THA,Peat Restoration,Max extent,PD21,pathway,OAS-M,Thailand,Mha,0.095,NA,NA,NA,NA,100
TLS,Peat Restoration,Avg mitigation potential flux,PD21,pathway,OAS-L,Timor-Leste,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
TLS,Peat Restoration,Max extent,PD21,pathway,OAS-L,Timor-Leste,Mha,NA,NA,NA,NA,NA,NA
TGO,Peat Restoration,Avg mitigation potential flux,PD21,pathway,SSA-L,Togo,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
TGO,Peat Restoration,Max extent,PD21,pathway,SSA-L,Togo,Mha,0.009,NA,NA,NA,NA,100
TTO,Peat Restoration,Avg mitigation potential flux,PD21,pathway,LAM-M,Trinidad and Tobago,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
TTO,Peat Restoration,Max extent,PD21,pathway,LAM-M,Trinidad and Tobago,Mha,0.001,NA,NA,NA,NA,100
TUN,Peat Restoration,Avg mitigation potential flux,PD21,pathway,NAF,Tunisia,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
TUN,Peat Restoration,Max extent,PD21,pathway,TUR,Tunisia,Mha,NA,NA,NA,NA,NA,NA
TUR,Peat Restoration,Avg mitigation potential flux,PD21,pathway,TUR,Turkey,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
TUR,Peat Restoration,Max extent,PD21,pathway,TUR,Turkey,Mha,NA,NA,NA,NA,NA,NA
TKM,Peat Restoration,Avg mitigation potential flux,PD21,pathway,CAS,Turkmenistan,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
TKM,Peat Restoration,Max extent,PD21,pathway,CAS,Turkmenistan,Mha,NA,NA,NA,NA,NA,NA
UGA,Peat Restoration,Avg mitigation potential flux,PD21,pathway,SSA-L,Uganda,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
UGA,Peat Restoration,Max extent,PD21,pathway,SSA-L,Uganda,Mha,0.041,NA,NA,NA,NA,100
UKR,Peat Restoration,Avg mitigation potential flux,PD21,pathway,EEU-FSU,Ukraine,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
UKR,Peat Restoration,Max extent,PD21,pathway,EEU-FSU,Ukraine,Mha,0.601,NA,NA,NA,NA,100
ARE,Peat Restoration,Avg mitigation potential flux,PD21,pathway,MEA-H,United Arab Emirates,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
ARE,Peat Restoration,Max extent,PD21,pathway,MEA-H,United Arab Emirates,Mha,NA,NA,NA,NA,NA,NA
GBR,Peat Restoration,Avg mitigation potential flux,PD21,pathway,EU15,United Kingdom,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
GBR,Peat Restoration,Max extent,PD21,pathway,EU15,United Kingdom,Mha,1.385,NA,NA,NA,NA,100
USA,Peat Restoration,Avg mitigation potential flux,PD21,pathway,USA,United States,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
USA,Peat Restoration,Max extent,PD21,pathway,USA,United States,Mha,9.852,NA,NA,NA,NA,100
URY,Peat Restoration,Avg mitigation potential flux,PD21,pathway,LAM-M,Uruguay,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
URY,Peat Restoration,Max extent,PD21,pathway,LAM-M,Uruguay,Mha,NA,NA,NA,NA,NA,NA
UZB,Peat Restoration,Avg mitigation potential flux,PD21,pathway,CAS,Uzbekistan,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
UZB,Peat Restoration,Max extent,PD21,pathway,CAS,Uzbekistan,Mha,NA,NA,NA,NA,NA,NA
VUT,Peat Restoration,Avg mitigation potential flux,PD21,pathway,OAS-L,Vanuatu,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
VUT,Peat Restoration,Max extent,PD21,pathway,OAS-L,Vanuatu,Mha,NA,NA,NA,NA,NA,NA
VEN,Peat Restoration,Avg mitigation potential flux,PD21,pathway,LAM-M,Venezuela,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
VEN,Peat Restoration,Max extent,PD21,pathway,LAM-M,Venezuela,Mha,0.508,NA,NA,NA,NA,100
VNM,Peat Restoration,Avg mitigation potential flux,PD21,pathway,OAS-CPA,Vietnam,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
VNM,Peat Restoration,Max extent,PD21,pathway,OAS-CPA,Vietnam,Mha,0.266,NA,NA,NA,NA,100
ESH,Peat Restoration,Avg mitigation potential flux,PD21,pathway,NAF,Western Sahara,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
ESH,Peat Restoration,Max extent,PD21,pathway,NAF,Western Sahara,Mha,NA,NA,NA,NA,NA,NA
YEM,Peat Restoration,Avg mitigation potential flux,PD21,pathway,MEA-M,Yemen,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
YEM,Peat Restoration,Max extent,PD21,pathway,MEA-M,Yemen,Mha,NA,NA,NA,NA,NA,NA
ZMB,Peat Restoration,Avg mitigation potential flux,PD21,pathway,SSA-L,Zambia,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
ZMB,Peat Restoration,Max extent,PD21,pathway,SSA-L,Zambia,Mha,0.552,NA,NA,NA,NA,100
