iso,Subvector,Metric,Model,Scenario,Region,Country,Unit,Value 1,Duration 1 (Years),Value 2,Duration 2 (Years),Value 3,Duration 3 (Years)
BDI,Peat Restoration,Max extent,PD22,Pathway,SSA-L,Burundi,Mha,0.0000,100,NA,NA,NA,NA
QAT,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,MEA-H,Qatar,tCO2e/ha/yr,0.0000,100,NA,NA,,
KHM,Peat Restoration,Max extent,PD22,Pathway,OAS-CPA,Cambodia,Mha,0.0000,100,NA,NA,NA,NA
COG,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,SSA-L,Republic of Congo (ROC),tCO2e/ha/yr,40.0328,30,0.0000,70,,
CPV,Peat Restoration,Max extent,PD22,Pathway,SSA-L,Cape Verde,Mha,0.0000,100,NA,NA,NA,NA
KOR,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,ANUZ,Republic of Korea (South Korea),tCO2e/ha/yr,0.0000,100,NA,NA,,
TCD,Peat Restoration,Max extent,PD22,Pathway,SSA-L,Chad,Mha,0.0000,100,NA,NA,NA,NA
REU,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,SSA-M,Reunion,tCO2e/ha/yr,0.0000,100,NA,NA,,
COM,Peat Restoration,Max extent,PD22,Pathway,SSA-L,Comoros,Mha,0.0000,100,NA,NA,NA,NA
ROU,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,EU12-M,Romania,tCO2e/ha/yr,0.0000,100,NA,NA,,
CIV,Peat Restoration,Max extent,PD22,Pathway,SSA-L,Cote d'Ivoire,Mha,0.0000,100,NA,NA,NA,NA
RUS,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,RUS,Russia,tCO2e/ha/yr,0.0000,100,NA,NA,,
HRV,Peat Restoration,Max extent,PD22,Pathway,EEU,Croatia,Mha,0.0000,100,NA,NA,NA,NA
RWA,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,SSA-L,Rwanda,tCO2e/ha/yr,0.0000,100,NA,NA,,
CYP,Peat Restoration,Max extent,PD22,Pathway,EU12-H,Cyprus,Mha,0.0000,100,NA,NA,NA,NA
WSM,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,OAS-L,Samoa,tCO2e/ha/yr,0.0000,100,NA,NA,,
CZE,Peat Restoration,Max extent,PD22,Pathway,EU12-H,Czech Republic,Mha,0.0000,100,NA,NA,NA,NA
STP,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,SSA-L,Sao Tome and Principe,tCO2e/ha/yr,0.0000,100,NA,NA,,
PRK,Peat Restoration,Max extent,PD22,Pathway,OAS-L,Democratic People's Republic of Korea (North Korea),Mha,0.0000,100,NA,NA,NA,NA
SAU,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,MEA-H,Saudi Arabia,tCO2e/ha/yr,0.0000,100,NA,NA,,
DJI,Peat Restoration,Max extent,PD22,Pathway,SSA-L,Djibouti,Mha,0.0000,100,NA,NA,NA,NA
SEN,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,SSA-L,Senegal,tCO2e/ha/yr,62.5000,30,0.0000,70,,
DOM,Peat Restoration,Max extent,PD22,Pathway,LAM-M,Dominican Republic,Mha,0.0000,100,NA,NA,NA,NA
SRB,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,EEU,Serbia,tCO2e/ha/yr,0.0000,100,NA,NA,,
EGY,Peat Restoration,Max extent,PD22,Pathway,NAF,Egypt,Mha,0.0000,100,NA,NA,NA,NA
SLE,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,SSA-L,Sierra Leone,tCO2e/ha/yr,0.0000,100,NA,NA,,
SLV,Peat Restoration,Max extent,PD22,Pathway,LAM-M,El Salvador,Mha,0.0000,100,NA,NA,NA,NA
SVK,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,EU12-H,Slovakia,tCO2e/ha/yr,0.0000,100,NA,NA,,
ERI,Peat Restoration,Max extent,PD22,Pathway,SSA-L,Eritrea,Mha,0.0000,100,NA,NA,NA,NA
SVN,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,EU12-H,Slovenia,tCO2e/ha/yr,0.0000,100,NA,NA,,
FLK,Peat Restoration,Max extent,PD22,Pathway,NA,Falkland Islands,Mha,0.0000,100,NA,NA,NA,NA
SLB,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,OAS-L,Solomon Islands,tCO2e/ha/yr,0.0000,100,NA,NA,,
FRO,Peat Restoration,Max extent,PD22,Pathway,NA,Faroe Islands,Mha,0.0000,100,NA,NA,NA,NA
SOM,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,SSA-L,Somalia,tCO2e/ha/yr,0.0000,100,NA,NA,,
FJI,Peat Restoration,Max extent,PD22,Pathway,OAS-L,Fiji,Mha,0.0000,100,NA,NA,NA,NA
ZAF,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,SAF,South Africa,tCO2e/ha/yr,56.5584,30,0.0000,70,,
PYF,Peat Restoration,Max extent,PD22,Pathway,OAS-M,French Polynesia,Mha,0.0000,100,NA,NA,NA,NA
SSD,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,SSA-L,South Sudan,tCO2e/ha/yr,0.0000,100,NA,NA,,
GAB,Peat Restoration,Max extent,PD22,Pathway,SSA-M,Gabon,Mha,0.0000,100,NA,NA,NA,NA
ESP,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,EU15,Spain,tCO2e/ha/yr,0.0000,100,NA,NA,,
GEO,Peat Restoration,Max extent,PD22,Pathway,CAS,Georgia,Mha,0.0000,100,NA,NA,NA,NA
LKA,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,OAS-M,Sri Lanka,tCO2e/ha/yr,0.0000,100,NA,NA,,
GHA,Peat Restoration,Max extent,PD22,Pathway,SSA-L,Ghana,Mha,0.0000,100,NA,NA,NA,NA
SDN,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,SSA-L,Sudan,tCO2e/ha/yr,58.3208,30,0.0000,70,,
GRC,Peat Restoration,Max extent,PD22,Pathway,EU15,Greece,Mha,0.0000,100,NA,NA,NA,NA
SUR,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,LAM-M,Suriname,tCO2e/ha/yr,49.3824,30,0.0000,70,,
GRL,Peat Restoration,Max extent,PD22,Pathway,EU15,Greenland (Denmark),Mha,0.0000,100,NA,NA,NA,NA
SWZ,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,SSA-L,Swaziland,tCO2e/ha/yr,0.0000,100,NA,NA,,
GLP,Peat Restoration,Max extent,PD22,Pathway,LAM-M,Guadeloupe,Mha,0.0000,100,NA,NA,NA,NA
SWE,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,EU15,Sweden,tCO2e/ha/yr,0.0000,100,NA,NA,,
GIN,Peat Restoration,Max extent,PD22,Pathway,SSA-L,Guinea,Mha,0.0000,100,NA,NA,NA,NA
CHE,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,EFTA,Switzerland,tCO2e/ha/yr,0.0000,100,NA,NA,,
GNB,Peat Restoration,Max extent,PD22,Pathway,SSA-L,Guinea-Bissau,Mha,0.0000,100,NA,NA,NA,NA
SYR,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,MEA-M,Syria,tCO2e/ha/yr,0.0000,100,NA,NA,,
HTI,Peat Restoration,Max extent,PD22,Pathway,LAM-L,Haiti,Mha,0.0000,100,NA,NA,NA,NA
TJK,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,CAS,Tajikistan,tCO2e/ha/yr,0.0000,100,NA,NA,,
IND,Peat Restoration,Max extent,PD22,Pathway,IND,India,Mha,0.0000,100,NA,NA,NA,NA
TZA,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,SSA-L,Tanzania,tCO2e/ha/yr,53.2244,30,0.0000,70,,
IRN,Peat Restoration,Max extent,PD22,Pathway,MEA-M,Iran,Mha,0.0000,100,NA,NA,NA,NA
THA,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,OAS-M,Thailand,tCO2e/ha/yr,93.4111,30,0.0000,70,,
IRQ,Peat Restoration,Max extent,PD22,Pathway,MEA-M,Iraq,Mha,0.0000,100,NA,NA,NA,NA
TLS,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,OAS-L,Timor-Leste,tCO2e/ha/yr,0.0000,100,NA,NA,,
ISR,Peat Restoration,Max extent,PD22,Pathway,MEA-H,Israel,Mha,0.0000,100,NA,NA,NA,NA
TGO,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,SSA-L,Togo,tCO2e/ha/yr,0.0000,100,NA,NA,,
ITA,Peat Restoration,Max extent,PD22,Pathway,EU15,Italy,Mha,0.0000,100,NA,NA,NA,NA
TTO,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,LAM-M,Trinidad and Tobago,tCO2e/ha/yr,0.0000,100,NA,NA,,
JAM,Peat Restoration,Max extent,PD22,Pathway,LAM-M,Jamaica,Mha,0.0000,100,NA,NA,NA,NA
TUN,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,NAF,Tunisia,tCO2e/ha/yr,0.0000,100,NA,NA,,
JPN,Peat Restoration,Max extent,PD22,Pathway,JPN,Japan,Mha,0.0000,100,NA,NA,NA,NA
TUR,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,TUR,Turkey,tCO2e/ha/yr,0.0000,100,NA,NA,,
JOR,Peat Restoration,Max extent,PD22,Pathway,MEA-M,Jordan,Mha,0.0000,100,NA,NA,NA,NA
TKM,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,CAS,Turkmenistan,tCO2e/ha/yr,0.0000,100,NA,NA,,
KWT,Peat Restoration,Max extent,PD22,Pathway,MEA-H,Kuwait,Mha,0.0000,100,NA,NA,NA,NA
UGA,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,SSA-L,Uganda,tCO2e/ha/yr,41.8443,30,0.0000,70,,
KGZ,Peat Restoration,Max extent,PD22,Pathway,CAS,Kyrgyzstan,Mha,0.0000,100,NA,NA,NA,NA
UKR,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,EEU-FSU,Ukraine,tCO2e/ha/yr,0.0000,100,NA,NA,,
LBN,Peat Restoration,Max extent,PD22,Pathway,MEA-M,Lebanon,Mha,0.0000,100,NA,NA,NA,NA
ARE,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,MEA-H,United Arab Emirates,tCO2e/ha/yr,0.0000,100,NA,NA,,
LSO,Peat Restoration,Max extent,PD22,Pathway,SSA-L,Lesotho,Mha,0.0000,100,NA,NA,NA,NA
GBR,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,EU15,United Kingdom,tCO2e/ha/yr,0.0000,100,NA,NA,,
LBR,Peat Restoration,Max extent,PD22,Pathway,SSA-L,Liberia,Mha,0.0000,100,NA,NA,NA,NA
USA,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,USA,United States (except Alaska),tCO2e/ha/yr,0.0000,100,NA,NA,,
LBY,Peat Restoration,Max extent,PD22,Pathway,NAF,Libya,Mha,0.0000,100,NA,NA,NA,NA
URY,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,LAM-M,Uruguay,tCO2e/ha/yr,0.0000,100,NA,NA,,
LUX,Peat Restoration,Max extent,PD22,Pathway,EU15,Luxembourg,Mha,0.0000,100,NA,NA,NA,NA
UZB,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,CAS,Uzbekistan,tCO2e/ha/yr,0.0000,100,NA,NA,,
MKD,Peat Restoration,Max extent,PD22,Pathway,EEU,Macedonia (The Former Yugoslav Republic of Macedonia),Mha,0.0000,100,NA,NA,NA,NA
VUT,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,OAS-L,Vanuatu,tCO2e/ha/yr,0.0000,100,NA,NA,,
MWI,Peat Restoration,Max extent,PD22,Pathway,SSA-L,Malawi,Mha,0.0000,100,NA,NA,NA,NA
VEN,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,LAM-M,Venezuela,tCO2e/ha/yr,0.0000,100,NA,NA,,
MTQ,Peat Restoration,Max extent,PD22,Pathway,LAM-M,Martinique,Mha,0.0000,100,NA,NA,NA,NA
VNM,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,OAS-CPA,Vietnam,tCO2e/ha/yr,42.7480,30,0.0000,70,,
MUS,Peat Restoration,Max extent,PD22,Pathway,SSA-M,Mauritius,Mha,0.0000,100,NA,NA,NA,NA
ESH,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,NAF,Western Sahara,tCO2e/ha/yr,0.0000,100,NA,NA,,
MDA,Peat Restoration,Max extent,PD22,Pathway,EEU-FSA,Moldova,Mha,0.0000,100,NA,NA,NA,NA
YEM,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,MEA-M,Yemen,tCO2e/ha/yr,0.0000,100,NA,NA,,
MNG,Peat Restoration,Max extent,PD22,Pathway,OAS-CPA,Mongolia,Mha,0.0000,100,NA,NA,NA,NA
ZMB,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,SSA-L,Zambia,tCO2e/ha/yr,58.3888,30,0.0000,70,,
MNE,Peat Restoration,Max extent,PD22,Pathway,EEU,Montenegro,Mha,0.0000,100,NA,NA,NA,NA
ZWE,Avoided Peat Impacts,Avg mitigation potential flux,PD22,Pathway,SSA-L,Zimbabwe,tCO2e/ha/yr,54.0000,30,0.0000,70,,
MAR,Peat Restoration,Max extent,PD22,Pathway,NAF,Morocco,Mha,0.0000,100,NA,NA,NA,NA
AFG,Agroforestry,Avg mitigation potential flux,PD22,Pathway,PAK,Afghanistan,tCO2e/ha/yr,3.1099,30,0.0000,70,,
NAM,Peat Restoration,Max extent,PD22,Pathway,SSA-M,Namibia,Mha,0.0000,100,NA,NA,NA,NA
ALB,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EEU,Albania,tCO2e/ha/yr,1.6828,30,0.0000,70,,
NPL,Peat Restoration,Max extent,PD22,Pathway,OAS-L,Nepal,Mha,0.0000,100,NA,NA,NA,NA
DZA,Agroforestry,Avg mitigation potential flux,PD22,Pathway,NAF,Algeria,tCO2e/ha/yr,0.9470,30,0.0000,70,,
NCL,Peat Restoration,Max extent,PD22,Pathway,OAS-M,New Caledonia,Mha,0.0000,100,NA,NA,NA,NA
AGO,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-M,Angola,tCO2e/ha/yr,0.6703,30,0.0000,70,,
NZL,Peat Restoration,Max extent,PD22,Pathway,ANUZ,New Zealand,Mha,0.0000,100,NA,NA,NA,NA
ARG,Agroforestry,Avg mitigation potential flux,PD22,Pathway,LAM-M,Argentina,tCO2e/ha/yr,1.2673,30,0.0000,70,,
NIC,Peat Restoration,Max extent,PD22,Pathway,LAM-L,Nicaragua,Mha,0.0000,100,NA,NA,NA,NA
ARM,Agroforestry,Avg mitigation potential flux,PD22,Pathway,CAS,Armenia,tCO2e/ha/yr,1.5337,30,0.0000,70,,
OMN,Peat Restoration,Max extent,PD22,Pathway,MEA-H,Oman,Mha,0.0000,100,NA,NA,NA,NA
AUS,Agroforestry,Avg mitigation potential flux,PD22,Pathway,ANUZ,Australia,tCO2e/ha/yr,1.8361,30,0.0000,70,,
PAK,Peat Restoration,Max extent,PD22,Pathway,PAK,Pakistan,Mha,0.0000,100,NA,NA,NA,NA
AUT,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EU15,Austria,tCO2e/ha/yr,1.0926,30,0.0000,70,,
PAN,Peat Restoration,Max extent,PD22,Pathway,LAM-M,Panama,Mha,0.0000,100,NA,NA,NA,NA
AZE,Agroforestry,Avg mitigation potential flux,PD22,Pathway,CAS,Azerbaijan,tCO2e/ha/yr,2.1248,30,0.0000,70,,
PNG,Peat Restoration,Max extent,PD22,Pathway,OAS-L,Papua New Guinea,Mha,0.0000,100,NA,NA,NA,NA
BHS,Agroforestry,Avg mitigation potential flux,PD22,Pathway,LAM-M,Bahamas,tCO2e/ha/yr,1.6979,30,0.0000,70,,
PRT,Peat Restoration,Max extent,PD22,Pathway,EU15,Portugal,Mha,0.0000,100,NA,NA,NA,NA
BGD,Agroforestry,Avg mitigation potential flux,PD22,Pathway,OAS-L,Bangladesh,tCO2e/ha/yr,4.1897,30,0.0000,70,,
PRI,Peat Restoration,Max extent,PD22,Pathway,USA,Puerto Rico,Mha,0.0000,100,NA,NA,NA,NA
BLR,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EEU-FSU,Belarus,tCO2e/ha/yr,1.0687,30,0.0000,70,,
QAT,Peat Restoration,Max extent,PD22,Pathway,MEA-H,Qatar,Mha,0.0000,100,NA,NA,NA,NA
BEL,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EU15,Belgium,tCO2e/ha/yr,1.0032,30,0.0000,70,,
KOR,Peat Restoration,Max extent,PD22,Pathway,ANUZ,Republic of Korea (South Korea),Mha,0.0000,100,NA,NA,NA,NA
BLZ,Agroforestry,Avg mitigation potential flux,PD22,Pathway,LAM-L,Belize,tCO2e/ha/yr,1.3879,30,0.0000,70,,
REU,Peat Restoration,Max extent,PD22,Pathway,SSA-M,Reunion,Mha,0.0000,100,NA,NA,NA,NA
BEN,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Benin,tCO2e/ha/yr,0.5825,30,0.0000,70,,
WSM,Peat Restoration,Max extent,PD22,Pathway,OAS-L,Samoa,Mha,0.0000,100,NA,NA,NA,NA
BTN,Agroforestry,Avg mitigation potential flux,PD22,Pathway,OAS-M,Bhutan,tCO2e/ha/yr,1.0669,30,0.0000,70,,
STP,Peat Restoration,Max extent,PD22,Pathway,SSA-L,Sao Tome and Principe,Mha,0.0000,100,NA,NA,NA,NA
BOL,Agroforestry,Avg mitigation potential flux,PD22,Pathway,LAM-M,Bolivia,tCO2e/ha/yr,1.2362,30,0.0000,70,,
SAU,Peat Restoration,Max extent,PD22,Pathway,MEA-H,Saudi Arabia,Mha,0.0000,100,NA,NA,NA,NA
BIH,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EEU,Bosnia and Herzegovina,tCO2e/ha/yr,2.2264,30,0.0000,70,,
SRB,Peat Restoration,Max extent,PD22,Pathway,EEU,Serbia,Mha,0.0000,100,NA,NA,NA,NA
BWA,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-M,Botswana,tCO2e/ha/yr,0.7597,30,0.0000,70,,
SLE,Peat Restoration,Max extent,PD22,Pathway,SSA-L,Sierra Leone,Mha,0.0000,100,NA,NA,NA,NA
BRA,Agroforestry,Avg mitigation potential flux,PD22,Pathway,BRA,Brazil,tCO2e/ha/yr,1.7813,30,0.0000,70,,
SVK,Peat Restoration,Max extent,PD22,Pathway,EU12-H,Slovakia,Mha,0.0000,100,NA,NA,NA,NA
BRN,Agroforestry,Avg mitigation potential flux,PD22,Pathway,OAS-M,Brunei Darussalam,tCO2e/ha/yr,2.1462,30,0.0000,70,,
SVN,Peat Restoration,Max extent,PD22,Pathway,EU12-H,Slovenia,Mha,0.0000,100,NA,NA,NA,NA
BGR,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EU12-M,Bulgaria,tCO2e/ha/yr,1.6562,30,0.0000,70,,
SLB,Peat Restoration,Max extent,PD22,Pathway,OAS-L,Solomon Islands,Mha,0.0000,100,NA,NA,NA,NA
BFA,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Burkina Faso,tCO2e/ha/yr,1.2583,30,0.0000,70,,
SSD,Peat Restoration,Max extent,PD22,Pathway,SSA-L,South Sudan,Mha,0.0000,100,NA,NA,NA,NA
BDI,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Burundi,tCO2e/ha/yr,0.1495,30,0.0000,70,,
LKA,Peat Restoration,Max extent,PD22,Pathway,OAS-M,Sri Lanka,Mha,0.0000,100,NA,NA,NA,NA
KHM,Agroforestry,Avg mitigation potential flux,PD22,Pathway,OAS-CPA,Cambodia,tCO2e/ha/yr,3.3086,30,0.0000,70,,
SWZ,Peat Restoration,Max extent,PD22,Pathway,SSA-L,Swaziland,Mha,0.0000,100,NA,NA,NA,NA
CMR,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Cameroon,tCO2e/ha/yr,1.3787,30,0.0000,70,,
SYR,Peat Restoration,Max extent,PD22,Pathway,MEA-M,Syria,Mha,0.0000,100,NA,NA,NA,NA
CAN,Agroforestry,Avg mitigation potential flux,PD22,Pathway,CAN,Canada,tCO2e/ha/yr,0.9467,30,0.0000,70,,
TJK,Peat Restoration,Max extent,PD22,Pathway,CAS,Tajikistan,Mha,0.0000,100,NA,NA,NA,NA
CPV,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Cape Verde,tCO2e/ha/yr,0.0000,30,0.0000,70,,
TLS,Peat Restoration,Max extent,PD22,Pathway,OAS-L,Timor-Leste,Mha,0.0000,100,NA,NA,NA,NA
CAF,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Central African Republic,tCO2e/ha/yr,0.8917,30,0.0000,70,,
TGO,Peat Restoration,Max extent,PD22,Pathway,SSA-L,Togo,Mha,0.0000,100,NA,NA,NA,NA
TCD,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Chad,tCO2e/ha/yr,1.3320,30,0.0000,70,,
TUN,Peat Restoration,Max extent,PD22,Pathway,TUR,Tunisia,Mha,0.0000,100,NA,NA,NA,NA
CHL,Agroforestry,Avg mitigation potential flux,PD22,Pathway,LAM-M,Chile,tCO2e/ha/yr,1.9063,30,0.0000,70,,
TUR,Peat Restoration,Max extent,PD22,Pathway,TUR,Turkey,Mha,0.0000,100,NA,NA,NA,NA
CHN,Agroforestry,Avg mitigation potential flux,PD22,Pathway,CHN,China,tCO2e/ha/yr,2.2571,30,0.0000,70,,
TKM,Peat Restoration,Max extent,PD22,Pathway,CAS,Turkmenistan,Mha,0.0000,100,NA,NA,NA,NA
COL,Agroforestry,Avg mitigation potential flux,PD22,Pathway,LAM-M,Colombia,tCO2e/ha/yr,1.6036,30,0.0000,70,,
ARE,Peat Restoration,Max extent,PD22,Pathway,MEA-H,United Arab Emirates,Mha,0.0000,100,NA,NA,NA,NA
COM,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Comoros,tCO2e/ha/yr,0.0383,30,0.0000,70,,
URY,Peat Restoration,Max extent,PD22,Pathway,LAM-M,Uruguay,Mha,0.0000,100,NA,NA,NA,NA
CRI,Agroforestry,Avg mitigation potential flux,PD22,Pathway,LAM-M,Costa Rica,tCO2e/ha/yr,1.4503,30,0.0000,70,,
UZB,Peat Restoration,Max extent,PD22,Pathway,CAS,Uzbekistan,Mha,0.0000,100,NA,NA,NA,NA
CIV,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Cote d'Ivoire,tCO2e/ha/yr,0.1844,30,0.0000,70,,
VUT,Peat Restoration,Max extent,PD22,Pathway,OAS-L,Vanuatu,Mha,0.0000,100,NA,NA,NA,NA
HRV,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EEU,Croatia,tCO2e/ha/yr,2.1030,30,0.0000,70,,
ESH,Peat Restoration,Max extent,PD22,Pathway,NAF,Western Sahara,Mha,0.0000,100,NA,NA,NA,NA
CUB,Agroforestry,Avg mitigation potential flux,PD22,Pathway,LAM-M,Cuba,tCO2e/ha/yr,1.4875,30,0.0000,70,,
YEM,Peat Restoration,Max extent,PD22,Pathway,MEA-M,Yemen,Mha,0.0000,100,NA,NA,NA,NA
CYP,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EU12-H,Cyprus,tCO2e/ha/yr,4.0642,30,0.0000,70,,
ZWE,Peat Restoration,Max extent,PD22,Pathway,SSA-L,Zimbabwe,Mha,0.0000,100,NA,NA,NA,NA
CZE,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EU12-H,Czech Republic,tCO2e/ha/yr,1.6585,30,0.0000,70,,
AFG,Avoided Peat Impacts,Max extent,PD22,Pathway,PAK,Afghanistan,Mha,0.0000,100,NA,NA,NA,NA
PRK,Agroforestry,Avg mitigation potential flux,PD22,Pathway,OAS-L,Democratic People's Republic of Korea (North Korea),tCO2e/ha/yr,1.8116,30,0.0000,70,,
ALB,Avoided Peat Impacts,Max extent,PD22,Pathway,EEU,Albania,Mha,0.0000,100,NA,NA,NA,NA
COD,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Democratic Republic of the Congo (DRC),tCO2e/ha/yr,0.0716,30,0.0000,70,,
DZA,Avoided Peat Impacts,Max extent,PD22,Pathway,NAF,Algeria,Mha,0.0000,100,NA,NA,NA,NA
DNK,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EU15,Denmark (except Greenland),tCO2e/ha/yr,1.8115,30,0.0000,70,,
AGO,Avoided Peat Impacts,Max extent,PD22,Pathway,SSA-M,Angola,Mha,0.0000,100,NA,NA,NA,NA
DJI,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Djibouti,tCO2e/ha/yr,0.6359,30,0.0000,70,,
ARM,Avoided Peat Impacts,Max extent,PD22,Pathway,CAS,Armenia,Mha,0.0000,100,NA,NA,NA,NA
DOM,Agroforestry,Avg mitigation potential flux,PD22,Pathway,LAM-M,Dominican Republic,tCO2e/ha/yr,1.6055,30,0.0000,70,,
AUT,Avoided Peat Impacts,Max extent,PD22,Pathway,EU15,Austria,Mha,0.0000,100,NA,NA,NA,NA
ECU,Agroforestry,Avg mitigation potential flux,PD22,Pathway,LAM-M,Ecuador,tCO2e/ha/yr,1.1468,30,0.0000,70,,
AZE,Avoided Peat Impacts,Max extent,PD22,Pathway,CAS,Azerbaijan,Mha,0.0000,100,NA,NA,NA,NA
EGY,Agroforestry,Avg mitigation potential flux,PD22,Pathway,NAF,Egypt,tCO2e/ha/yr,2.5537,30,0.0000,70,,
BHS,Avoided Peat Impacts,Max extent,PD22,Pathway,LAM-M,Bahamas,Mha,0.0000,100,NA,NA,NA,NA
SLV,Agroforestry,Avg mitigation potential flux,PD22,Pathway,LAM-M,El Salvador,tCO2e/ha/yr,1.8822,30,0.0000,70,,
BGD,Avoided Peat Impacts,Max extent,PD22,Pathway,OAS-L,Bangladesh,Mha,0.0000,100,NA,NA,NA,NA
GNQ,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-M,Equatorial Guinea,tCO2e/ha/yr,0.1144,30,0.0000,70,,
BLR,Avoided Peat Impacts,Max extent,PD22,Pathway,EEU-FSU,Belarus,Mha,0.0000,100,NA,NA,NA,NA
ERI,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Eritrea,tCO2e/ha/yr,0.6599,30,0.0000,70,,
BEL,Avoided Peat Impacts,Max extent,PD22,Pathway,EU15,Belgium,Mha,0.0000,100,NA,NA,NA,NA
EST,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EU12-H,Estonia,tCO2e/ha/yr,1.8104,30,0.0000,70,,
BLZ,Avoided Peat Impacts,Max extent,PD22,Pathway,LAM-L,Belize,Mha,0.0000,100,NA,NA,NA,NA
ETH,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Ethiopia,tCO2e/ha/yr,0.9030,30,0.0000,70,,
BTN,Avoided Peat Impacts,Max extent,PD22,Pathway,OAS-M,Bhutan,Mha,0.0000,100,NA,NA,NA,NA
