product_short,flow_short,sector,EIA Product,WWS EF Product,WWS Upstream Product,WWS Addtl Efficiency,Low Temp Heat,High Temp Heat,hydrogen,flexible,nonenergy
LIGNITE,EPATFUEL,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
OVENCOKE,EPATFUEL,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
PATFUEL,EPATFUEL,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
SUBCOAL,EPATFUEL,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
LHEAT,EPATFUEL,Industrial,Total,heat ef ratio,Y,heat addtl eff,Y,N,N,N,N
HHEAT,EPATFUEL,Industrial,Total,heat ef ratio,Y,heat addtl eff,Y,N,N,N,N
LHEATNS,EPATFUEL,Industrial,Total,heat ef ratio,Y,heat addtl eff,Y,N,N,N,N
HHEATNS,EPATFUEL,Industrial,Total,heat ef ratio,Y,heat addtl eff,Y,N,N,N,N
ANTCOAL,EPOWERPLT,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BIOGASES,EPOWERPLT,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
BITCOAL,EPOWERPLT,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BITUMEN,EPOWERPLT,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
BLFURGS,EPOWERPLT,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
COALTAR,EPOWERPLT,Industrial,Liquid fuels,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COKCOAL,EPOWERPLT,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COKEOVGS,EPOWERPLT,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
CRUDEOIL,EPOWERPLT,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ELECTR,EPOWERPLT,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
GASWKSGS,EPOWERPLT,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
GEOTHERM,EPOWERPLT,Industrial,Renewables,wws heat ef ratio,N,wws heat addtl eff,N,N,N,N,N
HEAT,EPOWERPLT,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HEATNS,EPOWERPLT,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
INDWASTE,EPOWERPLT,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
LIGNITE,EPOWERPLT,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
LPG,EPOWERPLT,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
LUBRIC,EPOWERPLT,Industrial,Total,na,N,na,N,N,N,N,Y
MUNWASTEN,EPOWERPLT,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
MUNWASTER,EPOWERPLT,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
NATGAS,EPOWERPLT,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NGL,EPOWERPLT,Industrial,Liquid fuels,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NONBIODIES,EPOWERPLT,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOGASO,EPOWERPLT,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOJETK,EPOWERPLT,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OBIOLIQ,EPOWERPLT,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OGASES,EPOWERPLT,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
ONONSPEC,EPOWERPLT,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OTHKERO,EPOWERPLT,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OVENCOKE,EPOWERPLT,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PATFUEL,EPOWERPLT,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEAT,EPOWERPLT,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEATPROD,EPOWERPLT,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PETCOKE,EPOWERPLT,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PRIMSBIO,EPOWERPLT,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
REFINGAS,EPOWERPLT,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
RESFUEL,EPOWERPLT,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
SOLARTH,EPOWERPLT,Industrial,Renewables,wws heat ef ratio,N,wws heat addtl eff,N,N,N,N,N
SUBCOAL,EPOWERPLT,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
LHEAT,EPOWERPLT,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HHEAT,EPOWERPLT,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
LHEATNS,EPOWERPLT,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HHEATNS,EPOWERPLT,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
ELECTR,EPUMPST,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,Y,N
AVGAS,EREFINER,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
BIODIESEL,EREFINER,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
BIOGASES,EREFINER,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
BITCOAL,EREFINER,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BITUMEN,EREFINER,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
BKB,EREFINER,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COALTAR,EREFINER,Industrial,Liquid fuels,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COKEOVGS,EREFINER,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
CRUDEOIL,EREFINER,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ELECTR,EREFINER,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
ETHANE,EREFINER,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
GASWKSGS,EREFINER,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
HEAT,EREFINER,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
HEATNS,EREFINER,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
INDWASTE,EREFINER,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
JETGAS,EREFINER,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
LIGNITE,EREFINER,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
LPG,EREFINER,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
LUBRIC,EREFINER,Industrial,Total,na,N,na,N,N,N,N,Y
MUNWASTEN,EREFINER,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
MUNWASTER,EREFINER,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
NATGAS,EREFINER,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NONBIODIES,EREFINER,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOGASO,EREFINER,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOJETK,EREFINER,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OBIOLIQ,EREFINER,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ONONSPEC,EREFINER,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OTHKERO,EREFINER,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OVENCOKE,EREFINER,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PARWAX,EREFINER,Industrial,Total,na,N,na,N,N,N,N,Y
PETCOKE,EREFINER,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PRIMSBIO,EREFINER,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
REFINGAS,EREFINER,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
RESFUEL,EREFINER,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
SOLARTH,EREFINER,Industrial,Renewables,wws heat ef ratio,N,wws heat addtl eff,N,N,N,N,N
WHITESP,EREFINER,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONCRUDE,EREFINER,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,Y,N
HYDROGEN,EREFINER,Industrial,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,N,N,Y,Y,N
LHEAT,EREFINER,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
HHEAT,EREFINER,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
LHEATNS,EREFINER,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HHEATNS,EREFINER,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
BIODIESEL,FISHING,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
BIOGASOL,FISHING,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
BITCOAL,FISHING,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
CHARCOAL,FISHING,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
ELECTR,FISHING,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
GEOTHERM,FISHING,Industrial,Renewables,wws heat ef ratio,N,wws heat addtl eff,N,N,N,N,N
HEAT,FISHING,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
HEATNS,FISHING,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
LIGNITE,FISHING,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
LPG,FISHING,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
LUBRIC,FISHING,Industrial,Total,na,N,na,N,N,N,N,Y
NATGAS,FISHING,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NONBIODIES,FISHING,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOGASO,FISHING,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ONONSPEC,FISHING,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OTHKERO,FISHING,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
PRIMSBIO,FISHING,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
RESFUEL,FISHING,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
SOLARTH,FISHING,Industrial,Renewables,wws heat ef ratio,N,wws heat addtl eff,N,N,N,N,N
LHEAT,FISHING,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
HHEAT,FISHING,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
LHEATNS,FISHING,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HHEATNS,FISHING,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
ANTCOAL,FOODPRO,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BIODIESEL,FOODPRO,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
BIOGASES,FOODPRO,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
BIOGASOL,FOODPRO,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
BITCOAL,FOODPRO,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BITUMEN,FOODPRO,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
BKB,FOODPRO,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BLFURGS,FOODPRO,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
CHARCOAL,FOODPRO,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COALTAR,FOODPRO,Industrial,Liquid fuels,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COKCOAL,FOODPRO,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COKEOVGS,FOODPRO,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
CRUDEOIL,FOODPRO,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ELECTR,FOODPRO,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
GASWKSGS,FOODPRO,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
GEOTHERM,FOODPRO,Industrial,Renewables,wws heat ef ratio,N,wws heat addtl eff,N,N,N,N,N
HEAT,FOODPRO,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
HEATNS,FOODPRO,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
INDWASTE,FOODPRO,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
LIGNITE,FOODPRO,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
LPG,FOODPRO,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
LUBRIC,FOODPRO,Industrial,Total,na,N,na,N,N,N,N,Y
MUNWASTEN,FOODPRO,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
MUNWASTER,FOODPRO,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
NATGAS,FOODPRO,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NGL,FOODPRO,Industrial,Liquid fuels,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NONBIODIES,FOODPRO,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOGASO,FOODPRO,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOJETK,FOODPRO,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OBIOLIQ,FOODPRO,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OILSHALE,FOODPRO,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ONONSPEC,FOODPRO,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OTHKERO,FOODPRO,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OVENCOKE,FOODPRO,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PATFUEL,FOODPRO,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEAT,FOODPRO,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEATPROD,FOODPRO,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PETCOKE,FOODPRO,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PRIMSBIO,FOODPRO,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
REFINGAS,FOODPRO,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
RESFUEL,FOODPRO,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
SOLARTH,FOODPRO,Industrial,Renewables,wws heat ef ratio,N,wws heat addtl eff,N,N,N,N,N
SUBCOAL,FOODPRO,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
WHITESP,FOODPRO,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
LHEAT,FOODPRO,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
HHEAT,FOODPRO,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
LHEATNS,FOODPRO,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HHEATNS,FOODPRO,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
ANTCOAL,HEAUTOC,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BIODIESEL,HEAUTOC,Industrial,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
BIOGASES,HEAUTOC,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
BITCOAL,HEAUTOC,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BKB,HEAUTOC,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BLFURGS,HEAUTOC,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
COALTAR,HEAUTOC,Industrial,Liquid fuels,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COKCOAL,HEAUTOC,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COKEOVGS,HEAUTOC,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
CRUDEOIL,HEAUTOC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ELECTR,HEAUTOC,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
ETHANE,HEAUTOC,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
GASWKSGS,HEAUTOC,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
GEOTHERM,HEAUTOC,Industrial,Renewables,wws heat ef ratio,N,wws heat addtl eff,N,N,N,N,N
HEAT,HEAUTOC,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HEATNS,HEAUTOC,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
INDWASTE,HEAUTOC,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
LIGNITE,HEAUTOC,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
LPG,HEAUTOC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
MANGAS,HEAUTOC,Industrial,Total,heat ef ratio,N,heat addtl eff,N,N,N,N,N
MUNWASTEN,HEAUTOC,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
MUNWASTER,HEAUTOC,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
NATGAS,HEAUTOC,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NGL,HEAUTOC,Industrial,Liquid fuels,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NONBIODIES,HEAUTOC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOJETK,HEAUTOC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NUCLEAR,HEAUTOC,Industrial,Electricity,nuclear ef ratio,N,electricity addtl eff,N,N,N,N,N
OBIOLIQ,HEAUTOC,Industrial,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
OGASES,HEAUTOC,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
OILSHALE,HEAUTOC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ONONSPEC,HEAUTOC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OTHER,HEAUTOC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OTHKERO,HEAUTOC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OVENCOKE,HEAUTOC,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PATFUEL,HEAUTOC,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEAT,HEAUTOC,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEATPROD,HEAUTOC,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PETCOKE,HEAUTOC,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PRIMSBIO,HEAUTOC,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
REFINGAS,HEAUTOC,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
RESFUEL,HEAUTOC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
SUBCOAL,HEAUTOC,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
LHEAT,HEAUTOC,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HHEAT,HEAUTOC,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
LHEATNS,HEAUTOC,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HHEATNS,HEAUTOC,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
ANTCOAL,HEAUTOH,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BIODIESEL,HEAUTOH,Industrial,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
BIOGASES,HEAUTOH,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
BITCOAL,HEAUTOH,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BKB,HEAUTOH,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BLFURGS,HEAUTOH,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
COALTAR,HEAUTOH,Industrial,Liquid fuels,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COKCOAL,HEAUTOH,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COKEOVGS,HEAUTOH,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
CRUDEOIL,HEAUTOH,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ELECTR,HEAUTOH,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
ETHANE,HEAUTOH,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
GASWKSGS,HEAUTOH,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
GEOTHERM,HEAUTOH,Industrial,Renewables,wws heat ef ratio,N,wws heat addtl eff,N,N,N,N,N
HEAT,HEAUTOH,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HEATNS,HEAUTOH,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
INDWASTE,HEAUTOH,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
LIGNITE,HEAUTOH,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
LPG,HEAUTOH,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
MANGAS,HEAUTOH,Industrial,Total,heat ef ratio,N,heat addtl eff,N,N,N,N,N
MUNWASTEN,HEAUTOH,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
MUNWASTER,HEAUTOH,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
NATGAS,HEAUTOH,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NGL,HEAUTOH,Industrial,Liquid fuels,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NONBIODIES,HEAUTOH,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOJETK,HEAUTOH,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NUCLEAR,HEAUTOH,Industrial,Electricity,nuclear ef ratio,N,electricity addtl eff,N,N,N,N,N
OBIOLIQ,HEAUTOH,Industrial,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
OGASES,HEAUTOH,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
OILSHALE,HEAUTOH,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ONONSPEC,HEAUTOH,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OTHER,HEAUTOH,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OTHKERO,HEAUTOH,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OVENCOKE,HEAUTOH,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PATFUEL,HEAUTOH,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEAT,HEAUTOH,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEATPROD,HEAUTOH,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PETCOKE,HEAUTOH,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PRIMSBIO,HEAUTOH,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
REFINGAS,HEAUTOH,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
RESFUEL,HEAUTOH,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
SOLARTH,HEAUTOH,Industrial,Total,wws heat ef ratio,N,wws heat addtl eff,N,N,N,N,N
SUBCOAL,HEAUTOH,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
