product_short,flow_short,sector,EIA Product,WWS EF Product,WWS Upstream Product,WWS Addtl Efficiency,Low Temp Heat,High Temp Heat,hydrogen,flexible,nonenergy
PEATPROD,NONMET,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PETCOKE,NONMET,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PRIMSBIO,NONMET,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
REFINGAS,NONMET,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
RESFUEL,NONMET,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
SOLARTH,NONMET,Industrial,Renewables,wws heat ef ratio,N,wws heat addtl eff,N,N,N,N,N
SUBCOAL,NONMET,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
WHITESP,NONMET,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
LHEAT,NONMET,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
HHEAT,NONMET,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
LHEATNS,NONMET,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HHEATNS,NONMET,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
ANTCOAL,ONONSPEC,Industrial,Total,coal ef ratio,N,coal addtl eff,N,N,N,N,N
AVGAS,ONONSPEC,Industrial,Total,oil ef ratio,N,oil addtl eff,N,N,N,N,N
BIODIESEL,ONONSPEC,Industrial,Total,oil ef ratio,N,oil addtl eff,N,N,N,N,N
BIOGASES,ONONSPEC,Industrial,Total,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
BIOGASOL,ONONSPEC,Industrial,Total,oil ef ratio,N,oil addtl eff,N,N,N,N,N
BITCOAL,ONONSPEC,Industrial,Total,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BITUMEN,ONONSPEC,Industrial,Total,oil ef ratio,N,oil addtl eff,N,N,N,N,N
BKB,ONONSPEC,Industrial,Total,coal ef ratio,N,coal addtl eff,N,N,N,N,N
CHARCOAL,ONONSPEC,Industrial,Total,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COKCOAL,ONONSPEC,Industrial,Total,coal ef ratio,N,coal addtl eff,N,N,N,N,N
CRUDEOIL,ONONSPEC,Industrial,Total,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ELECTR,ONONSPEC,Industrial,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
GASWKSGS,ONONSPEC,Industrial,Total,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
GEOTHERM,ONONSPEC,Industrial,Total,wws heat ef ratio,N,wws heat addtl eff,N,N,N,N,N
HEAT,ONONSPEC,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
HEATNS,ONONSPEC,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
INDWASTE,ONONSPEC,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
LIGNITE,ONONSPEC,Industrial,Total,coal ef ratio,N,coal addtl eff,N,N,N,N,N
LPG,ONONSPEC,Industrial,Total,oil ef ratio,N,oil addtl eff,N,N,N,N,N
LUBRIC,ONONSPEC,Industrial,Total,na,N,na,N,N,N,N,Y
MUNWASTEN,ONONSPEC,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
MUNWASTER,ONONSPEC,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
NATGAS,ONONSPEC,Industrial,Total,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NONBIODIES,ONONSPEC,Industrial,Total,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOGASO,ONONSPEC,Industrial,Total,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOJETK,ONONSPEC,Industrial,Total,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONCRUDE,ONONSPEC,Industrial,Total,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OBIOLIQ,ONONSPEC,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
ONONSPEC,ONONSPEC,Industrial,Total,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OTHKERO,ONONSPEC,Industrial,Total,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OVENCOKE,ONONSPEC,Industrial,Total,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PATFUEL,ONONSPEC,Industrial,Total,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEAT,ONONSPEC,Industrial,Total,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEATPROD,ONONSPEC,Industrial,Total,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PETCOKE,ONONSPEC,Industrial,Total,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PRIMSBIO,ONONSPEC,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
RESFUEL,ONONSPEC,Industrial,Total,oil ef ratio,N,oil addtl eff,N,N,N,N,N
SOLARTH,ONONSPEC,Industrial,Total,wws heat ef ratio,N,wws heat addtl eff,N,N,N,N,N
SUBCOAL,ONONSPEC,Industrial,Total,coal ef ratio,N,coal addtl eff,N,N,N,N,N
LHEAT,ONONSPEC,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
HHEAT,ONONSPEC,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
LHEATNS,ONONSPEC,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HHEATNS,ONONSPEC,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HYDROGEN,ONONSPEC,Industrial,Total,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ANTCOAL,PAPERPRO,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BIODIESEL,PAPERPRO,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
BIOGASES,PAPERPRO,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
BIOGASOL,PAPERPRO,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
BITCOAL,PAPERPRO,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BKB,PAPERPRO,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BLFURGS,PAPERPRO,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
CHARCOAL,PAPERPRO,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COALTAR,PAPERPRO,Industrial,Liquid fuels,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COKCOAL,PAPERPRO,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COKEOVGS,PAPERPRO,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
CRUDEOIL,PAPERPRO,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ELECTR,PAPERPRO,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
GASWKSGS,PAPERPRO,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
HEAT,PAPERPRO,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
HEATNS,PAPERPRO,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
INDWASTE,PAPERPRO,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
LIGNITE,PAPERPRO,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
LPG,PAPERPRO,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
MUNWASTEN,PAPERPRO,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
MUNWASTER,PAPERPRO,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
NATGAS,PAPERPRO,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NGL,PAPERPRO,Industrial,Liquid fuels,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NONBIODIES,PAPERPRO,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOGASO,PAPERPRO,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OBIOLIQ,PAPERPRO,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ONONSPEC,PAPERPRO,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OTHKERO,PAPERPRO,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OVENCOKE,PAPERPRO,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PATFUEL,PAPERPRO,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEAT,PAPERPRO,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEATPROD,PAPERPRO,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PETCOKE,PAPERPRO,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PRIMSBIO,PAPERPRO,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
REFINGAS,PAPERPRO,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
RESFUEL,PAPERPRO,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
SOLARTH,PAPERPRO,Industrial,Renewables,wws heat ef ratio,N,wws heat addtl eff,N,N,N,N,N
SUBCOAL,PAPERPRO,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
WHITESP,PAPERPRO,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
LHEAT,PAPERPRO,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
HHEAT,PAPERPRO,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
LHEATNS,PAPERPRO,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HHEATNS,PAPERPRO,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
BIOGASES,PIPELINE,Transportation,Natural gas,natural gas ef ratio,Y,natural gas addtl eff,N,N,N,N,N
BITUMEN,PIPELINE,Transportation,Liquid fuels,oil ef ratio,Y,oil addtl eff,N,N,N,N,N
CRUDEOIL,PIPELINE,Transportation,Liquid fuels,oil ef ratio,Y,oil addtl eff,N,N,N,N,N
ELECTR,PIPELINE,Transportation,Electricity,electricity ef ratio,Y,electricity addtl eff,N,N,N,N,N
LPG,PIPELINE,Transportation,Liquid fuels,oil ef ratio,Y,oil addtl eff,N,N,N,N,N
NATGAS,PIPELINE,Transportation,Natural gas,natural gas ef ratio,Y,natural gas addtl eff,N,N,N,N,N
NONBIODIES,PIPELINE,Transportation,Liquid fuels,oil ef ratio,Y,oil addtl eff,N,N,N,N,N
NONBIOGASO,PIPELINE,Transportation,Liquid fuels,oil ef ratio,Y,oil addtl eff,N,N,N,N,N
ONONSPEC,PIPELINE,Transportation,Liquid fuels,oil ef ratio,Y,oil addtl eff,N,N,N,N,N
OTHKERO,PIPELINE,Transportation,Liquid fuels,oil ef ratio,Y,oil addtl eff,N,N,N,N,N
RESFUEL,PIPELINE,Transportation,Liquid fuels,oil ef ratio,Y,oil addtl eff,N,N,N,N,N
ANTCOAL,RAIL,Transportation,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BIODIESEL,RAIL,Transportation,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
BITCOAL,RAIL,Transportation,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BKB,RAIL,Transportation,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COKCOAL,RAIL,Transportation,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
ELECTR,RAIL,Transportation,Electricity,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
LIGNITE,RAIL,Transportation,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
LPG,RAIL,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
LUBRIC,RAIL,Transportation,Total,na,N,na,N,N,N,N,Y
NONBIODIES,RAIL,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOGASO,RAIL,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ONONSPEC,RAIL,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OTHKERO,RAIL,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OVENCOKE,RAIL,Transportation,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PATFUEL,RAIL,Transportation,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEAT,RAIL,Transportation,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEATPROD,RAIL,Transportation,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PETCOKE,RAIL,Transportation,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PRIMSBIO,RAIL,Transportation,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
RESFUEL,RAIL,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
SUBCOAL,RAIL,Transportation,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
WHITESP,RAIL,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ANTCOAL,RESIDENT,Residential,Coal,coal ef ratio,N,coal addtl eff,N,N,N,Y,N
BIODIESEL,RESIDENT,Residential,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,Y,N
BIOGASES,RESIDENT,Residential,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,Y,N
BIOGASOL,RESIDENT,Residential,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,Y,N
BITCOAL,RESIDENT,Residential,Coal,coal ef ratio,N,coal addtl eff,N,N,N,Y,N
BITUMEN,RESIDENT,Residential,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,Y,N
BKB,RESIDENT,Residential,Coal,coal ef ratio,N,coal addtl eff,N,N,N,Y,N
BLFURGS,RESIDENT,Residential,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,Y,N
CHARCOAL,RESIDENT,Residential,Coal,coal ef ratio,N,coal addtl eff,N,N,N,Y,N
COKCOAL,RESIDENT,Residential,Coal,coal ef ratio,N,coal addtl eff,N,N,N,Y,N
COKEOVGS,RESIDENT,Residential,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,Y,N
CRUDEOIL,RESIDENT,Residential,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,Y,N
ELECTR,RESIDENT,Residential,Electricity,electricity ef ratio,N,electricity addtl eff,N,N,N,Y,N
GASCOKE,RESIDENT,Residential,Coal,coal ef ratio,N,coal addtl eff,N,N,N,Y,N
GASWKSGS,RESIDENT,Residential,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,Y,N
GEOTHERM,RESIDENT,Residential,Renewables,wws heat ef ratio,N,wws heat addtl eff,N,N,N,Y,N
HEAT,RESIDENT,Residential,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
HEATNS,RESIDENT,Residential,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
INDWASTE,RESIDENT,Residential,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,Y,N
LIGNITE,RESIDENT,Residential,Coal,coal ef ratio,N,coal addtl eff,N,N,N,Y,N
LPG,RESIDENT,Residential,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,Y,N
LUBRIC,RESIDENT,Residential,Total,na,N,na,N,N,N,Y,Y
MUNWASTEN,RESIDENT,Residential,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,Y,N
MUNWASTER,RESIDENT,Residential,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,Y,N
NATGAS,RESIDENT,Residential,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,Y,N
NGL,RESIDENT,Residential,Liquid fuels,natural gas ef ratio,N,natural gas addtl eff,N,N,N,Y,N
NONBIODIES,RESIDENT,Residential,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,Y,N
NONBIOGASO,RESIDENT,Residential,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,Y,N
OBIOLIQ,RESIDENT,Residential,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,Y,N
OILSHALE,RESIDENT,Residential,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,Y,N
ONONSPEC,RESIDENT,Residential,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,Y,N
OTHKERO,RESIDENT,Residential,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,Y,N
OVENCOKE,RESIDENT,Residential,Coal,coal ef ratio,N,coal addtl eff,N,N,N,Y,N
PARWAX,RESIDENT,Residential,Total,na,N,na,N,N,N,Y,Y
PATFUEL,RESIDENT,Residential,Coal,coal ef ratio,N,coal addtl eff,N,N,N,Y,N
PEAT,RESIDENT,Residential,Coal,coal ef ratio,N,coal addtl eff,N,N,N,Y,N
PEATPROD,RESIDENT,Residential,Coal,coal ef ratio,N,coal addtl eff,N,N,N,Y,N
PETCOKE,RESIDENT,Residential,Coal,coal ef ratio,N,coal addtl eff,N,N,N,Y,N
PRIMSBIO,RESIDENT,Residential,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,Y,N
REFINGAS,RESIDENT,Residential,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,Y,N
RESFUEL,RESIDENT,Residential,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,Y,N
SOLARTH,RESIDENT,Residential,Renewables,wws heat ef ratio,N,wws heat addtl eff,N,N,N,Y,N
SUBCOAL,RESIDENT,Residential,Coal,coal ef ratio,N,coal addtl eff,N,N,N,Y,N
LHEAT,RESIDENT,Residential,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
HHEAT,RESIDENT,Residential,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
LHEATNS,RESIDENT,Residential,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
HHEATNS,RESIDENT,Residential,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
AVGAS,ROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
BIODIESEL,ROAD,Transportation,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
BIOGASES,ROAD,Transportation,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
BIOGASOL,ROAD,Transportation,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
BITUMEN,ROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ELECTR,ROAD,Transportation,Electricity,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
LPG,ROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
LUBRIC,ROAD,Transportation,Total,na,N,na,N,N,N,N,Y
NATGAS,ROAD,Transportation,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NGL,ROAD,Transportation,Liquid fuels,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NONBIODIES,ROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOGASO,ROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOJETK,ROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OBIOLIQ,ROAD,Transportation,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
ONONSPEC,ROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OTHKERO,ROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
REFINGAS,ROAD,Transportation,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
RESFUEL,ROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
WHITESP,ROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
AVGAS,SDOMESAIR,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
HYDROGEN,SDOMESAIR,Transportation,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,N,N,N,N,N
JETGAS,SDOMESAIR,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
LPG,SDOMESAIR,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
NONBIODIES,SDOMESAIR,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
NONBIOGASO,SDOMESAIR,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
NONBIOJETK,SDOMESAIR,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
ONONSPEC,SDOMESAIR,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
OTHKERO,SDOMESAIR,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
RESFUEL,SDOMESAIR,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
NONCRUDE,SDOMESAIR,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,Y,N
BITCOAL,TBKB,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
BKB,TBKB,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
LIGNITE,TBKB,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
PEAT,TBKB,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
PEATPROD,TBKB,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
PRIMSBIO,TBKB,Industrial,Renewables,biofuels_waste ef ratio,Y,biofuels_waste addtl eff,N,N,N,N,N
SUBCOAL,TBKB,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
ANTCOAL,TBLASTFUR,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
BIODIESEL,TBLASTFUR,Industrial,Liquid fuels,biofuels_waste ef ratio,Y,biofuels_waste addtl eff,N,N,N,N,N
BITCOAL,TBLASTFUR,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
BKB,TBLASTFUR,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
BLFURGS,TBLASTFUR,Industrial,Natural gas,natural gas ef ratio,Y,natural gas addtl eff,N,N,N,N,N
CHARCOAL,TBLASTFUR,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
COALTAR,TBLASTFUR,Industrial,Liquid fuels,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
COKCOAL,TBLASTFUR,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
COKEOVGS,TBLASTFUR,Industrial,Natural gas,natural gas ef ratio,Y,natural gas addtl eff,N,N,N,N,N
LIGNITE,TBLASTFUR,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
NATGAS,TBLASTFUR,Industrial,Natural gas,natural gas ef ratio,Y,natural gas addtl eff,N,N,N,N,N
OGASES,TBLASTFUR,Industrial,Natural gas,natural gas ef ratio,Y,natural gas addtl eff,N,N,N,N,N
OVENCOKE,TBLASTFUR,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
PATFUEL,TBLASTFUR,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
PETCOKE,TBLASTFUR,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
RESFUEL,TBLASTFUR,Industrial,Liquid fuels,oil ef ratio,Y,oil addtl eff,N,N,N,N,N
BIOGASES,TBLENDGAS,Industrial,Natural gas,natural gas ef ratio,Y,natural gas addtl eff,N,N,N,N,N
COKEOVGS,TBLENDGAS,Industrial,Natural gas,natural gas ef ratio,Y,natural gas addtl eff,N,N,N,N,N
GASWKSGS,TBLENDGAS,Industrial,Natural gas,natural gas ef ratio,Y,natural gas addtl eff,N,N,N,N,N
LPG,TBLENDGAS,Industrial,Liquid fuels,oil ef ratio,Y,oil addtl eff,N,N,N,N,N
NATGAS,TBLENDGAS,Industrial,Natural gas,natural gas ef ratio,Y,natural gas addtl eff,N,N,N,N,N
NONBIODIES,TBLENDGAS,Industrial,Liquid fuels,oil ef ratio,Y,oil addtl eff,N,N,N,N,N
OTHKERO,TBLENDGAS,Industrial,Liquid fuels,oil ef ratio,Y,oil addtl eff,N,N,N,N,N
REFINGAS,TBLENDGAS,Industrial,Natural gas,natural gas ef ratio,Y,natural gas addtl eff,N,N,N,N,N
ELECTR,TBOILER,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
HEAT,TBOILER,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
HEATNS,TBOILER,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
LHEAT,TBOILER,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
HHEAT,TBOILER,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
LHEATNS,TBOILER,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HHEATNS,TBOILER,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
CHARCOAL,TCHARCOAL,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PRIMSBIO,TCHARCOAL,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
BITCOAL,TCOALLIQ,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
COKCOAL,TCOALLIQ,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
NONCRUDE,TCOALLIQ,Industrial,Liquid fuels,oil ef ratio,Y,oil addtl eff,N,N,N,N,N
OILSHALE,TCOALLIQ,Industrial,Liquid fuels,oil ef ratio,Y,oil addtl eff,N,N,N,N,N
HYDROGEN,TCOALLIQ,Industrial,Liquid fuels,oil ef ratio,Y,oil addtl eff,N,N,N,N,N
ANTCOAL,TCOKEOVS,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
BITCOAL,TCOKEOVS,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
