Country,Sector,Gas,Unit,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
El Salvador,Forests & Wetlands,N2O,MtCO₂e,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0.05,0.03,0.01,0.01,0,0.08,0,0,0,0.01,0,0,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Serbia,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0.03,0.02,0,0,0,0.05,0,0,0,0,0,0,0.02,0,0.01,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Sao Tome and Principe,Forests & Wetlands,CO2,MtCO₂e,0,0,0,0,0,0,0,0.29,0.29,0.29,0.29,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0.12,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0
Sweden,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0.05,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,Forests & Wetlands,CO2,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syria,Forests & Wetlands,CH4,MtCO₂e,0,0,0.01,0,0,0.02,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syria,Forests & Wetlands,N2O,MtCO₂e,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,Forests & Wetlands,CO2,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
Tajikistan,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,Forests & Wetlands,CO2,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,-0.29,-0.29,-0.29,-0.29,-0.29,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timor-Leste,Forests & Wetlands,CH4,MtCO₂e,0,0,0.01,0.02,0,0.02,0,0,0.01,0.01,0,0.01,0,0.01,0,0.02,0.01,0,0,0,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01
Timor-Leste,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
Tonga,Forests & Wetlands,CO2,MtCO₂e,0,0,0,0,0,0,0,-0.51,-0.51,-0.51,-0.51,-0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tonga,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tonga,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuvalu,Forests & Wetlands,CO2,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,Forests & Wetlands,CH4,MtCO₂e,0,0,0.01,0,0,0.01,0.02,0,0.02,0.03,0.01,0.01,0.07,0.02,0.01,0.01,0,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Uruguay,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0.01,0,0.01,0.01,0,0,0.03,0.01,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Uzbekistan,Forests & Wetlands,CH4,MtCO₂e,0,0,0.01,0.01,0.01,0,0.01,0,0.02,0.02,0.01,0.01,0,0,0,0,0,0.04,0.02,0.03,0.03,0.03,0.01,0.01,0.01,0.01,0.01,0.01
Uzbekistan,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0.01,0.01,0,0.01,0,0.01,0.01,0.01,0.01,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0.01,0.01
Saint Vincent and the Grenadines,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Vincent and the Grenadines,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,Forests & Wetlands,CH4,MtCO₂e,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samoa,Forests & Wetlands,CO2,MtCO₂e,0,0,0,0,0,0,0,-0.54,-0.54,-0.54,-0.54,-0.54,-0.11,-0.11,-0.11,-0.11,-0.11,-2.06,-2.06,-2.06,-2.06,-2.06,-2.06,-2.06,-2.06,-2.06,-2.06,-2.06
Samoa,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samoa,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,Forests & Wetlands,CO2,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiribati,Forests & Wetlands,CO2,MtCO₂e,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Mauritius,Forests & Wetlands,CO2,MtCO₂e,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,0.18,0.18,0.18,0.18,0.18,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03
Vanuatu,Forests & Wetlands,CO2,MtCO₂e,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.03,-0.03,-0.03,-0.03,-0.03,-0.02,-0.02,-0.02,-0.02,-0.02,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03
Andorra,Forests & Wetlands,CO2,MtCO₂e,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.04,-0.04,-0.04,-0.04,-0.04,-0.03,-0.03,-0.03,-0.03,-0.03,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
Kuwait,Forests & Wetlands,CO2,MtCO₂e,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.04,-0.04,-0.04,-0.04,-0.04,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03
Micronesia,Forests & Wetlands,CO2,MtCO₂e,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,N/A
Israel,Forests & Wetlands,CO2,MtCO₂e,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,0,0,0,0,0,-0.07,-0.07,-0.07,-0.07,-0.07,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11
Armenia,Forests & Wetlands,CO2,MtCO₂e,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13
Iceland,Forests & Wetlands,CO2,MtCO₂e,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.04,-0.04,-0.04,-0.04,0.12,-0.01,-0.01,-0.01,-0.01,-0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Cape Verde,Forests & Wetlands,CO2,MtCO₂e,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.07,-0.07,-0.07,-0.07,-0.07,0,0,0,0,0,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4
Lesotho,Forests & Wetlands,CO2,MtCO₂e,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04
United Arab Emirates,Forests & Wetlands,CO2,MtCO₂e,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.05,-0.05,-0.05,-0.05,-0.05,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19
Egypt,Forests & Wetlands,CO2,MtCO₂e,-0.22,-0.22,-0.22,-0.22,-0.22,-0.22,-0.22,-0.22,-0.22,-0.22,-0.22,-0.22,-0.58,-0.58,-0.58,-0.58,-0.58,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55
Ireland,Forests & Wetlands,CO2,MtCO₂e,-0.29,-0.29,-0.16,-0.29,-0.29,-0.29,-0.13,-6.81,-7.15,-7.15,-7.04,-7.13,-1.64,-1.68,-1.65,-1.67,-1.67,-2.16,-2.16,-2.16,-2.16,-2.15,-2.19,-2.19,-2.19,-2.19,-2.19,-2.19
Tunisia,Forests & Wetlands,CO2,MtCO₂e,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,-0.51,-0.51,-0.51,-0.51,-0.51,-0.44,-0.44,-0.44,-0.44,-0.44,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66
Cyprus,Forests & Wetlands,CO2,MtCO₂e,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.39,-0.39,-0.39,-0.39,-0.39,-0.11,-0.11,-0.11,-0.11,-0.11,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07
Gambia,Forests & Wetlands,CO2,MtCO₂e,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45
Albania,Forests & Wetlands,CO2,MtCO₂e,-0.4,-0.4,-0.39,-0.4,-0.4,-0.4,-0.34,-0.25,-0.25,-0.25,-0.2,-0.25,0.85,0.85,0.85,0.85,0.86,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
Algeria,Forests & Wetlands,CO2,MtCO₂e,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-6.75,-6.75,-6.75,-6.75,-6.75,0.51,0.51,0.51,0.51,0.51,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
Trinidad and Tobago,Forests & Wetlands,CO2,MtCO₂e,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.33,0.33,0.33,0.33,0.33,0.1,0.1,0.1,0.1,0.1,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
Netherlands,Forests & Wetlands,CO2,MtCO₂e,-0.59,-0.59,-0.59,-0.59,-0.58,-0.58,-0.58,-0.8,-0.8,-0.8,-0.8,-0.8,1.03,1.03,1.05,1.07,1.1,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73
Greece,Forests & Wetlands,CO2,MtCO₂e,-0.79,-0.79,-0.79,-0.78,-0.68,-0.75,-0.71,-0.79,-0.77,-0.53,-0.74,-0.74,-0.71,-0.68,-0.78,-0.78,-0.6,-0.76,-0.77,-0.73,-0.77,-0.77,-0.72,-0.72,-0.72,-0.72,-0.72,-0.72
Kyrgyzstan,Forests & Wetlands,CO2,MtCO₂e,-0.84,-0.84,-0.84,-0.82,-0.8,-0.78,-0.76,14.45,14.45,14.45,14.45,14.45,-2.42,-2.42,-2.42,-2.42,-2.42,-2.4,-2.4,-2.41,-2.41,-2.41,-2.42,-2.42,-2.42,-2.43,-2.5,-2.5
Denmark,Forests & Wetlands,CO2,MtCO₂e,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,0.42,0.42,0.42,0.42,0.42,1.15,1.16,1.16,1.16,1.16,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
Moldova,Forests & Wetlands,CO2,MtCO₂e,-1.14,-1.14,-1.08,-1.14,-1.12,-1.14,-1.14,-0.92,-0.91,-0.91,-0.84,-0.9,-0.92,-0.92,-0.88,-0.92,-0.92,-1.28,-1.28,-1.28,-1.28,-1.28,-1.27,-1.27,-1.27,-1.27,-1.31,-1.31
Lithuania,Forests & Wetlands,CO2,MtCO₂e,-1.17,-1.17,-1.16,-1.17,-1.15,-1.15,-1.12,-1,-0.94,-0.94,-0.98,-0.97,1.01,1.02,1.13,1.08,1.05,0.66,0.67,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.68,0.68
Syria,Forests & Wetlands,CO2,MtCO₂e,-1.21,-1.21,-1.21,-1.21,-1.21,-1.21,-1.21,-2.24,-2.24,-2.24,-2.24,-2.24,-1.55,-1.55,-1.55,-1.55,-1.55,-1.53,-1.53,-1.53,-1.53,-1.53,-1.53,-1.53,-1.53,-1.53,-1.53,-1.53
Serbia,Forests & Wetlands,CO2,MtCO₂e,-1.32,-1.32,-1.32,-1.32,-1.32,-1.32,-1.31,-64.82,-64.82,-64.82,-64.82,-64.82,-4.92,-4.92,-4.9,-4.92,-4.92,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68
Morocco,Forests & Wetlands,CO2,MtCO₂e,-1.47,-1.47,-1.47,-1.47,-1.47,-1.47,-1.47,0.73,0.73,0.73,0.73,0.73,-9.53,-9.53,-9.53,-9.53,-9.53,-8.8,-8.8,-8.8,-8.8,-8.8,-8.8,-8.8,-8.8,-8.8,-8.8,-8.8
Mauritania,Forests & Wetlands,CO2,MtCO₂e,-1.52,-1.52,-1.52,-1.52,-1.52,-1.52,-1.52,0.51,0.51,0.51,0.51,0.51,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Switzerland,Forests & Wetlands,CO2,MtCO₂e,-1.53,-1.53,-1.53,-1.53,-1.53,-1.53,-1.53,-3.37,-3.37,-3.37,-3.37,-3.37,-1.54,-1.54,-1.53,-1.52,-1.5,-1.83,-1.83,-1.83,-1.83,-1.83,-1.83,-1.83,-1.83,-1.83,-1.83,-1.83
Iraq,Forests & Wetlands,CO2,MtCO₂e,-2.04,-2.04,-2.04,-2.04,-2.04,-2.04,-2.04,-1.7,-1.7,-1.7,-1.7,-1.7,-0.97,-0.97,-0.97,-0.97,-0.97,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99
Belgium,Forests & Wetlands,CO2,MtCO₂e,-2.72,-2.72,-2.72,-2.72,-2.72,-2.72,-2.65,-2.71,-2.71,-2.71,-2.71,-2.7,-3.32,-3.32,-3.32,-3.32,-3.31,-3.27,-3.83,-3.83,-3.83,-3.83,-3.83,-3.83,-3.83,-3.83,-3.83,-3.83
Fiji,Forests & Wetlands,CO2,MtCO₂e,-3.02,-3.02,-3.02,-3.02,-3.02,-3.02,-3.02,0.6,0.6,0.6,0.61,0.61,-2.06,-2.07,-2.07,-2.07,-2.07,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7
Belarus,Forests & Wetlands,CO2,MtCO₂e,-3.07,-3.07,-1.31,-1.61,-2.77,-1.4,-2.95,-29,-28.74,-28.98,-28.79,-27.65,-19.97,-20.21,-18.36,-14.46,-19.88,-12.03,-11.98,-12.09,-12.11,-12.07,-11.29,-11.29,-11.29,-11.29,-11.82,-11.82
Bhutan,Forests & Wetlands,CO2,MtCO₂e,-3.81,-3.81,-3.81,-3.81,-3.81,-3.81,-3.81,-2.93,-2.93,-2.93,-2.93,-2.93,-4.4,-4.4,-4.4,-4.4,-4.4,-4.11,-4.11,-4.11,-4.11,-4.11,-4.11,-4.11,-4.11,-4.11,-4.11,-4.11
Croatia,Forests & Wetlands,CO2,MtCO₂e,-3.83,-3.83,-3.83,-3.83,-3.83,-3.83,-3.83,-9.57,-9.57,-9.57,-9.5,-9.57,-11.61,-11.61,-11.61,-11.61,-11.61,-11.59,-11.6,-11.6,-11.6,-11.6,-11.6,-11.6,-11.6,-11.6,-11.6,-11.6
Sweden,Forests & Wetlands,CO2,MtCO₂e,-4.01,-4.01,-4.01,-3.85,-4.06,-4.07,-4.09,-4.13,-4.27,-4.35,-4.4,-4.35,-51.4,-51.5,-51.58,-51.61,-51.62,-20.43,-20.42,-20.39,-20.42,-20.42,-20.43,-20.43,-20.43,-20.43,-20.43,-20.43
Austria,Forests & Wetlands,CO2,MtCO₂e,-5.04,-5.04,-5.04,-5.04,-5.04,-5.04,-5.04,-4.31,-4.31,-4.3,-4.31,-4.31,-7.24,-7.22,-7.24,-7.24,-7.24,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12
Slovakia,Forests & Wetlands,CO2,MtCO₂e,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-6.42,-6.42,-6.42,-6.42,-6.42,-9.21,-9.21,-9.21,-9.21,-9.21,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-9.92,-9.92,-9.93
Slovenia,Forests & Wetlands,CO2,MtCO₂e,-6.16,-6.16,-6.16,-6.16,-6.16,-6.16,-6.16,-7.77,-7.78,-7.78,-7.78,-7.78,-10.27,-10.27,-10.27,-10.27,-10.27,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75
Ukraine,Forests & Wetlands,CO2,MtCO₂e,-6.84,-6.84,-0.59,-2.6,-7.44,-3.76,-5.66,-22.3,-20.93,-20.68,-21.13,-21.85,-24.15,-23.73,-23.6,-20.22,-24.23,-48.33,-48.04,-47.97,-47.98,-47.93,-46.16,-46.16,-46.16,-46.16,-48.01,-48.01
Azerbaijan,Forests & Wetlands,CO2,MtCO₂e,-8.47,-8.47,-8.47,-8.47,-8.47,-8.47,-8.47,-7.46,-7.46,-7.46,-7.46,-7.46,-0.95,-0.95,-0.95,-0.95,-0.95,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15,-1.19,-1.19
Dominican Republic,Forests & Wetlands,CO2,MtCO₂e,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.65,-8.65,-8.65,-8.65,-8.65,-10.01,-10.01,-10.01,-10.01,-10.01,-10.01,-10.01,-10.01,-10.01,-10.01,-10.01
Bulgaria,Forests & Wetlands,CO2,MtCO₂e,-10.16,-10.16,-10.17,-10.18,-10.15,-10.11,-10.11,-10.17,-10.16,-10.12,-10.1,-10.09,-13.97,-13.91,-13.95,-13.97,-13.75,-11.44,-11.45,-11.45,-11.46,-11.46,-11.43,-11.43,-11.43,-11.43,-11.43,-11.43
Uruguay,Forests & Wetlands,CO2,MtCO₂e,-10.52,-10.52,-10.52,-10.53,-10.52,-10.52,-10.49,-19.33,-19.32,-19.32,-19.33,-19.33,-13.8,-13.89,-13.89,-13.89,-13.89,-25.55,-25.55,-25.54,-25.55,-25.55,-25.54,-25.54,-25.54,-25.54,-25.54,-25.54
Costa Rica,Forests & Wetlands,CO2,MtCO₂e,-11.21,-11.21,-11.28,-11.26,-11.24,-11.24,-11.27,-7.42,-7.53,-7.53,-7.53,-7.49,-7.49,-7.52,-6.76,-7.52,-7.52,6.3,6.3,6.29,6.29,6.3,6.34,6.34,6.34,6.34,6.34,6.34
Czech Republic,Forests & Wetlands,CO2,MtCO₂e,-12.57,-12.57,-12.57,-12.56,-12.57,-12.57,-12.57,-6.85,-6.85,-6.85,-6.85,-6.85,-12.35,-12.35,-12.35,-12.34,-12.34,-12.58,-12.58,-12.59,-12.59,-12.6,-12.6,-12.61,-12.61,-12.62,-12.63,-12.63
United Kingdom,Forests & Wetlands,CO2,MtCO₂e,-12.77,-12.77,-12.67,-12.77,-12.77,-12.41,-12.65,-11.92,-12,-12.04,-11.55,-11.96,-12.65,-12.76,-11.83,-12.75,-12.65,-12.69,-12.69,-12.69,-12.69,-12.68,-12.73,-12.73,-12.73,-12.73,-12.73,-12.73
Latvia,Forests & Wetlands,CO2,MtCO₂e,-13.68,-13.68,-13.66,-13.63,-13.62,-13.65,-13.66,-15.49,-15.51,-15.52,-15.53,-15.5,-3.97,-3.94,-3.79,-3.78,-3.98,-12.67,-12.67,-12.67,-12.67,-12.66,-12.68,-12.68,-12.68,-12.68,-13.09,-13.09
Cuba,Forests & Wetlands,CO2,MtCO₂e,-14.01,-14.01,-14.01,-14.01,-14.01,-14.01,-14.01,37.69,37.69,37.69,37.69,37.69,-32.71,-32.71,-32.71,-32.71,-32.71,-34.8,-34.8,-34.8,-34.8,-34.8,-34.8,-34.8,-34.8,-34.8,-34.8,-34.8
Uzbekistan,Forests & Wetlands,CO2,MtCO₂e,-16.43,-16.43,-16.43,-16.43,-16.43,-16.43,-16.43,-1.32,-1.32,-1.32,-1.32,-1.32,-2.57,-2.57,-2.57,-2.57,-2.57,-2.27,-2.27,-2.27,-2.27,-2.27,-2.27,-2.27,-2.27,-2.27,-2.35,-2.35
New Zealand,Forests & Wetlands,CO2,MtCO₂e,-17.2,-17.2,-17.2,-17.2,-17.2,-17.19,-17.19,-17.93,-17.91,-17.89,-17.9,-17.92,-16.45,-16.45,-16.45,-16.45,-16.45,-23.41,-23.41,-23.41,-23.41,-23.41,-23.41,-23.41,-23.41,-23.41,-23.41,-23.41
Norway,Forests & Wetlands,CO2,MtCO₂e,-22.96,-22.96,-22.96,-22.96,-22.97,-22.97,-22.97,-23.73,-23.75,-23.72,-23.76,-23.75,-22.3,-22.31,-22.32,-22.32,-22.33,-15.36,-15.36,-15.36,-15.36,-15.36,-15.36,-15.36,-15.36,-15.36,-15.36,-15.36
Vietnam,Forests & Wetlands,CO2,MtCO₂e,-23.29,-23.29,-23.48,-22.92,-21.71,-23.48,-23.45,-10.78,-11.01,-11.02,-10.96,-11.01,-21.56,-21.66,-22,-19.5,-22.01,-49.35,-49.27,-49.22,-49.39,-49.31,-49.18,-49.18,-49.18,-49.18,-49.18,-49.18
Poland,Forests & Wetlands,CO2,MtCO₂e,-27.36,-27.36,-27.34,-27.35,-27.31,-27.26,-27.26,-109.43,-109.44,-109.41,-109.42,-109.42,-26.53,-26.54,-26.21,-26.3,-26.36,-15.68,-15.68,-15.68,-15.68,-15.68,-15.66,-15.66,-15.66,-15.66,-15.66,-15.66
Kenya,Forests & Wetlands,CO2,MtCO₂e,-31.21,-31.21,-30.93,-31.38,-31.31,-29.14,-30.6,-30.69,-30.01,-29.53,-30.47,-29.72,-47.35,-47.48,-47.32,-47.45,-47.55,58.36,58.67,58.55,58.59,58.43,58.52,58.52,58.52,58.52,58.52,58.52
