IEA Region,Technology,Scenario,Sector,Metric,Value
SAFR ,Wind,baseline,TFC,Saturation Point,7.51
JPN ,Wind,baseline,TFC,Saturation Point,7.51
AdvancedECO ,Wind,baseline,TFC,Saturation Point,7.51
NonOECD ,Wind,baseline,TFC,Saturation Point,3.8
World ,Wind,baseline,TFC,Saturation Point,5.8
CSAM ,Wind,baseline,TFC,Saturation Point,3.8
BRAZIL ,Wind,baseline,TFC,Saturation Point,3.8
AFRICA ,Wind,baseline,TFC,Saturation Point,3.8
ME ,Wind,baseline,TFC,Saturation Point,3.8
EURASIA ,Wind,baseline,TFC,Saturation Point,3.8
RUS ,Wind,baseline,TFC,Saturation Point,3.8
ASIAPAC ,Wind,baseline,TFC,Saturation Point,3.8
CHINA ,Wind,baseline,TFC,Saturation Point,3.8
INDIA ,Wind,baseline,TFC,Saturation Point,3.8
ASEAN ,Wind,baseline,TFC,Saturation Point,3.8
DevelopingECO ,Wind,baseline,TFC,Saturation Point,3.8
World ,Wind,pathway,TFC,Saturation Point,44.3
NAM ,Wind,pathway,TFC,Saturation Point,46.5
US ,Wind,pathway,TFC,Saturation Point,45
CSAM ,Wind,pathway,TFC,Saturation Point,18.5
BRAZIL ,Wind,pathway,TFC,Saturation Point,16.8
EUR ,Wind,pathway,TFC,Saturation Point,39
EU ,Wind,pathway,TFC,Saturation Point,45.9
AFRICA ,Wind,pathway,TFC,Saturation Point,46.4
SAFR ,Wind,pathway,TFC,Saturation Point,59
ME ,Wind,pathway,TFC,Saturation Point,33.7
EURASIA ,Wind,pathway,TFC,Saturation Point,30.9
RUS ,Wind,pathway,TFC,Saturation Point,53.3
ASIAPAC ,Wind,pathway,TFC,Saturation Point,37.2
CHINA ,Wind,pathway,TFC,Saturation Point,49.7
INDIA ,Wind,pathway,TFC,Saturation Point,44.2
JPN ,Wind,pathway,TFC,Saturation Point,42
ASEAN ,Wind,pathway,TFC,Saturation Point,40.2
 OECD ,Wind,pathway,TFC,Saturation Point,43
NonOECD ,Wind,pathway,TFC,Saturation Point,38.6
AdvancedECO ,Wind,pathway,TFC,Saturation Point,43.9
DevelopingECO ,Wind,pathway,TFC,Saturation Point,39
 OECD ,Natural gas,pathway,TFC,Consumption:Generation,1
NAM ,Natural gas,pathway,TFC,Consumption:Generation,1
US ,Natural gas,pathway,TFC,Consumption:Generation,1
EUR ,Natural gas,pathway,TFC,Consumption:Generation,1
EU ,Natural gas,pathway,TFC,Consumption:Generation,1
SAFR ,Natural gas,pathway,TFC,Consumption:Generation,1
JPN ,Natural gas,pathway,TFC,Consumption:Generation,1
AdvancedECO ,Natural gas,pathway,TFC,Consumption:Generation,1
NonOECD ,Natural gas,pathway,TFC,Consumption:Generation,1
World ,Natural gas,pathway,TFC,Consumption:Generation,1
CSAM ,Natural gas,pathway,TFC,Consumption:Generation,1
BRAZIL ,Natural gas,pathway,TFC,Consumption:Generation,1
AFRICA ,Natural gas,pathway,TFC,Consumption:Generation,1
ME ,Natural gas,pathway,TFC,Consumption:Generation,1
EURASIA ,Natural gas,pathway,TFC,Consumption:Generation,1
RUS ,Natural gas,pathway,TFC,Consumption:Generation,1
ASIAPAC ,Natural gas,pathway,TFC,Consumption:Generation,1
CHINA ,Natural gas,pathway,TFC,Consumption:Generation,1
INDIA ,Natural gas,pathway,TFC,Consumption:Generation,1
ASEAN ,Natural gas,pathway,TFC,Consumption:Generation,1
DevelopingECO ,Natural gas,pathway,TFC,Consumption:Generation,1
 OECD ,Natural gas,pathway,TFC,Floor,0
 OECD ,Natural gas,baseline,TFC,Floor,0
NAM ,Natural gas,pathway,TFC,Floor,0
NAM ,Natural gas,baseline,TFC,Floor,0
US ,Natural gas,pathway,TFC,Floor,0
US ,Natural gas,baseline,TFC,Floor,0
EUR ,Natural gas,pathway,TFC,Floor,0
EUR ,Natural gas,baseline,TFC,Floor,0
EU ,Natural gas,pathway,TFC,Floor,0
EU ,Natural gas,baseline,TFC,Floor,0
SAFR ,Natural gas,pathway,TFC,Floor,0
SAFR ,Natural gas,baseline,TFC,Floor,0
JPN ,Natural gas,pathway,TFC,Floor,0
JPN ,Natural gas,baseline,TFC,Floor,0
AdvancedECO ,Natural gas,pathway,TFC,Floor,0
AdvancedECO ,Natural gas,baseline,TFC,Floor,0
NonOECD ,Natural gas,pathway,TFC,Floor,0
NonOECD ,Natural gas,baseline,TFC,Floor,0
World ,Natural gas,pathway,TFC,Floor,0
World ,Natural gas,baseline,TFC,Floor,0
CSAM ,Natural gas,pathway,TFC,Floor,0
CSAM ,Natural gas,baseline,TFC,Floor,0
BRAZIL ,Natural gas,pathway,TFC,Floor,0
BRAZIL ,Natural gas,baseline,TFC,Floor,0
AFRICA ,Natural gas,pathway,TFC,Floor,0
AFRICA ,Natural gas,baseline,TFC,Floor,0
ME ,Natural gas,pathway,TFC,Floor,0
ME ,Natural gas,baseline,TFC,Floor,0
EURASIA ,Natural gas,pathway,TFC,Floor,0
EURASIA ,Natural gas,baseline,TFC,Floor,0
RUS ,Natural gas,pathway,TFC,Floor,0
RUS ,Natural gas,baseline,TFC,Floor,0
ASIAPAC ,Natural gas,pathway,TFC,Floor,0
ASIAPAC ,Natural gas,baseline,TFC,Floor,0
CHINA ,Natural gas,pathway,TFC,Floor,0
CHINA ,Natural gas,baseline,TFC,Floor,0
INDIA ,Natural gas,pathway,TFC,Floor,0
INDIA ,Natural gas,baseline,TFC,Floor,0
ASEAN ,Natural gas,pathway,TFC,Floor,0
ASEAN ,Natural gas,baseline,TFC,Floor,0
DevelopingECO ,Natural gas,pathway,TFC,Floor,0
DevelopingECO ,Natural gas,baseline,TFC,Floor,0
 OECD ,Natural gas,baseline,TFC,Max annual growth,100
 OECD ,Natural gas,pathway,TFC,Max annual growth,100
NAM ,Natural gas,baseline,TFC,Max annual growth,100
NAM ,Natural gas,pathway,TFC,Max annual growth,100
US ,Natural gas,baseline,TFC,Max annual growth,100
US ,Natural gas,pathway,TFC,Max annual growth,100
EUR ,Natural gas,baseline,TFC,Max annual growth,100
EUR ,Natural gas,pathway,TFC,Max annual growth,100
EU ,Natural gas,baseline,TFC,Max annual growth,100
EU ,Natural gas,pathway,TFC,Max annual growth,100
SAFR ,Natural gas,baseline,TFC,Max annual growth,100
SAFR ,Natural gas,pathway,TFC,Max annual growth,100
JPN ,Natural gas,baseline,TFC,Max annual growth,100
JPN ,Natural gas,pathway,TFC,Max annual growth,100
AdvancedECO ,Natural gas,baseline,TFC,Max annual growth,100
AdvancedECO ,Natural gas,pathway,TFC,Max annual growth,100
NonOECD ,Natural gas,baseline,TFC,Max annual growth,100
NonOECD ,Natural gas,pathway,TFC,Max annual growth,100
World ,Natural gas,baseline,TFC,Max annual growth,100
World ,Natural gas,pathway,TFC,Max annual growth,100
CSAM ,Natural gas,baseline,TFC,Max annual growth,100
CSAM ,Natural gas,pathway,TFC,Max annual growth,100
BRAZIL ,Natural gas,baseline,TFC,Max annual growth,100
BRAZIL ,Natural gas,pathway,TFC,Max annual growth,100
AFRICA ,Natural gas,baseline,TFC,Max annual growth,100
AFRICA ,Natural gas,pathway,TFC,Max annual growth,100
ME ,Natural gas,baseline,TFC,Max annual growth,100
ME ,Natural gas,pathway,TFC,Max annual growth,100
EURASIA ,Natural gas,baseline,TFC,Max annual growth,100
EURASIA ,Natural gas,pathway,TFC,Max annual growth,100
RUS ,Natural gas,baseline,TFC,Max annual growth,100
RUS ,Natural gas,pathway,TFC,Max annual growth,100
ASIAPAC ,Natural gas,baseline,TFC,Max annual growth,100
ASIAPAC ,Natural gas,pathway,TFC,Max annual growth,100
CHINA ,Natural gas,baseline,TFC,Max annual growth,100
CHINA ,Natural gas,pathway,TFC,Max annual growth,100
INDIA ,Natural gas,baseline,TFC,Max annual growth,100
INDIA ,Natural gas,pathway,TFC,Max annual growth,100
ASEAN ,Natural gas,baseline,TFC,Max annual growth,100
ASEAN ,Natural gas,pathway,TFC,Max annual growth,100
DevelopingECO ,Natural gas,baseline,TFC,Max annual growth,100
DevelopingECO ,Natural gas,pathway,TFC,Max annual growth,100
 OECD ,Natural gas,pathway,TFC,"Parameter a, max",5
 OECD ,Natural gas,baseline,TFC,"Parameter a, max",100
NAM ,Natural gas,pathway,TFC,"Parameter a, max",5
NAM ,Natural gas,baseline,TFC,"Parameter a, max",100
US ,Natural gas,pathway,TFC,"Parameter a, max",5
US ,Natural gas,baseline,TFC,"Parameter a, max",100
EUR ,Natural gas,pathway,TFC,"Parameter a, max",0.25
EUR ,Natural gas,baseline,TFC,"Parameter a, max",100
EU ,Natural gas,pathway,TFC,"Parameter a, max",5
EU ,Natural gas,baseline,TFC,"Parameter a, max",100
SAFR ,Natural gas,pathway,TFC,"Parameter a, max",0.25
SAFR ,Natural gas,baseline,TFC,"Parameter a, max",100
JPN ,Natural gas,pathway,TFC,"Parameter a, max",5
JPN ,Natural gas,baseline,TFC,"Parameter a, max",100
AdvancedECO ,Natural gas,pathway,TFC,"Parameter a, max",5
AdvancedECO ,Natural gas,baseline,TFC,"Parameter a, max",100
NonOECD ,Natural gas,pathway,TFC,"Parameter a, max",0.126
NonOECD ,Natural gas,baseline,TFC,"Parameter a, max",100
World ,Natural gas,pathway,TFC,"Parameter a, max",5
World ,Natural gas,baseline,TFC,"Parameter a, max",100
CSAM ,Natural gas,pathway,TFC,"Parameter a, max",5
CSAM ,Natural gas,baseline,TFC,"Parameter a, max",100
BRAZIL ,Natural gas,pathway,TFC,"Parameter a, max",5
BRAZIL ,Natural gas,baseline,TFC,"Parameter a, max",100
AFRICA ,Natural gas,pathway,TFC,"Parameter a, max",0.25
AFRICA ,Natural gas,baseline,TFC,"Parameter a, max",100
ME ,Natural gas,pathway,TFC,"Parameter a, max",5
ME ,Natural gas,baseline,TFC,"Parameter a, max",100
EURASIA ,Natural gas,pathway,TFC,"Parameter a, max",5
EURASIA ,Natural gas,baseline,TFC,"Parameter a, max",100
RUS ,Natural gas,pathway,TFC,"Parameter a, max",0.1
RUS ,Natural gas,baseline,TFC,"Parameter a, max",100
ASIAPAC ,Natural gas,pathway,TFC,"Parameter a, max",5
ASIAPAC ,Natural gas,baseline,TFC,"Parameter a, max",100
CHINA ,Natural gas,pathway,TFC,"Parameter a, max",0.12
CHINA ,Natural gas,baseline,TFC,"Parameter a, max",100
INDIA ,Natural gas,pathway,TFC,"Parameter a, max",0.1
INDIA ,Natural gas,baseline,TFC,"Parameter a, max",100
ASEAN ,Natural gas,pathway,TFC,"Parameter a, max",0.5
ASEAN ,Natural gas,baseline,TFC,"Parameter a, max",100
DevelopingECO ,Natural gas,pathway,TFC,"Parameter a, max",5
DevelopingECO ,Natural gas,baseline,TFC,"Parameter a, max",100
 OECD ,Natural gas,pathway,TFC,"Parameter a, min",0
 OECD ,Natural gas,baseline,TFC,"Parameter a, min",100
NAM ,Natural gas,pathway,TFC,"Parameter a, min",0
NAM ,Natural gas,baseline,TFC,"Parameter a, min",100
US ,Natural gas,pathway,TFC,"Parameter a, min",0
US ,Natural gas,baseline,TFC,"Parameter a, min",100
EUR ,Natural gas,pathway,TFC,"Parameter a, min",0
EUR ,Natural gas,baseline,TFC,"Parameter a, min",100
EU ,Natural gas,pathway,TFC,"Parameter a, min",0
EU ,Natural gas,baseline,TFC,"Parameter a, min",100
SAFR ,Natural gas,pathway,TFC,"Parameter a, min",0
SAFR ,Natural gas,baseline,TFC,"Parameter a, min",100
JPN ,Natural gas,pathway,TFC,"Parameter a, min",0
JPN ,Natural gas,baseline,TFC,"Parameter a, min",100
AdvancedECO ,Natural gas,pathway,TFC,"Parameter a, min",0
AdvancedECO ,Natural gas,baseline,TFC,"Parameter a, min",100
NonOECD ,Natural gas,pathway,TFC,"Parameter a, min",0
NonOECD ,Natural gas,baseline,TFC,"Parameter a, min",100
World ,Natural gas,pathway,TFC,"Parameter a, min",0
World ,Natural gas,baseline,TFC,"Parameter a, min",100
CSAM ,Natural gas,pathway,TFC,"Parameter a, min",0
CSAM ,Natural gas,baseline,TFC,"Parameter a, min",100
BRAZIL ,Natural gas,pathway,TFC,"Parameter a, min",0
BRAZIL ,Natural gas,baseline,TFC,"Parameter a, min",100
AFRICA ,Natural gas,pathway,TFC,"Parameter a, min",0.1
AFRICA ,Natural gas,baseline,TFC,"Parameter a, min",100
ME ,Natural gas,pathway,TFC,"Parameter a, min",0
ME ,Natural gas,baseline,TFC,"Parameter a, min",100
EURASIA ,Natural gas,pathway,TFC,"Parameter a, min",0
EURASIA ,Natural gas,baseline,TFC,"Parameter a, min",100
RUS ,Natural gas,pathway,TFC,"Parameter a, min",0
RUS ,Natural gas,baseline,TFC,"Parameter a, min",100
ASIAPAC ,Natural gas,pathway,TFC,"Parameter a, min",0
ASIAPAC ,Natural gas,baseline,TFC,"Parameter a, min",100
CHINA ,Natural gas,pathway,TFC,"Parameter a, min",0
CHINA ,Natural gas,baseline,TFC,"Parameter a, min",100
INDIA ,Natural gas,pathway,TFC,"Parameter a, min",0
INDIA ,Natural gas,baseline,TFC,"Parameter a, min",100
ASEAN ,Natural gas,pathway,TFC,"Parameter a, min",0
ASEAN ,Natural gas,baseline,TFC,"Parameter a, min",100
DevelopingECO ,Natural gas,pathway,TFC,"Parameter a, min",0
DevelopingECO ,Natural gas,baseline,TFC,"Parameter a, min",100
 OECD ,Natural gas,pathway,TFC,"Parameter b, max",100
 OECD ,Natural gas,baseline,TFC,"Parameter b, max",-100
NAM ,Natural gas,pathway,TFC,"Parameter b, max",100
NAM ,Natural gas,baseline,TFC,"Parameter b, max",-100
US ,Natural gas,pathway,TFC,"Parameter b, max",100
US ,Natural gas,baseline,TFC,"Parameter b, max",-100
EUR ,Natural gas,pathway,TFC,"Parameter b, max",50
EUR ,Natural gas,baseline,TFC,"Parameter b, max",-100
EU ,Natural gas,pathway,TFC,"Parameter b, max",100
EU ,Natural gas,baseline,TFC,"Parameter b, max",-100
SAFR ,Natural gas,pathway,TFC,"Parameter b, max",100
SAFR ,Natural gas,baseline,TFC,"Parameter b, max",-100
JPN ,Natural gas,pathway,TFC,"Parameter b, max",100
JPN ,Natural gas,baseline,TFC,"Parameter b, max",-100
AdvancedECO ,Natural gas,pathway,TFC,"Parameter b, max",100
AdvancedECO ,Natural gas,baseline,TFC,"Parameter b, max",-100
NonOECD ,Natural gas,pathway,TFC,"Parameter b, max",100
NonOECD ,Natural gas,baseline,TFC,"Parameter b, max",-100
World ,Natural gas,pathway,TFC,"Parameter b, max",100
World ,Natural gas,baseline,TFC,"Parameter b, max",-100
CSAM ,Natural gas,pathway,TFC,"Parameter b, max",100
CSAM ,Natural gas,baseline,TFC,"Parameter b, max",-100
BRAZIL ,Natural gas,pathway,TFC,"Parameter b, max",100
BRAZIL ,Natural gas,baseline,TFC,"Parameter b, max",-100
AFRICA ,Natural gas,pathway,TFC,"Parameter b, max",100
AFRICA ,Natural gas,baseline,TFC,"Parameter b, max",-100
ME ,Natural gas,pathway,TFC,"Parameter b, max",100
ME ,Natural gas,baseline,TFC,"Parameter b, max",-100
EURASIA ,Natural gas,pathway,TFC,"Parameter b, max",100
EURASIA ,Natural gas,baseline,TFC,"Parameter b, max",-100
RUS ,Natural gas,pathway,TFC,"Parameter b, max",35
RUS ,Natural gas,baseline,TFC,"Parameter b, max",-100
ASIAPAC ,Natural gas,pathway,TFC,"Parameter b, max",100
ASIAPAC ,Natural gas,baseline,TFC,"Parameter b, max",-100
CHINA ,Natural gas,pathway,TFC,"Parameter b, max",100
CHINA ,Natural gas,baseline,TFC,"Parameter b, max",-100
INDIA ,Natural gas,pathway,TFC,"Parameter b, max",100
INDIA ,Natural gas,baseline,TFC,"Parameter b, max",-100
ASEAN ,Natural gas,pathway,TFC,"Parameter b, max",100
ASEAN ,Natural gas,baseline,TFC,"Parameter b, max",-100
DevelopingECO ,Natural gas,pathway,TFC,"Parameter b, max",100
DevelopingECO ,Natural gas,baseline,TFC,"Parameter b, max",-100
 OECD ,Natural gas,pathway,TFC,"Parameter b, min",0
 OECD ,Natural gas,baseline,TFC,"Parameter b, min",-100
NAM ,Natural gas,pathway,TFC,"Parameter b, min",0
NAM ,Natural gas,baseline,TFC,"Parameter b, min",-100
US ,Natural gas,pathway,TFC,"Parameter b, min",0
US ,Natural gas,baseline,TFC,"Parameter b, min",-100
EUR ,Natural gas,pathway,TFC,"Parameter b, min",0
EUR ,Natural gas,baseline,TFC,"Parameter b, min",-100
EU ,Natural gas,pathway,TFC,"Parameter b, min",0
EU ,Natural gas,baseline,TFC,"Parameter b, min",-100
SAFR ,Natural gas,pathway,TFC,"Parameter b, min",30
SAFR ,Natural gas,baseline,TFC,"Parameter b, min",-100
JPN ,Natural gas,pathway,TFC,"Parameter b, min",0
JPN ,Natural gas,baseline,TFC,"Parameter b, min",-100
AdvancedECO ,Natural gas,pathway,TFC,"Parameter b, min",0
AdvancedECO ,Natural gas,baseline,TFC,"Parameter b, min",-100
NonOECD ,Natural gas,pathway,TFC,"Parameter b, min",0
NonOECD ,Natural gas,baseline,TFC,"Parameter b, min",-100
World ,Natural gas,pathway,TFC,"Parameter b, min",0
World ,Natural gas,baseline,TFC,"Parameter b, min",-100
CSAM ,Natural gas,pathway,TFC,"Parameter b, min",0
CSAM ,Natural gas,baseline,TFC,"Parameter b, min",-100
BRAZIL ,Natural gas,pathway,TFC,"Parameter b, min",0
BRAZIL ,Natural gas,baseline,TFC,"Parameter b, min",-100
AFRICA ,Natural gas,pathway,TFC,"Parameter b, min",35
AFRICA ,Natural gas,baseline,TFC,"Parameter b, min",-100
ME ,Natural gas,pathway,TFC,"Parameter b, min",0
ME ,Natural gas,baseline,TFC,"Parameter b, min",-100
EURASIA ,Natural gas,pathway,TFC,"Parameter b, min",0
EURASIA ,Natural gas,baseline,TFC,"Parameter b, min",-100
RUS ,Natural gas,pathway,TFC,"Parameter b, min",20
RUS ,Natural gas,baseline,TFC,"Parameter b, min",-100
ASIAPAC ,Natural gas,pathway,TFC,"Parameter b, min",0
ASIAPAC ,Natural gas,baseline,TFC,"Parameter b, min",-100
CHINA ,Natural gas,pathway,TFC,"Parameter b, min",0
CHINA ,Natural gas,baseline,TFC,"Parameter b, min",-100
INDIA ,Natural gas,pathway,TFC,"Parameter b, min",0
INDIA ,Natural gas,baseline,TFC,"Parameter b, min",-100
ASEAN ,Natural gas,pathway,TFC,"Parameter b, min",0
ASEAN ,Natural gas,baseline,TFC,"Parameter b, min",-100
DevelopingECO ,Natural gas,pathway,TFC,"Parameter b, min",0
DevelopingECO ,Natural gas,baseline,TFC,"Parameter b, min",-100
 OECD ,Natural gas,baseline,TFC,Saturation Point,7.51
NAM ,Natural gas,baseline,TFC,Saturation Point,7.51
US ,Natural gas,baseline,TFC,Saturation Point,7.51
EUR ,Natural gas,baseline,TFC,Saturation Point,7.51
EU ,Natural gas,baseline,TFC,Saturation Point,7.51
SAFR ,Natural gas,baseline,TFC,Saturation Point,7.51
JPN ,Natural gas,baseline,TFC,Saturation Point,7.51
AdvancedECO ,Natural gas,baseline,TFC,Saturation Point,7.51
NonOECD ,Natural gas,baseline,TFC,Saturation Point,3.8
World ,Natural gas,baseline,TFC,Saturation Point,5.8
CSAM ,Natural gas,baseline,TFC,Saturation Point,3.8
BRAZIL ,Natural gas,baseline,TFC,Saturation Point,3.8
AFRICA ,Natural gas,baseline,TFC,Saturation Point,3.8
ME ,Natural gas,baseline,TFC,Saturation Point,3.8
EURASIA ,Natural gas,baseline,TFC,Saturation Point,3.8
RUS ,Natural gas,baseline,TFC,Saturation Point,3.8
ASIAPAC ,Natural gas,baseline,TFC,Saturation Point,3.8
CHINA ,Natural gas,baseline,TFC,Saturation Point,3.8
INDIA ,Natural gas,baseline,TFC,Saturation Point,3.8
ASEAN ,Natural gas,baseline,TFC,Saturation Point,3.8
DevelopingECO ,Natural gas,baseline,TFC,Saturation Point,3.8
World ,Natural gas,pathway,TFC,Saturation Point,44.3
NAM ,Natural gas,pathway,TFC,Saturation Point,46.5
US ,Natural gas,pathway,TFC,Saturation Point,45
CSAM ,Natural gas,pathway,TFC,Saturation Point,18.5
BRAZIL ,Natural gas,pathway,TFC,Saturation Point,16.8
EUR ,Natural gas,pathway,TFC,Saturation Point,39
EU ,Natural gas,pathway,TFC,Saturation Point,45.9
AFRICA ,Natural gas,pathway,TFC,Saturation Point,46.4
SAFR ,Natural gas,pathway,TFC,Saturation Point,59
ME ,Natural gas,pathway,TFC,Saturation Point,33.7
EURASIA ,Natural gas,pathway,TFC,Saturation Point,30.9
RUS ,Natural gas,pathway,TFC,Saturation Point,53.3
ASIAPAC ,Natural gas,pathway,TFC,Saturation Point,37.2
CHINA ,Natural gas,pathway,TFC,Saturation Point,49.7
INDIA ,Natural gas,pathway,TFC,Saturation Point,44.2
JPN ,Natural gas,pathway,TFC,Saturation Point,42
ASEAN ,Natural gas,pathway,TFC,Saturation Point,40.2
 OECD ,Natural gas,pathway,TFC,Saturation Point,43
NonOECD ,Natural gas,pathway,TFC,Saturation Point,38.6
AdvancedECO ,Natural gas,pathway,TFC,Saturation Point,43.9
DevelopingECO ,Natural gas,pathway,TFC,Saturation Point,39
 OECD ,Other renewables,pathway,TFC,Consumption:Generation,1
NAM ,Other renewables,pathway,TFC,Consumption:Generation,1
US ,Other renewables,pathway,TFC,Consumption:Generation,1
EUR ,Other renewables,pathway,TFC,Consumption:Generation,1
EU ,Other renewables,pathway,TFC,Consumption:Generation,1
SAFR ,Other renewables,pathway,TFC,Consumption:Generation,1
JPN ,Other renewables,pathway,TFC,Consumption:Generation,1
AdvancedECO ,Other renewables,pathway,TFC,Consumption:Generation,1
NonOECD ,Other renewables,pathway,TFC,Consumption:Generation,1
World ,Other renewables,pathway,TFC,Consumption:Generation,1
CSAM ,Other renewables,pathway,TFC,Consumption:Generation,1
BRAZIL ,Other renewables,pathway,TFC,Consumption:Generation,1
AFRICA ,Other renewables,pathway,TFC,Consumption:Generation,1
ME ,Other renewables,pathway,TFC,Consumption:Generation,1
EURASIA ,Other renewables,pathway,TFC,Consumption:Generation,1
RUS ,Other renewables,pathway,TFC,Consumption:Generation,1
ASIAPAC ,Other renewables,pathway,TFC,Consumption:Generation,1
CHINA ,Other renewables,pathway,TFC,Consumption:Generation,1
INDIA ,Other renewables,pathway,TFC,Consumption:Generation,1
ASEAN ,Other renewables,pathway,TFC,Consumption:Generation,1
DevelopingECO ,Other renewables,pathway,TFC,Consumption:Generation,1
 OECD ,Other renewables,pathway,TFC,Floor,0
 OECD ,Other renewables,baseline,TFC,Floor,0
NAM ,Other renewables,pathway,TFC,Floor,0
NAM ,Other renewables,baseline,TFC,Floor,0
US ,Other renewables,pathway,TFC,Floor,0
US ,Other renewables,baseline,TFC,Floor,0
EUR ,Other renewables,pathway,TFC,Floor,0
EUR ,Other renewables,baseline,TFC,Floor,0
EU ,Other renewables,pathway,TFC,Floor,0
EU ,Other renewables,baseline,TFC,Floor,0
SAFR ,Other renewables,pathway,TFC,Floor,0
SAFR ,Other renewables,baseline,TFC,Floor,0
JPN ,Other renewables,pathway,TFC,Floor,0
JPN ,Other renewables,baseline,TFC,Floor,0
AdvancedECO ,Other renewables,pathway,TFC,Floor,0
AdvancedECO ,Other renewables,baseline,TFC,Floor,0
NonOECD ,Other renewables,pathway,TFC,Floor,0
NonOECD ,Other renewables,baseline,TFC,Floor,0
World ,Other renewables,pathway,TFC,Floor,0
World ,Other renewables,baseline,TFC,Floor,0
CSAM ,Other renewables,pathway,TFC,Floor,0
CSAM ,Other renewables,baseline,TFC,Floor,0
BRAZIL ,Other renewables,pathway,TFC,Floor,0
BRAZIL ,Other renewables,baseline,TFC,Floor,0
AFRICA ,Other renewables,pathway,TFC,Floor,0
AFRICA ,Other renewables,baseline,TFC,Floor,0
ME ,Other renewables,pathway,TFC,Floor,0
ME ,Other renewables,baseline,TFC,Floor,0
EURASIA ,Other renewables,pathway,TFC,Floor,0
EURASIA ,Other renewables,baseline,TFC,Floor,0
RUS ,Other renewables,pathway,TFC,Floor,0
RUS ,Other renewables,baseline,TFC,Floor,0
ASIAPAC ,Other renewables,pathway,TFC,Floor,0
ASIAPAC ,Other renewables,baseline,TFC,Floor,0
CHINA ,Other renewables,pathway,TFC,Floor,0
CHINA ,Other renewables,baseline,TFC,Floor,0
INDIA ,Other renewables,pathway,TFC,Floor,0
INDIA ,Other renewables,baseline,TFC,Floor,0
ASEAN ,Other renewables,pathway,TFC,Floor,0
ASEAN ,Other renewables,baseline,TFC,Floor,0
DevelopingECO ,Other renewables,pathway,TFC,Floor,0
DevelopingECO ,Other renewables,baseline,TFC,Floor,0
 OECD ,Other renewables,baseline,TFC,Max annual growth,100
 OECD ,Other renewables,pathway,TFC,Max annual growth,100
NAM ,Other renewables,baseline,TFC,Max annual growth,100
NAM ,Other renewables,pathway,TFC,Max annual growth,100
US ,Other renewables,baseline,TFC,Max annual growth,100
US ,Other renewables,pathway,TFC,Max annual growth,100
EUR ,Other renewables,baseline,TFC,Max annual growth,100
EUR ,Other renewables,pathway,TFC,Max annual growth,100
EU ,Other renewables,baseline,TFC,Max annual growth,100
EU ,Other renewables,pathway,TFC,Max annual growth,100
SAFR ,Other renewables,baseline,TFC,Max annual growth,100
SAFR ,Other renewables,pathway,TFC,Max annual growth,100
JPN ,Other renewables,baseline,TFC,Max annual growth,100
JPN ,Other renewables,pathway,TFC,Max annual growth,100
AdvancedECO ,Other renewables,baseline,TFC,Max annual growth,100
AdvancedECO ,Other renewables,pathway,TFC,Max annual growth,100
NonOECD ,Other renewables,baseline,TFC,Max annual growth,100
NonOECD ,Other renewables,pathway,TFC,Max annual growth,100
World ,Other renewables,baseline,TFC,Max annual growth,100
World ,Other renewables,pathway,TFC,Max annual growth,100
CSAM ,Other renewables,baseline,TFC,Max annual growth,100
CSAM ,Other renewables,pathway,TFC,Max annual growth,100
BRAZIL ,Other renewables,baseline,TFC,Max annual growth,100
BRAZIL ,Other renewables,pathway,TFC,Max annual growth,100
AFRICA ,Other renewables,baseline,TFC,Max annual growth,100
AFRICA ,Other renewables,pathway,TFC,Max annual growth,100
ME ,Other renewables,baseline,TFC,Max annual growth,100
ME ,Other renewables,pathway,TFC,Max annual growth,100
EURASIA ,Other renewables,baseline,TFC,Max annual growth,100
EURASIA ,Other renewables,pathway,TFC,Max annual growth,100
RUS ,Other renewables,baseline,TFC,Max annual growth,100
RUS ,Other renewables,pathway,TFC,Max annual growth,100
ASIAPAC ,Other renewables,baseline,TFC,Max annual growth,100
ASIAPAC ,Other renewables,pathway,TFC,Max annual growth,100
CHINA ,Other renewables,baseline,TFC,Max annual growth,100
CHINA ,Other renewables,pathway,TFC,Max annual growth,100
INDIA ,Other renewables,baseline,TFC,Max annual growth,100
INDIA ,Other renewables,pathway,TFC,Max annual growth,100
ASEAN ,Other renewables,baseline,TFC,Max annual growth,100
ASEAN ,Other renewables,pathway,TFC,Max annual growth,100
DevelopingECO ,Other renewables,baseline,TFC,Max annual growth,100
DevelopingECO ,Other renewables,pathway,TFC,Max annual growth,100
 OECD ,Other renewables,pathway,TFC,"Parameter a, max",5
 OECD ,Other renewables,baseline,TFC,"Parameter a, max",100
NAM ,Other renewables,pathway,TFC,"Parameter a, max",5
NAM ,Other renewables,baseline,TFC,"Parameter a, max",100
US ,Other renewables,pathway,TFC,"Parameter a, max",5
US ,Other renewables,baseline,TFC,"Parameter a, max",100
EUR ,Other renewables,pathway,TFC,"Parameter a, max",0.25
EUR ,Other renewables,baseline,TFC,"Parameter a, max",100
EU ,Other renewables,pathway,TFC,"Parameter a, max",5
EU ,Other renewables,baseline,TFC,"Parameter a, max",100
SAFR ,Other renewables,pathway,TFC,"Parameter a, max",0.25
SAFR ,Other renewables,baseline,TFC,"Parameter a, max",100
JPN ,Other renewables,pathway,TFC,"Parameter a, max",5
